Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 9.24612e+11 9.82792e+11 9.61815e+11 9.10752e+11 8.88444e+11 9.40214e+11 9.13137e+11 9.30445e+11 1.44715e+09
 100000 3.55862e+12 3.7903e+12 3.70624e+12 3.50118e+12 3.41117e+12 3.61789e+12 3.51008e+12 3.58007e+12 9.66475e+10
 150000 7.72805e+12 8.24279e+12 8.05648e+12 7.59557e+12 7.38828e+12 7.85515e+12 7.613e+12 7.77144e+12 9.83706e+10
 200000 1.32781e+13 1.41784e+13 1.38524e+13 1.30365e+13 1.26588e+13 1.34917e+13 1.30623e+13 1.33452e+13 9.97438e+10
 250000 2.00713e+13 2.14516e+13 2.09505e+13 1.96809e+13 1.90793e+13 2.03806e+13 1.97136e+13 2.01579e+13 1.01142e+11
 300000 2.79871e+13 2.99338e+13 2.92251e+13 2.73961e+13 2.65224e+13 2.8391e+13 2.74365e+13 2.80813e+13 1.02539e+11
 350000 3.69183e+13 3.95073e+13 3.85646e+13 3.60601e+13 3.4876e+13 3.74045e+13 3.61136e+13 3.70002e+13 1.04139e+11
 400000 4.67676e+13 5.00652e+13 4.88647e+13 4.55632e+13 4.40389e+13 4.73123e+13 4.56381e+13 4.68092e+13 1.05761e+11
 450000 5.74453e+13 6.15078e+13 6.00286e+13 5.58069e+13 5.39156e+13 5.8014e+13 5.59122e+13 5.74115e+13 1.07129e+11
 500000 6.88716e+13 7.37448e+13 7.19654e+13 6.6703e+13 6.44222e+13 6.94205e+13 6.68486e+13 6.872e+13 1.08286e+11
 550000 8.09767e+13 8.66967e+13 8.45929e+13 7.81718e+13 7.54856e+13 8.14549e+13 7.83708e+13 8.0658e+13 1.09841e+11
 600000 9.36984e+13 1.00294e+14 9.7837e+13 9.01426e+13 8.70429e+13 9.40507e+13 9.04121e+13 9.31578e+13 1.11353e+11
 650000 1.06981e+14 1.14474e+14 1.11631e+14 1.02552e+14 9.90407e+13 1.07149e+14 1.02914e+14 1.0616e+14 1.12543e+11
 700000 1.20775e+14 1.29184e+14 1.25916e+14 1.15344e+14 1.11432e+14 1.20699e+14 1.15825e+14 1.19612e+14 1.14093e+11
 750000 1.35033e+14 1.4437e+14 1.40643e+14 1.2847e+14 1.2418e+14 1.34654e+14 1.29101e+14 1.33467e+14 1.15596e+11
 800000 1.49705e+14 1.59985e+14 1.55764e+14 1.41879e+14 1.37249e+14 1.48966e+14 1.42698e+14 1.47679e+14 1.1707e+11
 850000 1.64751e+14 1.75987e+14 1.71237e+14 1.55531e+14 1.50603e+14 1.63589e+14 1.56574e+14 1.62208e+14 1.18498e+11
 900000 1.80136e+14 1.92336e+14 1.87027e+14 1.69387e+14 1.64208e+14 1.7848e+14 1.70692e+14 1.77015e+14 1.20051e+11
 950000 1.95822e+14 2.08995e+14 2.03099e+14 1.83416e+14 1.7804e+14 1.93599e+14 1.85019e+14 1.92067e+14 1.21279e+11
 1e+06 2.11779e+14 2.2593e+14 2.19423e+14 1.97588e+14 1.92073e+14 2.08915e+14 1.99525e+14 2.07333e+14 1.2274e+11
 1e+06 2.15309e+14 2.26322e+14 2.19168e+14 1.94603e+14 1.91779e+14 2.10697e+14 1.99026e+14 2.07522e+14 2.99783e+10
 2e+06 5.61121e+14 5.91747e+14 5.76284e+14 4.88461e+14 4.91434e+14 5.4072e+14 5.06872e+14 5.34677e+14 5.90307e+10
 3e+06 9.01874e+14 9.66001e+14 9.55692e+14 7.70551e+14 7.80071e+14 8.84329e+14 8.1165e+14 8.63466e+14 8.65645e+10
 4e+06 1.22355e+15 1.36574e+15 1.34534e+15 1.05646e+15 1.05089e+15 1.21384e+15 1.10706e+15 1.18886e+15 1.12833e+11
 5e+06 1.54162e+15 1.77162e+15 1.73464e+15 1.34317e+15 1.31418e+15 1.54627e+15 1.40121e+15 1.51378e+15 1.37655e+11
 6e+06 1.86947e+15 2.19533e+15 2.13628e+15 1.62192e+15 1.57926e+15 1.89042e+15 1.6972e+15 1.84513e+15 1.63436e+11
 7e+06 2.18652e+15 2.63879e+15 2.54766e+15 1.88959e+15 1.84252e+15 2.21998e+15 1.98403e+15 2.17348e+15 1.89568e+11
 8e+06 2.48042e+15 3.07109e+15 2.97211e+15 2.15006e+15 2.09365e+15 2.52617e+15 2.25663e+15 2.49046e+15 2.11581e+11
 9e+06 2.77413e+15 3.4903e+15 3.4049e+15 2.4033e+15 2.34452e+15 2.80841e+15 2.51874e+15 2.80049e+15 2.33262e+11
 1e+07 3.07986e+15 3.90285e+15 3.84706e+15 2.65829e+15 2.60811e+15 3.08303e+15 2.78314e+15 3.11386e+15 2.54485e+11
 1.1e+07 3.38746e+15 4.32297e+15 4.2887e+15 2.91917e+15 2.86867e+15 3.34731e+15 3.04505e+15 3.42691e+15 2.77834e+11
