Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.79249e+07
 100000 1.4757e+08
 150000 3.23121e+08
 200000 5.59234e+08
 250000 8.51005e+08
 300000 1.19393e+09
 350000 1.58385e+09
 400000 2.01699e+09
 450000 2.48984e+09
 500000 2.99919e+09
 550000 3.54211e+09
 600000 4.11589e+09
 650000 4.71803e+09
 700000 5.34627e+09
 750000 5.99849e+09
 800000 6.67277e+09
 850000 7.36733e+09
 900000 8.08055e+09
 950000 8.81092e+09
 1e+06 9.55707e+09
 1e+06 9.56047e+09
 2e+06 2.64183e+10
 3e+06 4.46505e+10
 4e+06 6.31469e+10
 5e+06 8.16856e+10
 6e+06 1.00223e+11
 7e+06 1.18752e+11
 8e+06 1.37287e+11
 9e+06 1.55832e+11
 1e+07 1.74378e+11
 1.1e+07 1.92925e+11
 1.2e+07 2.11469e+11
 1.3e+07 2.29997e+11
 1.4e+07 2.48514e+11
 1.5e+07 2.67025e+11
 1.6e+07 2.85529e+11
 1.7e+07 3.04029e+11
 1.8e+07 3.22533e+11
 1.9e+07 3.41039e+11
 2e+07 3.59551e+11
 2e+07 3.59456e+11
 4e+07 7.29688e+11
 6e+07 1.10066e+12
 8e+07 1.47216e+12
 1e+08 1.8439e+12
 1.2e+08 2.21359e+12
 1.4e+08 2.58436e+12
 1.6e+08 2.95636e+12
 1.8e+08 3.32907e+12
 2e+08 3.70148e+12
 2.2e+08 4.07545e+12
 2.4e+08 4.45276e+12
 2.6e+08 4.82981e+12
 2.8e+08 5.20337e+12
 3e+08 5.57724e+12
 3.2e+08 5.94901e+12
 3.4e+08 6.31869e+12
 3.6e+08 6.68718e+12
 3.8e+08 7.05489e+12
 4e+08 7.42113e+12
 4e+08 7.37071e+12
 8e+08 1.4724e+13
