Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 539.562 526.336 499.061 521.653
 100000 2103.46 2049.17 1940.97 2031.2
 150000 4621.03 4496.36 4254.23 4457.2
 200000 8025.7 7800.9 7371.23 7732.61
 250000 12255.7 11900.8 11230.3 11795.6
 300000 17253.6 16738.4 15775.7 16589.2
 350000 22965.3 22259.2 20957.5 22060.7
 400000 29339.5 28414.5 26729.8 28161.3
 450000 36326.4 35159.1 33050.9 34845.5
 500000 43879.6 42450.2 39882.7 42070.8
 500000 44161.7 42366.8 39946.8 42158.4
 1e+06 143166 138051 129889 137035
 1.5e+06 268302 259802 244520 257541
 2e+06 405907 395366 371769 391014
 2.5e+06 548499 537970 506261 530910
 3e+06 694583 684322 644362 674422
 3.5e+06 844179 833481 783768 820476
 4e+06 999695 985630 920972 968765
 4.5e+06 1.16138e+06 1.14005e+06 1.05237e+06 1.11793e+06
 5e+06 1.32707e+06 1.29385e+06 1.17611e+06 1.26568e+06
 5e+06 1.27317e+06 1.24882e+06 1.24899e+06 1.25699e+06
 1e+07 2.82867e+06 2.67365e+06 2.29548e+06 2.59926e+06
 1.5e+07 4.25928e+06 3.75903e+06 3.50971e+06 3.84268e+06
 2e+07 5.8484e+06 4.81576e+06 4.8393e+06 5.16782e+06
 2.5e+07 7.6681e+06 5.7289e+06 5.89554e+06 6.43084e+06
 3e+07 9.33325e+06 6.40536e+06 6.97262e+06 7.57041e+06
 3.5e+07 1.09771e+07 6.94209e+06 7.957e+06 8.6254e+06
 4e+07 1.24311e+07 7.60326e+06 8.79149e+06 9.60863e+06
 4.5e+07 1.40116e+07 8.2277e+06 9.85263e+06 1.06973e+07
 5e+07 1.56467e+07 8.53267e+06 1.09537e+07 1.17111e+07
 5e+07 1.78899e+07 9.36552e+06 1.26612e+07 1.33055e+07
 1e+08 2.83263e+07 1.13944e+07 2.03898e+07 2.00368e+07
 1.5e+08 3.45552e+07 1.72351e+07 2.03511e+07 2.40471e+07
 2e+08 4.10947e+07 2.19726e+07 2.82716e+07 3.04463e+07
 2.5e+08 4.38135e+07 2.987e+07 3.95545e+07 3.7746e+07
 3e+08 5.16225e+07 3.56652e+07 5.33844e+07 4.68907e+07
 3.5e+08 5.25161e+07 4.17759e+07 6.46623e+07 5.29848e+07
 4e+08 5.40852e+07 4.73152e+07 7.99277e+07 6.04427e+07
 4.5e+08 5.87402e+07 5.07346e+07 1.05279e+08 7.15846e+07
 5e+08 7.37771e+07 5.76194e+07 1.20658e+08 8.40181e+07
 5e+08 8.75222e+07 7.90575e+07 7.28947e+07 7.98248e+07
 1e+09 1.35431e+08 1.12327e+08 2.36885e+08 1.61548e+08
