Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 2.69097e-16
 100000 7.4755e-16
 150000 1.37993e-15
 200000 2.16381e-15
 250000 3.09735e-15
 300000 4.18187e-15
 350000 5.41853e-15
 400000 6.80603e-15
 450000 8.3473e-15
 500000 1.00429e-14
 550000 1.18975e-14
 600000 1.3909e-14
 650000 1.60742e-14
 700000 1.8392e-14
 750000 2.08595e-14
 800000 2.34778e-14
 850000 2.62476e-14
 900000 2.9168e-14
 950000 3.22406e-14
 1e+06 3.54667e-14
 1e+06 3.54777e-14
 2e+06 1.31977e-13
 3e+06 2.89915e-13
 4e+06 5.09229e-13
 5e+06 7.90061e-13
 6e+06 1.13244e-12
 7e+06 1.53642e-12
 8e+06 2.00146e-12
 9e+06 2.52756e-12
 1e+07 3.11474e-12
 1.1e+07 3.76263e-12
 1.2e+07 4.47197e-12
 1.3e+07 5.243e-12
 1.4e+07 6.07529e-12
 1.5e+07 6.96866e-12
 1.6e+07 7.92311e-12
 1.7e+07 8.93843e-12
 1.8e+07 1.0015e-11
 1.9e+07 1.11526e-11
 2e+07 1.23502e-11
 2e+07 1.23539e-11
 4e+07 4.90306e-11
 6e+07 1.09658e-10
 8e+07 1.93845e-10
 1e+08 3.01542e-10
 1.2e+08 4.31785e-10
 1.4e+08 5.84715e-10
 1.6e+08 7.59492e-10
 1.8e+08 9.55035e-10
 2e+08 1.17008e-09
 2.2e+08 1.40486e-09
 2.4e+08 1.65767e-09
 2.6e+08 1.9263e-09
 2.8e+08 2.20956e-09
 3e+08 2.50723e-09
 3.2e+08 2.81674e-09
 3.4e+08 3.13969e-09
 3.6e+08 3.47429e-09
 3.8e+08 3.8221e-09
 4e+08 4.18267e-09
 4e+08 3.24425e-09
 8e+08 1.09108e-08
