Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 9.53015e-16
 100000 2.72487e-15
 150000 4.93884e-15
 200000 7.52275e-15
 250000 1.0461e-14
 300000 1.37508e-14
 350000 1.73809e-14
 400000 2.1346e-14
 450000 2.56459e-14
 500000 3.02794e-14
 550000 3.52511e-14
 600000 4.05574e-14
 650000 4.62075e-14
 700000 5.21955e-14
 750000 5.85213e-14
 800000 6.51816e-14
 850000 7.21783e-14
 900000 7.95221e-14
 950000 8.72096e-14
 1e+06 9.5238e-14
 1e+06 9.55276e-14
 2e+06 3.28621e-13
 3e+06 6.97807e-13
 4e+06 1.20239e-12
 5e+06 1.84158e-12
 6e+06 2.61713e-12
 7e+06 3.53034e-12
 8e+06 4.57977e-12
 9e+06 5.76706e-12
 1e+07 7.09086e-12
 1.1e+07 8.55185e-12
 1.2e+07 1.01496e-11
 1.3e+07 1.18842e-11
 1.4e+07 1.37555e-11
 1.5e+07 1.57651e-11
 1.6e+07 1.791e-11
 1.7e+07 2.01931e-11
 1.8e+07 2.26139e-11
 1.9e+07 2.51713e-11
 2e+07 2.78669e-11
 2e+07 2.77308e-11
 4e+07 1.10263e-10
 6e+07 2.4809e-10
 8e+07 4.41481e-10
 1e+08 6.91184e-10
 1.2e+08 9.97991e-10
 1.4e+08 1.36199e-09
 1.6e+08 1.78393e-09
 1.8e+08 2.26392e-09
 2e+08 2.80334e-09
 2.2e+08 3.40245e-09
 2.4e+08 4.06165e-09
 2.6e+08 4.78109e-09
 2.8e+08 5.55999e-09
 3e+08 6.3989e-09
 3.2e+08 7.29847e-09
 3.4e+08 8.25992e-09
 3.6e+08 9.28574e-09
 3.8e+08 1.03768e-08
 4e+08 1.15311e-08
 4e+08 1.06631e-08
 8e+08 4.50791e-08
 1.2e+09 1.03795e-07
 1.6e+09 1.79013e-07
 2e+09 2.58245e-07
