Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.06304e+08
 100000 8.18402e+08
 150000 1.82626e+09
 200000 3.22009e+09
 250000 4.99036e+09
 300000 7.12777e+09
 350000 9.62324e+09
 400000 1.24679e+10
 450000 1.56532e+10
 500000 1.91707e+10
 550000 2.30122e+10
 600000 2.71697e+10
 650000 3.16353e+10
 700000 3.64015e+10
 750000 4.14608e+10
 800000 4.68061e+10
 850000 5.24302e+10
 900000 5.83264e+10
 950000 6.44878e+10
 1e+06 7.09079e+10
 1e+06 7.09044e+10
 2e+06 2.44883e+11
 3e+06 4.81477e+11
 4e+06 7.5614e+11
 5e+06 1.05399e+12
 6e+06 1.366e+12
 7e+06 1.68668e+12
 8e+06 2.01272e+12
 9e+06 2.34207e+12
 1e+07 2.67347e+12
 1.1e+07 3.00615e+12
 1.2e+07 3.33963e+12
 1.3e+07 3.67361e+12
 1.4e+07 4.00786e+12
 1.5e+07 4.34228e+12
 1.6e+07 4.67682e+12
 1.7e+07 5.01148e+12
 1.8e+07 5.34623e+12
 1.9e+07 5.68105e+12
 2e+07 6.01597e+12
 2e+07 6.02141e+12
 4e+07 1.27321e+13
 6e+07 1.94642e+13
 8e+07 2.61824e+13
 1e+08 3.29002e+13
 1.2e+08 3.95945e+13
 1.4e+08 4.62959e+13
 1.6e+08 5.30197e+13
 1.8e+08 5.97625e+13
 2e+08 6.64962e+13
 2.2e+08 7.32246e+13
 2.4e+08 7.99277e+13
 2.6e+08 8.66255e+13
 2.8e+08 9.33087e+13
 3e+08 1.0002e+14
 3.2e+08 1.06709e+14
 3.4e+08 1.13388e+14
 3.6e+08 1.20029e+14
 3.8e+08 1.26673e+14
 4e+08 1.33301e+14
 4e+08 1.33948e+14
 8e+08 2.66416e+14
 1.2e+09 3.9634e+14
 1.6e+09 5.24336e+14
 2e+09 6.47926e+14
