Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.21885e+07 -1.21885e+07 1.21885e+07
 100000 4.86085e+07 -4.86085e+07 4.86085e+07
 150000 1.09046e+08 -1.09046e+08 1.09046e+08
 200000 1.93293e+08 -1.93293e+08 1.93293e+08
 250000 3.01142e+08 -3.01142e+08 3.01142e+08
 300000 4.32392e+08 -4.32392e+08 4.32392e+08
 350000 5.8684e+08 -5.8684e+08 5.8684e+08
 400000 7.64287e+08 -7.64287e+08 7.64287e+08
 450000 9.64532e+08 -9.64532e+08 9.64532e+08
 500000 1.18737e+09 -1.18737e+09 1.18737e+09
 550000 1.43262e+09 -1.43262e+09 1.43262e+09
 600000 1.70006e+09 -1.70006e+09 1.70006e+09
 650000 1.98952e+09 -1.98952e+09 1.98952e+09
 700000 2.3008e+09 -2.3008e+09 2.3008e+09
 750000 2.63372e+09 -2.63372e+09 2.63372e+09
 800000 2.98809e+09 -2.98809e+09 2.98809e+09
 850000 3.36371e+09 -3.36371e+09 3.36371e+09
 900000 3.76042e+09 -3.76042e+09 3.76042e+09
 950000 4.17802e+09 -4.17802e+09 4.17802e+09
 1e+06 4.61634e+09 -4.61634e+09 4.61634e+09
 1e+06 4.61601e+09 -4.61601e+09 4.61601e+09
 2e+06 1.74735e+10 -1.74735e+10 1.74735e+10
 3e+06 3.72511e+10 -3.72511e+10 3.72511e+10
 4e+06 6.28298e+10 -6.28298e+10 6.28298e+10
 5e+06 9.33159e+10 -9.33159e+10 9.33159e+10
 6e+06 1.27941e+11 -1.27941e+11 1.27941e+11
 7e+06 1.66091e+11 -1.66091e+11 1.66091e+11
 8e+06 2.07288e+11 -2.07288e+11 2.07288e+11
 9e+06 2.5119e+11 -2.5119e+11 2.5119e+11
 1e+07 2.97526e+11 -2.97526e+11 2.97526e+11
 1.1e+07 3.46076e+11 -3.46076e+11 3.46076e+11
 1.2e+07 3.96642e+11 -3.96642e+11 3.96642e+11
 1.3e+07 4.49055e+11 -4.49055e+11 4.49055e+11
 1.4e+07 5.03044e+11 -5.03044e+11 5.03044e+11
 1.5e+07 5.58393e+11 -5.58393e+11 5.58393e+11
 1.6e+07 6.14913e+11 -6.14913e+11 6.14913e+11
 1.7e+07 6.72426e+11 -6.72426e+11 6.72426e+11
 1.8e+07 7.30727e+11 -7.30727e+11 7.30727e+11
 1.9e+07 7.89674e+11 -7.89674e+11 7.89674e+11
 2e+07 8.49192e+11 -8.49192e+11 8.49192e+11
 2e+07 8.14309e+11 -8.14309e+11 8.14309e+11
 4e+07 2.0014e+12 -2.0014e+12 2.0014e+12
 6e+07 3.0854e+12 -3.0854e+12 3.0854e+12
 8e+07 4.24653e+12 -4.24653e+12 4.24653e+12
 1e+08 5.23104e+12 -5.23104e+12 5.23104e+12
 1.2e+08 5.7883e+12 -5.7883e+12 5.7883e+12
 1.4e+08 6.39077e+12 -6.39077e+12 6.39077e+12
 1.6e+08 7.06376e+12 -7.06376e+12 7.06376e+12
 1.8e+08 7.8495e+12 -7.8495e+12 7.8495e+12
 2e+08 8.90107e+12 -8.90107e+12 8.90107e+12
 2.2e+08 9.90101e+12 -9.90101e+12 9.90101e+12
 2.4e+08 1.08778e+13 -1.08778e+13 1.08778e+13
 2.6e+08 1.18358e+13 -1.18358e+13 1.18358e+13
 2.8e+08 1.26267e+13 -1.26267e+13 1.26267e+13
 3e+08 1.3402e+13 -1.3402e+13 1.3402e+13
 3.2e+08 1.40865e+13 -1.40865e+13 1.40865e+13
 3.4e+08 1.47632e+13 -1.47632e+13 1.47632e+13
 3.6e+08 1.55683e+13 -1.55683e+13 1.55683e+13
 3.8e+08 1.64773e+13 -1.64773e+13 1.64773e+13
 4e+08 1.74151e+13 -1.74151e+13 1.74151e+13
 4e+08 1.4129e+13 -1.4129e+13 1.4129e+13
 8e+08 5.41721e+13 -5.41721e+13 5.41721e+13
