Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.55212e+13 1.60042e+13 1.51312e+13 1.47747e+13 1.51316e+13 1.50556e+13 1.49873e+13 1.52132e+13 1.02974e+09
 100000 6.09307e+13 6.28568e+13 5.93295e+13 5.78563e+13 5.92766e+13 5.89557e+13 5.86962e+13 5.96333e+13 1.45355e+11
 150000 1.34837e+14 1.39165e+14 1.31151e+14 1.27717e+14 1.30916e+14 1.30158e+14 1.29597e+14 1.31778e+14 1.46599e+11
 200000 2.36033e+14 2.43732e+14 2.29313e+14 2.22984e+14 2.28722e+14 2.27338e+14 2.26348e+14 2.30352e+14 1.47781e+11
 250000 3.63439e+14 3.75492e+14 3.52651e+14 3.42466e+14 3.5156e+14 3.49357e+14 3.47794e+14 3.54221e+14 1.48806e+11
 300000 5.16113e+14 5.33512e+14 5.00125e+14 4.85138e+14 4.9839e+14 4.95207e+14 4.92912e+14 5.0238e+14 1.49934e+11
 350000 6.93194e+14 7.16951e+14 6.70805e+14 6.50111e+14 6.6828e+14 6.64003e+14 6.60798e+14 6.73939e+14 1.5109e+11
 400000 8.93909e+14 9.2506e+14 8.63863e+14 8.36591e+14 8.60372e+14 8.54963e+14 8.50642e+14 8.68096e+14 1.52233e+11
 450000 1.11758e+15 1.15714e+15 1.07855e+15 1.04387e+15 1.07387e+15 1.06744e+15 1.06173e+15 1.08414e+15 1.53473e+11
 500000 1.36359e+15 1.41254e+15 1.31418e+15 1.2713e+15 1.30807e+15 1.30084e+15 1.2934e+15 1.32142e+15 1.54929e+11
 550000 1.63139e+15 1.69071e+15 1.57012e+15 1.5183e+15 1.56232e+15 1.55459e+15 1.54507e+15 1.57934e+15 1.5627e+11
 600000 1.92049e+15 1.99111e+15 1.84576e+15 1.7843e+15 1.8361e+15 1.82817e+15 1.81619e+15 1.85736e+15 1.57559e+11
 650000 2.23048e+15 2.3132e+15 2.1406e+15 2.06876e+15 2.12888e+15 2.12112e+15 2.10626e+15 2.15499e+15 1.58621e+11
 700000 2.56097e+15 2.6565e+15 2.45418e+15 2.37122e+15 2.44014e+15 2.43302e+15 2.41479e+15 2.47176e+15 1.59776e+11
 750000 2.91157e+15 3.02059e+15 2.78611e+15 2.69128e+15 2.76937e+15 2.76346e+15 2.74137e+15 2.80726e+15 1.61049e+11
 800000 3.28192e+15 3.40506e+15 3.13599e+15 3.02861e+15 3.11614e+15 3.11205e+15 3.0856e+15 3.16109e+15 1.62488e+11
 850000 3.67168e+15 3.80954e+15 3.50348e+15 3.38293e+15 3.4801e+15 3.47842e+15 3.44715e+15 3.53292e+15 1.63712e+11
 900000 4.08051e+15 4.23369e+15 3.88829e+15 3.75395e+15 3.86084e+15 3.86225e+15 3.82568e+15 3.92241e+15 1.65057e+11
 950000 4.50812e+15 4.67717e+15 4.29012e+15 4.14138e+15 4.25809e+15 4.26324e+15 4.2209e+15 4.32926e+15 1.66245e+11
 1e+06 4.95419e+15 5.13966e+15 4.70868e+15 4.54494e+15 4.67155e+15 4.68107e+15 4.63252e+15 4.75318e+15 1.67485e+11
 1e+06 4.96592e+15 5.09552e+15 4.72767e+15 4.55132e+15 4.67816e+15 4.68804e+15 4.63917e+15 4.75539e+15 2.54509e+10
