Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.44992e+13 1.52564e+13 1.37925e+13 1.55631e+13 1.43542e+13 1.51834e+13 1.50336e+13 1.48266e+13 1.50273e+09
 100000 5.60094e+13 5.90493e+13 5.31976e+13 6.01672e+13 5.53177e+13 5.86282e+13 5.80377e+13 5.72568e+13 2.80113e+11
 150000 1.22241e+14 1.29037e+14 1.15927e+14 1.31406e+14 1.20431e+14 1.27861e+14 1.26566e+14 1.249e+14 2.81685e+11
 200000 2.11269e+14 2.23238e+14 2.0009e+14 2.27313e+14 2.07681e+14 2.20791e+14 2.18595e+14 2.1577e+14 2.83381e+11
 250000 3.21401e+14 3.39941e+14 3.04091e+14 3.46241e+14 3.15422e+14 3.35634e+14 3.32432e+14 3.28184e+14 2.84819e+11
 300000 4.51131e+14 4.77729e+14 4.26527e+14 4.86876e+14 4.42274e+14 4.70989e+14 4.66713e+14 4.60746e+14 2.86616e+11
 350000 5.99174e+14 6.35387e+14 5.66207e+14 6.48185e+14 5.87124e+14 6.25722e+14 6.20344e+14 6.12309e+14 2.87797e+11
 400000 7.64453e+14 8.11866e+14 7.22106e+14 8.29246e+14 7.49039e+14 7.9893e+14 7.92405e+14 7.819e+14 2.89612e+11
 450000 9.46029e+14 1.00625e+15 8.93352e+14 1.02925e+15 9.2719e+14 9.89862e+14 9.821e+14 9.68678e+14 2.91097e+11
 500000 1.1431e+15 1.21777e+15 1.07921e+15 1.24736e+15 1.12085e+15 1.19787e+15 1.18869e+15 1.17189e+15 2.92362e+11
 550000 1.355e+15 1.4458e+15 1.27901e+15 1.48279e+15 1.3294e+15 1.42238e+15 1.41153e+15 1.39089e+15 2.93834e+11
