Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.76377e+07 2.76095e+07
 100000 1.10237e+08 1.05916e+08
 150000 2.47331e+08 2.28784e+08
 200000 4.38456e+08 3.90876e+08
 250000 6.83155e+08 5.87557e+08
 300000 9.80972e+08 8.14791e+08
 350000 1.33146e+09 1.06906e+09
 400000 1.73416e+09 1.34726e+09
 450000 2.18864e+09 1.64671e+09
 500000 2.69446e+09 1.96502e+09
 550000 3.25118e+09 2.30008e+09
 600000 3.85836e+09 2.65005e+09
 650000 4.51558e+09 3.01329e+09
 700000 5.22241e+09 3.38838e+09
 750000 5.97842e+09 3.77403e+09
 800000 6.7832e+09 4.16914e+09
 850000 7.63633e+09 4.57271e+09
 900000 8.5374e+09 4.98386e+09
 950000 9.48601e+09 5.4018e+09
 1e+06 1.04818e+10 5.82582e+09
 1e+06 1.04801e+10 5.82731e+09
 2e+06 3.97001e+10 1.49832e+10
 3e+06 8.47212e+10 2.45454e+10
 4e+06 1.43052e+11 3.42399e+10
 5e+06 2.12582e+11 4.40222e+10
 6e+06 2.91524e+11 5.38681e+10
 7e+06 3.78362e+11 6.38116e+10
 8e+06 4.71822e+11 7.37723e+10
 9e+06 5.70828e+11 8.37781e+10
 1e+07 6.7448e+11 9.37804e+10
 1.1e+07 7.8201e+11 1.03786e+11
 1.2e+07 8.92755e+11 1.13781e+11
 1.3e+07 1.00616e+12 1.23762e+11
 1.4e+07 1.12178e+12 1.33699e+11
 1.5e+07 1.2392e+12 1.43617e+11
 1.6e+07 1.35809e+12 1.5353e+11
 1.7e+07 1.47818e+12 1.63491e+11
 1.8e+07 1.59923e+12 1.73458e+11
 1.9e+07 1.72103e+12 1.83406e+11
 2e+07 1.8434e+12 1.93321e+11
 2e+07 1.8314e+12 1.9119e+11
 4e+07 4.27436e+12 3.92665e+11
 6e+07 6.63095e+12 6.00127e+11
 8e+07 8.93493e+12 8.0927e+11
 1e+08 1.12224e+13 1.01828e+12
 1.2e+08 1.34792e+13 1.21795e+12
 1.4e+08 1.56716e+13 1.42591e+12
 1.6e+08 1.78293e+13 1.64584e+12
 1.8e+08 2.00475e+13 1.8611e+12
 2e+08 2.22919e+13 2.09005e+12
 2.2e+08 2.44893e+13 2.30603e+12
 2.4e+08 2.66581e+13 2.50512e+12
 2.6e+08 2.86929e+13 2.68578e+12
 2.8e+08 3.06278e+13 2.87752e+12
 3e+08 3.24976e+13 3.08048e+12
 3.2e+08 3.41676e+13 3.26872e+12
 3.4e+08 3.60377e+13 3.48408e+12
 3.6e+08 3.78906e+13 3.69285e+12
 3.8e+08 3.98592e+13 3.88746e+12
 4e+08 4.19187e+13 4.06474e+12
 4e+08 4.26062e+13 4.72888e+12
