Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 8553.81 8112.62 8427.22 8364.55
 100000 33871.7 32110.4 33365.1 33115.7
 150000 75492.1 71535.8 74352.2 73793.4
 200000 132968 125944 130936 129949
 250000 205865 194904 202669 201146
 300000 293759 278008 289114 286960
 350000 396239 374859 389844 386981
 400000 512905 485074 504447 500809
 450000 643365 608279 632525 628056
 500000 787230 744114 773695 768346
 500000 787706 744797 772695 768400
 1e+06 2.88657e+06 2.72281e+06 2.82676e+06 2.81205e+06
 1.5e+06 5.97582e+06 5.62529e+06 5.84282e+06 5.81464e+06
 2e+06 9.83251e+06 9.2148e+06 9.58876e+06 9.54536e+06
 2.5e+06 1.42886e+07 1.32914e+07 1.38911e+07 1.38237e+07
 3e+06 1.92155e+07 1.77015e+07 1.86107e+07 1.85092e+07
 3.5e+06 2.45145e+07 2.23433e+07 2.364e+07 2.34993e+07
 4e+06 3.00957e+07 2.71474e+07 2.88933e+07 2.87121e+07
 4.5e+06 3.58941e+07 3.20708e+07 3.42816e+07 3.40822e+07
 5e+06 4.18617e+07 3.7085e+07 3.97293e+07 3.95587e+07
 5e+06 4.1496e+07 3.67833e+07 3.84252e+07 3.89015e+07
 1e+07 1.05147e+08 8.69203e+07 9.17249e+07 9.45974e+07
 1.5e+07 1.69153e+08 1.34444e+08 1.42976e+08 1.48858e+08
 2e+07 2.37294e+08 1.83843e+08 1.86684e+08 2.02607e+08
 2.5e+07 3.06386e+08 2.36872e+08 2.28266e+08 2.57175e+08
 3e+07 3.73055e+08 2.93658e+08 2.66899e+08 3.11204e+08
 3.5e+07 4.30533e+08 3.47969e+08 3.03603e+08 3.60702e+08
 4e+07 4.77517e+08 4.0503e+08 3.42735e+08 4.08427e+08
 4.5e+07 5.19216e+08 4.63443e+08 3.81875e+08 4.54845e+08
 5e+07 5.55929e+08 5.24568e+08 4.25166e+08 5.01888e+08
 5e+07 6.60354e+08 4.96455e+08 3.94363e+08 5.17057e+08
 1e+08 1.21691e+09 1.06171e+09 8.20824e+08 1.03315e+09
 1.5e+08 1.99073e+09 1.73526e+09 1.18933e+09 1.63844e+09
 2e+08 2.86429e+09 2.48522e+09 1.77834e+09 2.37595e+09
 2.5e+08 3.87288e+09 2.94463e+09 2.45829e+09 3.09193e+09
 3e+08 5.23533e+09 3.64785e+09 3.24155e+09 4.04157e+09
 3.5e+08 6.2738e+09 4.43939e+09 3.87052e+09 4.86124e+09
 4e+08 7.67288e+09 5.32344e+09 4.32475e+09 5.77369e+09
 4.5e+08 8.72851e+09 6.27276e+09 4.99075e+09 6.66401e+09
 5e+08 9.3836e+09 7.056e+09 5.51214e+09 7.31725e+09
 5e+08 1.31225e+10 8.57593e+09 2.72837e+09 8.14227e+09
 1e+09 1.73289e+10 9.09312e+09 2.98417e+09 9.80205e+09
 1.5e+09 2.61036e+10 5.49584e+09 1.53666e+08 1.05844e+10
 2e+09 5.719e+10 2.39031e+09 4.33971e+09 2.13067e+10
