Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 8369.94 8572.16 8125.61 8355.9
 100000 33132.8 33943.4 32155.5 33077.2
 150000 73820.9 75645.1 71617.2 73694.4
 200000 129979 133222 126053 129751
 250000 201165 206239 195018 200807
 300000 286942 294269 278084 286432
 350000 386886 396902 374833 386207
 400000 500583 513735 484865 499728
 450000 627632 644377 607788 626599
 500000 767636 788444 743219 766433
 500000 766971 788278 743638 766296
 1e+06 2.79708e+06 2.88884e+06 2.70822e+06 2.79805e+06
 1.5e+06 5.75119e+06 5.98346e+06 5.57733e+06 5.77066e+06
 2e+06 9.36143e+06 9.83216e+06 9.13015e+06 9.44125e+06
 2.5e+06 1.34323e+07 1.42546e+07 1.32026e+07 1.36298e+07
 3e+06 1.78317e+07 1.91052e+07 1.76639e+07 1.82003e+07
 3.5e+06 2.24606e+07 2.42654e+07 2.2407e+07 2.30443e+07
 4e+06 2.72514e+07 2.96518e+07 2.73608e+07 2.8088e+07
 4.5e+06 3.21754e+07 3.52154e+07 3.24744e+07 3.32884e+07
 5e+06 3.72141e+07 4.09069e+07 3.77057e+07 3.86089e+07
 5e+06 3.90182e+07 4.14336e+07 3.7129e+07 3.91936e+07
 1e+07 8.91099e+07 9.7548e+07 9.08749e+07 9.2511e+07
 1.5e+07 1.39875e+08 1.50294e+08 1.50254e+08 1.46808e+08
 2e+07 1.91577e+08 2.07169e+08 2.12486e+08 2.03744e+08
 2.5e+07 2.41003e+08 2.6674e+08 2.75674e+08 2.61139e+08
 3e+07 2.91203e+08 3.26668e+08 3.40843e+08 3.19572e+08
 3.5e+07 3.38878e+08 3.89142e+08 4.09562e+08 3.79194e+08
 4e+07 3.82533e+08 4.4773e+08 4.82792e+08 4.37685e+08
 4.5e+07 4.28277e+08 5.0457e+08 5.62567e+08 4.98471e+08
 5e+07 4.71908e+08 5.74888e+08 6.48962e+08 5.65253e+08
 5e+07 4.592e+08 6.11224e+08 6.25094e+08 5.65173e+08
 1e+08 9.46216e+08 1.24912e+09 1.65001e+09 1.28178e+09
 1.5e+08 1.42557e+09 1.74902e+09 2.44972e+09 1.87477e+09
 2e+08 1.95777e+09 2.05566e+09 3.10863e+09 2.37402e+09
 2.5e+08 2.3632e+09 2.4046e+09 4.33419e+09 3.03399e+09
 3e+08 2.70051e+09 2.8857e+09 6.41511e+09 4.00044e+09
 3.5e+08 3.0613e+09 2.87848e+09 8.89119e+09 4.94366e+09
 4e+08 3.497e+09 2.81716e+09 1.12138e+10 5.84266e+09
 4.5e+08 3.81023e+09 2.51323e+09 1.35285e+10 6.61732e+09
 5e+08 4.82365e+09 2.38836e+09 1.67378e+10 7.98327e+09
 5e+08 4.35995e+09 2.57339e+09 1.42825e+10 7.07196e+09
 1e+09 1.24718e+10 5.30331e+09 5.81801e+10 2.53184e+10
 1.5e+09 1.85403e+10 6.33069e+08 1.23177e+11 4.74501e+10
 2e+09 3.80089e+10 4.05895e+08 1.57698e+11 6.53711e+10
