Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 7.56263e-16
 100000 2.02503e-15
 150000 3.49592e-15
 200000 5.12814e-15
 250000 6.91036e-15
 300000 8.8348e-15
 350000 1.08954e-14
 400000 1.30947e-14
 450000 1.54334e-14
 500000 1.79078e-14
 550000 2.05165e-14
 600000 2.32662e-14
 650000 2.61536e-14
 700000 2.9184e-14
 750000 3.23586e-14
 800000 3.56796e-14
 850000 3.91407e-14
 900000 4.27368e-14
 950000 4.64711e-14
 1e+06 5.03422e-14
 1e+06 5.00809e-14
 2e+06 1.55662e-13
 3e+06 3.16985e-13
 4e+06 5.33243e-13
 5e+06 8.03728e-13
 6e+06 1.12936e-12
 7e+06 1.51049e-12
 8e+06 1.94644e-12
 9e+06 2.43712e-12
 1e+07 2.98293e-12
 1.1e+07 3.58297e-12
 1.2e+07 4.23831e-12
 1.3e+07 4.94858e-12
 1.4e+07 5.71112e-12
 1.5e+07 6.52736e-12
 1.6e+07 7.39759e-12
 1.7e+07 8.32232e-12
 1.8e+07 9.29993e-12
 1.9e+07 1.03321e-11
 2e+07 1.14181e-11
 2e+07 1.14681e-11
 4e+07 4.45963e-11
 6e+07 9.89892e-11
 8e+07 1.74127e-10
 1e+08 2.69715e-10
 1.2e+08 3.85692e-10
 1.4e+08 5.21483e-10
 1.6e+08 6.7684e-10
 1.8e+08 8.51095e-10
 2e+08 1.04376e-09
 2.2e+08 1.25559e-09
 2.4e+08 1.48688e-09
 2.6e+08 1.73677e-09
 2.8e+08 2.00573e-09
 3e+08 2.29458e-09
 3.2e+08 2.60299e-09
 3.4e+08 2.93105e-09
 3.6e+08 3.27642e-09
 3.8e+08 3.64109e-09
 4e+08 4.02426e-09
 4e+08 4.28561e-09
 8e+08 1.62124e-08
 1.2e+09 3.40778e-08
 1.6e+09 6.26548e-08
 2e+09 9.9059e-08
