Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.54423e+08
 100000 6.11447e+08
 150000 1.36192e+09
 200000 2.39696e+09
 250000 3.70797e+09
 300000 5.2866e+09
 350000 7.12475e+09
 400000 9.21459e+09
 450000 1.15485e+10
 500000 1.41191e+10
 550000 1.69192e+10
 600000 1.9942e+10
 650000 2.31807e+10
 700000 2.66287e+10
 750000 3.02797e+10
 800000 3.41277e+10
 850000 3.81667e+10
 900000 4.23909e+10
 950000 4.67948e+10
 1e+06 5.13729e+10
 1e+06 5.13701e+10
 2e+06 1.72483e+11
 3e+06 3.31488e+11
 4e+06 5.11141e+11
 5e+06 7.0208e+11
 6e+06 8.99181e+11
 7e+06 1.09965e+12
 8e+06 1.30193e+12
 9e+06 1.50521e+12
 1e+07 1.70901e+12
 1.1e+07 1.91312e+12
 1.2e+07 2.11738e+12
 1.3e+07 2.32175e+12
 1.4e+07 2.52618e+12
 1.5e+07 2.73066e+12
 1.6e+07 2.93516e+12
 1.7e+07 3.13967e+12
 1.8e+07 3.34417e+12
 1.9e+07 3.54865e+12
 2e+07 3.75314e+12
 2e+07 3.75378e+12
 4e+07 7.83652e+12
 6e+07 1.191e+13
 8e+07 1.59942e+13
 1e+08 2.01002e+13
 1.2e+08 2.42002e+13
 1.4e+08 2.82888e+13
 1.6e+08 3.23828e+13
 1.8e+08 3.64735e+13
 2e+08 4.05674e+13
 2.2e+08 4.46816e+13
 2.4e+08 4.87731e+13
 2.6e+08 5.28474e+13
 2.8e+08 5.69339e+13
 3e+08 6.10104e+13
 3.2e+08 6.50796e+13
 3.4e+08 6.91325e+13
 3.6e+08 7.32014e+13
 3.8e+08 7.72604e+13
 4e+08 8.13196e+13
 4e+08 8.11558e+13
 8e+08 1.61857e+14
 1.2e+09 2.42212e+14
 1.6e+09 3.25231e+14
 2e+09 4.08126e+14
