Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.02519e+08
 100000 4.04206e+08
 150000 8.96549e+08
 200000 1.5714e+09
 250000 2.42097e+09
 300000 3.43779e+09
 350000 4.61474e+09
 400000 5.94497e+09
 450000 7.42196e+09
 500000 9.03945e+09
 550000 1.07914e+10
 600000 1.26722e+10
 650000 1.46763e+10
 700000 1.67984e+10
 750000 1.90336e+10
 800000 2.1377e+10
 850000 2.3824e+10
 900000 2.63703e+10
 950000 2.90115e+10
 1e+06 3.17437e+10
 1e+06 3.17332e+10
 2e+06 1.00575e+11
 3e+06 1.85047e+11
 4e+06 2.76153e+11
 5e+06 3.70105e+11
 6e+06 4.65272e+11
 7e+06 5.60943e+11
 8e+06 6.56831e+11
 9e+06 7.52845e+11
 1e+07 8.4895e+11
 1.1e+07 9.45121e+11
 1.2e+07 1.04131e+12
 1.3e+07 1.13744e+12
 1.4e+07 1.23351e+12
 1.5e+07 1.32955e+12
 1.6e+07 1.42557e+12
 1.7e+07 1.52156e+12
 1.8e+07 1.61753e+12
 1.9e+07 1.71348e+12
 2e+07 1.80941e+12
 2e+07 1.81e+12
 4e+07 3.72343e+12
 6e+07 5.63598e+12
 8e+07 7.54522e+12
 1e+08 9.46091e+12
 1.2e+08 1.13888e+13
 1.4e+08 1.33217e+13
 1.6e+08 1.52647e+13
 1.8e+08 1.72123e+13
 2e+08 1.91614e+13
 2.2e+08 2.11042e+13
 2.4e+08 2.30582e+13
 2.6e+08 2.50073e+13
 2.8e+08 2.69682e+13
 3e+08 2.89205e+13
 3.2e+08 3.08797e+13
 3.4e+08 3.28446e+13
 3.6e+08 3.48067e+13
 3.8e+08 3.67491e+13
 4e+08 3.86855e+13
 4e+08 3.8192e+13
 8e+08 7.5794e+13
