Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.02885e+07 -1.02885e+07 1.02885e+07
 100000 4.10283e+07 -4.10283e+07 4.10283e+07
 150000 9.20329e+07 -9.20329e+07 9.20329e+07
 200000 1.63117e+08 -1.63117e+08 1.63117e+08
 250000 2.54098e+08 -2.54098e+08 2.54098e+08
 300000 3.64794e+08 -3.64794e+08 3.64794e+08
 350000 4.95025e+08 -4.95025e+08 4.95025e+08
 400000 6.44614e+08 -6.44614e+08 6.44614e+08
 450000 8.13384e+08 -8.13384e+08 8.13384e+08
 500000 1.00116e+09 -1.00116e+09 1.00116e+09
 550000 1.20777e+09 -1.20777e+09 1.20777e+09
 600000 1.43304e+09 -1.43304e+09 1.43304e+09
 650000 1.67679e+09 -1.67679e+09 1.67679e+09
 700000 1.93887e+09 -1.93887e+09 1.93887e+09
 750000 2.2191e+09 -2.2191e+09 2.2191e+09
 800000 2.51732e+09 -2.51732e+09 2.51732e+09
 850000 2.83337e+09 -2.83337e+09 2.83337e+09
 900000 3.16708e+09 -3.16708e+09 3.16708e+09
 950000 3.51829e+09 -3.51829e+09 3.51829e+09
 1e+06 3.88685e+09 -3.88685e+09 3.88685e+09
 1e+06 3.8922e+09 -3.8922e+09 3.8922e+09
 2e+06 1.46744e+10 -1.46744e+10 1.46744e+10
 3e+06 3.11623e+10 -3.11623e+10 3.11623e+10
 4e+06 5.24123e+10 -5.24123e+10 5.24123e+10
 5e+06 7.76151e+10 -7.76151e+10 7.76151e+10
 6e+06 1.06054e+11 -1.06054e+11 1.06054e+11
 7e+06 1.37091e+11 -1.37091e+11 1.37091e+11
 8e+06 1.70173e+11 -1.70173e+11 1.70173e+11
 9e+06 2.04857e+11 -2.04857e+11 2.04857e+11
 1e+07 2.40808e+11 -2.40808e+11 2.40808e+11
 1.1e+07 2.77751e+11 -2.77751e+11 2.77751e+11
 1.2e+07 3.15443e+11 -3.15443e+11 3.15443e+11
 1.3e+07 3.53668e+11 -3.53668e+11 3.53668e+11
 1.4e+07 3.92309e+11 -3.92309e+11 3.92309e+11
 1.5e+07 4.31228e+11 -4.31228e+11 4.31228e+11
 1.6e+07 4.70255e+11 -4.70255e+11 4.70255e+11
 1.7e+07 5.09259e+11 -5.09259e+11 5.09259e+11
 1.8e+07 5.48219e+11 -5.48219e+11 5.48219e+11
 1.9e+07 5.87097e+11 -5.87097e+11 5.87097e+11
 2e+07 6.25895e+11 -6.25895e+11 6.25895e+11
 2e+07 5.85623e+11 -5.85623e+11 5.85623e+11
 4e+07 1.37323e+12 -1.37323e+12 1.37323e+12
 6e+07 2.16147e+12 -2.16147e+12 2.16147e+12
 8e+07 2.94513e+12 -2.94513e+12 2.94513e+12
 1e+08 3.8741e+12 -3.8741e+12 3.8741e+12
 1.2e+08 4.85339e+12 -4.85339e+12 4.85339e+12
 1.4e+08 5.83591e+12 -5.83591e+12 5.83591e+12
 1.6e+08 6.84843e+12 -6.84843e+12 6.84843e+12
 1.8e+08 7.87086e+12 -7.87086e+12 7.87086e+12
 2e+08 8.79453e+12 -8.79453e+12 8.79453e+12
 2.2e+08 9.50895e+12 -9.50895e+12 9.50895e+12
 2.4e+08 1.01161e+13 -1.01161e+13 1.01161e+13
 2.6e+08 1.09486e+13 -1.09486e+13 1.09486e+13
 2.8e+08 1.1666e+13 -1.1666e+13 1.1666e+13
 3e+08 1.24653e+13 -1.24653e+13 1.24653e+13
 3.2e+08 1.30705e+13 -1.30705e+13 1.30705e+13
 3.4e+08 1.39325e+13 -1.39325e+13 1.39325e+13
 3.6e+08 1.48064e+13 -1.48064e+13 1.48064e+13
 3.8e+08 1.56043e+13 -1.56043e+13 1.56043e+13
 4e+08 1.6496e+13 -1.6496e+13 1.6496e+13
 4e+08 1.5234e+13 -1.5234e+13 1.5234e+13
 8e+08 3.29392e+13 -3.29392e+13 3.29392e+13
