Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 139554 127310 156811 141225
 100000 551636 502832 620946 558471
 150000 1.22783e+06 1.11833e+06 1.38427e+06 1.24348e+06
 200000 2.16036e+06 1.96627e+06 2.43912e+06 2.18858e+06
 250000 3.3419e+06 3.03962e+06 3.77836e+06 3.38663e+06
 300000 4.76561e+06 4.3319e+06 5.39541e+06 4.83097e+06
 350000 6.42496e+06 5.8369e+06 7.28401e+06 6.51529e+06
 400000 8.31405e+06 7.54889e+06 9.43844e+06 8.43379e+06
 450000 1.04276e+07 9.46261e+06 1.18534e+07 1.05812e+07
 500000 1.27603e+07 1.15733e+07 1.45238e+07 1.29525e+07
 500000 1.27808e+07 1.15774e+07 1.45296e+07 1.29626e+07
 1e+06 4.72846e+07 4.26806e+07 5.43049e+07 4.809e+07
 1.5e+06 9.99309e+07 8.99228e+07 1.15396e+08 1.0175e+08
 2e+06 1.68467e+08 1.50898e+08 1.95067e+08 1.71477e+08
 2.5e+06 2.50976e+08 2.23648e+08 2.91254e+08 2.55293e+08
 3e+06 3.4548e+08 3.06706e+08 4.02332e+08 3.51506e+08
 3.5e+06 4.50317e+08 3.98794e+08 5.26916e+08 4.58676e+08
 4e+06 5.64082e+08 4.98779e+08 6.6366e+08 5.75507e+08
 4.5e+06 6.85205e+08 6.0542e+08 8.11583e+08 7.00736e+08
 5e+06 8.1257e+08 7.17818e+08 9.69745e+08 8.33378e+08
 5e+06 8.11859e+08 7.38082e+08 9.62793e+08 8.37578e+08
 1e+07 2.2515e+09 2.03335e+09 2.88201e+09 2.38896e+09
 1.5e+07 3.84424e+09 3.37725e+09 5.06227e+09 4.09459e+09
 2e+07 5.66167e+09 4.6785e+09 7.22585e+09 5.85534e+09
 2.5e+07 7.54562e+09 5.84679e+09 9.31472e+09 7.56904e+09
 3e+07 9.47558e+09 6.94785e+09 1.13775e+10 9.26696e+09
 3.5e+07 1.15542e+10 8.0296e+09 1.33868e+10 1.09902e+10
 4e+07 1.36769e+10 8.96463e+09 1.54169e+10 1.26861e+10
 4.5e+07 1.5848e+10 9.7558e+09 1.72576e+10 1.42871e+10
 5e+07 1.81976e+10 1.06169e+10 1.88445e+10 1.58863e+10
 5e+07 1.79147e+10 1.55976e+10 1.15983e+10 1.50369e+10
 1e+08 4.30316e+10 2.37374e+10 1.85637e+10 2.84442e+10
 1.5e+08 5.72327e+10 3.27599e+10 1.86191e+10 3.62039e+10
 2e+08 7.63938e+10 2.28078e+10 2.77867e+10 4.23294e+10
 2.5e+08 7.81216e+10 2.6398e+10 4.68706e+10 5.04634e+10
 3e+08 7.03678e+10 2.00838e+10 6.35578e+10 5.13365e+10
 3.5e+08 6.1131e+10 2.95531e+10 7.23214e+10 5.43351e+10
 4e+08 4.68161e+10 3.38825e+10 9.10315e+10 5.72434e+10
 4.5e+08 3.95276e+10 3.28678e+10 1.1976e+11 6.40518e+10
 5e+08 4.70835e+10 1.97039e+10 1.419e+11 6.95624e+10
 5e+08 7.27122e+10 6.23839e+10 8.46898e+10 7.3262e+10
 1e+09 8.82324e+10 1.68749e+11 1.63073e+11 1.40018e+11
