Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.06584e+07 2.24195e+07
 100000 1.22268e+08 8.62772e+07
 150000 2.74286e+08 1.86926e+08
 200000 4.86171e+08 3.20281e+08
 250000 7.57391e+08 4.82757e+08
 300000 1.08742e+09 6.71195e+08
 350000 1.47572e+09 8.82814e+08
 400000 1.92179e+09 1.11516e+09
 450000 2.42511e+09 1.36606e+09
 500000 2.98516e+09 1.63359e+09
 550000 3.60145e+09 1.91605e+09
 600000 4.27346e+09 2.2119e+09
 650000 5.00069e+09 2.51981e+09
 700000 5.78267e+09 2.83857e+09
 750000 6.61888e+09 3.1671e+09
 800000 7.50886e+09 3.50444e+09
 850000 8.45211e+09 3.84974e+09
 900000 9.44815e+09 4.20223e+09
 950000 1.04965e+10 4.5612e+09
 1e+06 1.15968e+10 4.92603e+09
 1e+06 1.15912e+10 4.929e+09
 2e+06 4.37954e+10 1.28889e+10
 3e+06 9.32313e+10 2.13124e+10
 4e+06 1.57093e+11 2.98503e+10
 5e+06 2.33054e+11 3.84583e+10
 6e+06 3.19176e+11 4.70771e+10
 7e+06 4.13836e+11 5.57031e+10
 8e+06 5.15708e+11 6.43675e+10
 9e+06 6.23663e+11 7.30502e+10
 1e+07 7.36745e+11 8.17684e+10
 1.1e+07 8.54177e+11 9.05308e+10
 1.2e+07 9.75295e+11 9.93108e+10
 1.3e+07 1.09953e+12 1.08078e+11
 1.4e+07 1.22635e+12 1.16885e+11
 1.5e+07 1.35528e+12 1.25764e+11
 1.6e+07 1.48597e+12 1.34718e+11
 1.7e+07 1.61813e+12 1.43746e+11
 1.8e+07 1.75154e+12 1.52832e+11
 1.9e+07 1.88597e+12 1.61981e+11
 2e+07 2.0212e+12 1.7115e+11
 2e+07 2.02898e+12 1.69624e+11
 4e+07 4.7899e+12 3.57186e+11
 6e+07 7.59175e+12 5.49442e+11
 8e+07 1.04021e+13 7.47321e+11
 1e+08 1.32585e+13 9.46892e+11
 1.2e+08 1.61619e+13 1.14394e+12
 1.4e+08 1.89901e+13 1.34498e+12
 1.6e+08 2.18175e+13 1.54847e+12
 1.8e+08 2.4673e+13 1.75877e+12
 2e+08 2.75404e+13 1.97601e+12
 2.2e+08 3.04532e+13 2.19723e+12
 2.4e+08 3.35607e+13 2.43052e+12
 2.6e+08 3.6812e+13 2.65819e+12
 2.8e+08 3.99964e+13 2.87918e+12
 3e+08 4.31208e+13 3.09066e+12
 3.2e+08 4.61642e+13 3.29768e+12
 3.4e+08 4.91027e+13 3.49541e+12
 3.6e+08 5.19839e+13 3.68217e+12
 3.8e+08 5.49851e+13 3.86825e+12
 4e+08 5.80875e+13 4.05331e+12
 4e+08 5.49078e+13 3.66205e+12
