Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.35628e+07 -1.35628e+07 1.35628e+07
 100000 5.40947e+07 -5.40947e+07 5.40947e+07
 150000 1.21361e+08 -1.21361e+08 1.21361e+08
 200000 2.15126e+08 -2.15126e+08 2.15126e+08
 250000 3.35158e+08 -3.35158e+08 3.35158e+08
 300000 4.81224e+08 -4.81224e+08 4.81224e+08
 350000 6.53092e+08 -6.53092e+08 6.53092e+08
 400000 8.50529e+08 -8.50529e+08 8.50529e+08
 450000 1.07331e+09 -1.07331e+09 1.07331e+09
 500000 1.32122e+09 -1.32122e+09 1.32122e+09
 550000 1.59403e+09 -1.59403e+09 1.59403e+09
 600000 1.89151e+09 -1.89151e+09 1.89151e+09
 650000 2.21345e+09 -2.21345e+09 2.21345e+09
 700000 2.55963e+09 -2.55963e+09 2.55963e+09
 750000 2.92984e+09 -2.92984e+09 2.92984e+09
 800000 3.32388e+09 -3.32388e+09 3.32388e+09
 850000 3.74154e+09 -3.74154e+09 3.74154e+09
 900000 4.18263e+09 -4.18263e+09 4.18263e+09
 950000 4.64694e+09 -4.64694e+09 4.64694e+09
 1e+06 5.13427e+09 -5.13427e+09 5.13427e+09
 1e+06 5.13361e+09 -5.13361e+09 5.13361e+09
 2e+06 1.9433e+10 -1.9433e+10 1.9433e+10
 3e+06 4.15076e+10 -4.15076e+10 4.15076e+10
 4e+06 7.01832e+10 -7.01832e+10 7.01832e+10
 5e+06 1.04443e+11 -1.04443e+11 1.04443e+11
 6e+06 1.43375e+11 -1.43375e+11 1.43375e+11
 7e+06 1.86184e+11 -1.86184e+11 1.86184e+11
 8e+06 2.32138e+11 -2.32138e+11 2.32138e+11
 9e+06 2.80624e+11 -2.80624e+11 2.80624e+11
 1e+07 3.31292e+11 -3.31292e+11 3.31292e+11
 1.1e+07 3.83972e+11 -3.83972e+11 3.83972e+11
 1.2e+07 4.38377e+11 -4.38377e+11 4.38377e+11
 1.3e+07 4.94385e+11 -4.94385e+11 4.94385e+11
 1.4e+07 5.51908e+11 -5.51908e+11 5.51908e+11
 1.5e+07 6.10804e+11 -6.10804e+11 6.10804e+11
 1.6e+07 6.71047e+11 -6.71047e+11 6.71047e+11
 1.7e+07 7.32592e+11 -7.32592e+11 7.32592e+11
 1.8e+07 7.95249e+11 -7.95249e+11 7.95249e+11
 1.9e+07 8.58883e+11 -8.58883e+11 8.58883e+11
 2e+07 9.23552e+11 -9.23552e+11 9.23552e+11
 2e+07 8.83363e+11 -8.83363e+11 8.83363e+11
 4e+07 2.334e+12 -2.334e+12 2.334e+12
 6e+07 3.80096e+12 -3.80096e+12 3.80096e+12
 8e+07 5.32387e+12 -5.32387e+12 5.32387e+12
 1e+08 6.98395e+12 -6.98395e+12 6.98395e+12
 1.2e+08 8.54931e+12 -8.54931e+12 8.54931e+12
 1.4e+08 9.99333e+12 -9.99333e+12 9.99333e+12
 1.6e+08 1.14231e+13 -1.14231e+13 1.14231e+13
 1.8e+08 1.31624e+13 -1.31624e+13 1.31624e+13
 2e+08 1.47103e+13 -1.47103e+13 1.47103e+13
 2.2e+08 1.627e+13 -1.627e+13 1.627e+13
 2.4e+08 1.81717e+13 -1.81717e+13 1.81717e+13
 2.6e+08 2.01406e+13 -2.01406e+13 2.01406e+13
 2.8e+08 2.14801e+13 -2.14801e+13 2.14801e+13
 3e+08 2.20712e+13 -2.20712e+13 2.20712e+13
 3.2e+08 2.2701e+13 -2.2701e+13 2.2701e+13
 3.4e+08 2.30468e+13 -2.30468e+13 2.30468e+13
 3.6e+08 2.32832e+13 -2.32832e+13 2.32832e+13
 3.8e+08 2.33459e+13 -2.33459e+13 2.33459e+13
 4e+08 2.31186e+13 -2.31186e+13 2.31186e+13
 4e+08 2.10342e+13 -2.10342e+13 2.10342e+13
