Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 7.50724e-16
 100000 1.99152e-15
 150000 3.40375e-15
 200000 4.94042e-15
 250000 6.59332e-15
 300000 8.36097e-15
 350000 1.02451e-14
 400000 1.22441e-14
 450000 1.43567e-14
 500000 1.65881e-14
 550000 1.89339e-14
 600000 2.13888e-14
 650000 2.39566e-14
 700000 2.66459e-14
 750000 2.94485e-14
 800000 3.23659e-14
 850000 3.53974e-14
 900000 3.85458e-14
 950000 4.18162e-14
 1e+06 4.51987e-14
 1e+06 4.51255e-14
 2e+06 1.36194e-13
 3e+06 2.72182e-13
 4e+06 4.54387e-13
 5e+06 6.8318e-13
 6e+06 9.57103e-13
 7e+06 1.27691e-12
 8e+06 1.64261e-12
 9e+06 2.05397e-12
 1e+07 2.51175e-12
 1.1e+07 3.01499e-12
 1.2e+07 3.56382e-12
 1.3e+07 4.15831e-12
 1.4e+07 4.79822e-12
 1.5e+07 5.484e-12
 1.6e+07 6.21683e-12
 1.7e+07 6.99479e-12
 1.8e+07 7.81877e-12
 1.9e+07 8.68831e-12
 2e+07 9.60294e-12
 2e+07 9.55208e-12
 4e+07 3.73893e-11
 6e+07 8.35568e-11
 8e+07 1.48089e-10
 1e+08 2.31038e-10
 1.2e+08 3.3192e-10
 1.4e+08 4.50712e-10
 1.6e+08 5.8763e-10
 1.8e+08 7.42692e-10
 2e+08 9.15976e-10
 2.2e+08 1.10691e-09
 2.4e+08 1.31561e-09
 2.6e+08 1.54211e-09
 2.8e+08 1.78656e-09
 3e+08 2.04934e-09
 3.2e+08 2.32965e-09
 3.4e+08 2.62747e-09
 3.6e+08 2.94021e-09
 3.8e+08 3.2691e-09
 4e+08 3.61413e-09
 4e+08 3.52931e-09
 8e+08 1.37216e-08
 1.2e+09 2.88213e-08
 1.6e+09 4.94103e-08
 2e+09 7.35982e-08
