Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.54434e+08
 100000 6.11508e+08
 150000 1.36209e+09
 200000 2.39733e+09
 250000 3.70863e+09
 300000 5.28768e+09
 350000 7.1264e+09
 400000 9.21696e+09
 450000 1.15518e+10
 500000 1.41235e+10
 550000 1.69249e+10
 600000 1.99492e+10
 650000 2.31897e+10
 700000 2.66397e+10
 750000 3.02931e+10
 800000 3.41437e+10
 850000 3.81856e+10
 900000 4.2413e+10
 950000 4.68204e+10
 1e+06 5.14023e+10
 1e+06 5.13985e+10
 2e+06 1.7267e+11
 3e+06 3.3196e+11
 4e+06 5.11969e+11
 5e+06 7.03259e+11
 6e+06 9.00675e+11
 7e+06 1.10142e+12
 8e+06 1.30397e+12
 9e+06 1.50749e+12
 1e+07 1.71151e+12
 1.1e+07 1.91578e+12
 1.2e+07 2.12017e+12
 1.3e+07 2.32461e+12
 1.4e+07 2.5291e+12
 1.5e+07 2.73363e+12
 1.6e+07 2.9382e+12
 1.7e+07 3.14277e+12
 1.8e+07 3.34733e+12
 1.9e+07 3.55188e+12
 2e+07 3.75643e+12
 2e+07 3.76545e+12
 4e+07 7.85851e+12
 6e+07 1.19414e+13
 8e+07 1.60051e+13
 1e+08 2.00448e+13
 1.2e+08 2.40689e+13
 1.4e+08 2.80772e+13
 1.6e+08 3.20891e+13
 1.8e+08 3.61132e+13
 2e+08 4.01381e+13
 2.2e+08 4.41598e+13
 2.4e+08 4.81746e+13
 2.6e+08 5.22003e+13
 2.8e+08 5.6241e+13
 3e+08 6.0281e+13
 3.2e+08 6.43191e+13
 3.4e+08 6.83687e+13
 3.6e+08 7.24326e+13
 3.8e+08 7.65095e+13
 4e+08 8.05926e+13
 4e+08 7.99761e+13
 8e+08 1.62118e+14
 1.2e+09 2.44156e+14
 1.6e+09 3.25917e+14
 2e+09 4.10304e+14
