Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 4.13947e+08
 100000 1.64748e+09
 150000 3.68826e+09
 200000 6.52417e+09
 250000 1.01432e+10
 300000 1.45337e+10
 350000 1.96839e+10
 400000 2.55825e+10
 450000 3.22182e+10
 500000 3.95799e+10
 550000 4.76568e+10
 600000 5.6438e+10
 650000 6.5913e+10
 700000 7.60713e+10
 750000 8.69027e+10
 800000 9.83971e+10
 850000 1.10545e+11
 900000 1.23335e+11
 950000 1.36759e+11
 1e+06 1.50807e+11
 1e+06 1.50822e+11
 2e+06 5.49403e+11
 3e+06 1.13115e+12
 4e+06 1.84839e+12
 5e+06 2.66588e+12
 6e+06 3.55758e+12
 7e+06 4.50426e+12
 8e+06 5.49171e+12
 9e+06 6.50951e+12
 1e+07 7.54986e+12
 1.1e+07 8.60701e+12
 1.2e+07 9.67664e+12
 1.3e+07 1.07555e+13
 1.4e+07 1.18412e+13
 1.5e+07 1.29321e+13
 1.6e+07 1.40267e+13
 1.7e+07 1.51243e+13
 1.8e+07 1.62241e+13
 1.9e+07 1.73256e+13
 2e+07 1.84285e+13
 2e+07 1.84344e+13
 4e+07 4.05429e+13
 6e+07 6.2678e+13
 8e+07 8.48742e+13
 1e+08 1.07089e+14
 1.2e+08 1.29279e+14
 1.4e+08 1.51472e+14
 1.6e+08 1.73774e+14
 1.8e+08 1.96104e+14
 2e+08 2.18455e+14
 2.2e+08 2.40808e+14
 2.4e+08 2.63171e+14
 2.6e+08 2.85559e+14
 2.8e+08 3.08052e+14
 3e+08 3.30583e+14
 3.2e+08 3.53137e+14
 3.4e+08 3.75686e+14
 3.6e+08 3.98224e+14
 3.8e+08 4.20731e+14
 4e+08 4.43197e+14
 4e+08 4.38721e+14
 8e+08 8.92509e+14
 1.2e+09 1.34789e+15
 1.6e+09 1.81909e+15
 2e+09 2.2802e+15
