Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 59292.1 55874.9 66889.3 60685.5
 100000 235930 222254 266307 241497
 150000 528225 497431 596532 540729
 200000 934498 879707 1.05584e+06 956683
 250000 1.45308e+06 1.3674e+06 1.64254e+06 1.48767e+06
 300000 2.08229e+06 1.95887e+06 2.35491e+06 2.13203e+06
 350000 2.82053e+06 2.65252e+06 3.19128e+06 2.88811e+06
 400000 3.6662e+06 3.44681e+06 4.14996e+06 3.75432e+06
 450000 4.61775e+06 4.34023e+06 5.22932e+06 4.7291e+06
 500000 5.67365e+06 5.33132e+06 6.42775e+06 5.81091e+06
 500000 5.67028e+06 5.32556e+06 6.42573e+06 5.80719e+06
 1e+06 2.16367e+07 2.02998e+07 2.46154e+07 2.2184e+07
 1.5e+06 4.64805e+07 4.36146e+07 5.30849e+07 4.77266e+07
 2e+06 7.89586e+07 7.41188e+07 9.05344e+07 8.12039e+07
 2.5e+06 1.18036e+08 1.10801e+08 1.35829e+08 1.21555e+08
 3e+06 1.62841e+08 1.52766e+08 1.87996e+08 1.67868e+08
 3.5e+06 2.12612e+08 1.99234e+08 2.4617e+08 2.19339e+08
 4e+06 2.66655e+08 2.49514e+08 3.09566e+08 2.75245e+08
 4.5e+06 3.24345e+08 3.03043e+08 3.77526e+08 3.34971e+08
 5e+06 3.8514e+08 3.59301e+08 4.49454e+08 3.97965e+08
 5e+06 3.84755e+08 3.49792e+08 4.55436e+08 3.96661e+08
 1e+07 1.07536e+09 9.94262e+08 1.30479e+09 1.1248e+09
 1.5e+07 1.77369e+09 1.70513e+09 2.19047e+09 1.88976e+09
 2e+07 2.46092e+09 2.41873e+09 3.05755e+09 2.64573e+09
 2.5e+07 3.15575e+09 3.10175e+09 3.97313e+09 3.41021e+09
 3e+07 3.86424e+09 3.78047e+09 4.99449e+09 4.21306e+09
 3.5e+07 4.55277e+09 4.47783e+09 6.09256e+09 5.04106e+09
 4e+07 5.22663e+09 5.25843e+09 7.22584e+09 5.90363e+09
 4.5e+07 5.96106e+09 6.10506e+09 8.37576e+09 6.81396e+09
 5e+07 6.78234e+09 6.98277e+09 9.51709e+09 7.76073e+09
 5e+07 7.46707e+09 6.82782e+09 9.48215e+09 7.92568e+09
 1e+08 1.56659e+10 1.58544e+10 2.01683e+10 1.72295e+10
 1.5e+08 2.24961e+10 2.77289e+10 2.59521e+10 2.53924e+10
 2e+08 2.98551e+10 3.96314e+10 3.10717e+10 3.35194e+10
 2.5e+08 3.83472e+10 5.51358e+10 3.47247e+10 4.27359e+10
 3e+08 4.7198e+10 7.29491e+10 3.50499e+10 5.17323e+10
 3.5e+08 5.46298e+10 9.08498e+10 3.59917e+10 6.04905e+10
 4e+08 6.41566e+10 1.09418e+11 4.03652e+10 7.13134e+10
 4.5e+08 7.40693e+10 1.29572e+11 4.42244e+10 8.26218e+10
 5e+08 8.21467e+10 1.48753e+11 4.6015e+10 9.23051e+10
 5e+08 1.21052e+11 2.11377e+11 1.37758e+10 1.15402e+11
 1e+09 3.04395e+11 2.85502e+11 4.0209e+10 2.10036e+11
 1.5e+09 1.40987e+11 7.4034e+11 6.01038e+10 3.1381e+11
 2e+09 2.09394e+11 5.9903e+11 6.87897e+10 2.92405e+11
