Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.77468e-15
 100000 4.82291e-15
 150000 8.59348e-15
 200000 1.29689e-14
 250000 1.78971e-14
 300000 2.33666e-14
 350000 2.93565e-14
 400000 3.58528e-14
 450000 4.28629e-14
 500000 5.03804e-14
 550000 5.84024e-14
 600000 6.69373e-14
 650000 7.5987e-14
 700000 8.55595e-14
 750000 9.5658e-14
 800000 1.0627e-13
 850000 1.17406e-13
 900000 1.29069e-13
 950000 1.41253e-13
 1e+06 1.53936e-13
 1e+06 1.53281e-13
 2e+06 5.16169e-13
 3e+06 1.08766e-12
 4e+06 1.8669e-12
 5e+06 2.85557e-12
 6e+06 4.05189e-12
 7e+06 5.45254e-12
 8e+06 7.06044e-12
 9e+06 8.87422e-12
 1e+07 1.08933e-11
 1.1e+07 1.31159e-11
 1.2e+07 1.55499e-11
 1.3e+07 1.81906e-11
 1.4e+07 2.10395e-11
 1.5e+07 2.40931e-11
 1.6e+07 2.7357e-11
 1.7e+07 3.0827e-11
 1.8e+07 3.45015e-11
 1.9e+07 3.83869e-11
 2e+07 4.24779e-11
 2e+07 4.2332e-11
 4e+07 1.67512e-10
 6e+07 3.76284e-10
 8e+07 6.69276e-10
 1e+08 1.04737e-09
 1.2e+08 1.51112e-09
 1.4e+08 2.06082e-09
 1.6e+08 2.69636e-09
 1.8e+08 3.41902e-09
 2e+08 4.22789e-09
 2.2e+08 5.12406e-09
 2.4e+08 6.10985e-09
 2.6e+08 7.18188e-09
 2.8e+08 8.3434e-09
 3e+08 9.59366e-09
 3.2e+08 1.09319e-08
 3.4e+08 1.23587e-08
 3.6e+08 1.38727e-08
 3.8e+08 1.54724e-08
 4e+08 1.71602e-08
 4e+08 1.62877e-08
 8e+08 6.66889e-08
 1.2e+09 1.50449e-07
 1.6e+09 2.61e-07
 2e+09 3.9177e-07
