Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.77665e+07 767752
 100000 1.50424e+08 3.04858e+06
 150000 3.37016e+08 6.8094e+06
 200000 5.96601e+08 1.20193e+07
 250000 9.28249e+08 1.86494e+07
 300000 1.33104e+09 2.66727e+07
 350000 1.80408e+09 3.60623e+07
 400000 2.34645e+09 4.67918e+07
 450000 2.95729e+09 5.88352e+07
 500000 3.63572e+09 7.21673e+07
 550000 4.38087e+09 8.67633e+07
 600000 5.19191e+09 1.02599e+08
 650000 6.06798e+09 1.1965e+08
 700000 7.00827e+09 1.37893e+08
 750000 8.01194e+09 1.57306e+08
 800000 9.07821e+09 1.77867e+08
 850000 1.02063e+10 1.99554e+08
 900000 1.13953e+10 2.22347e+08
 950000 1.26446e+10 2.46226e+08
 1e+06 1.39533e+10 2.7117e+08
 1e+06 1.39534e+10 2.70749e+08
 2e+06 5.15184e+10 9.65363e+08
 3e+06 1.07383e+11 1.95145e+09
 4e+06 1.77452e+11 3.13708e+09
 5e+06 2.58549e+11 4.46281e+09
 6e+06 3.48214e+11 5.8897e+09
 7e+06 4.44537e+11 7.38603e+09
 8e+06 5.46029e+11 8.9245e+09
 9e+06 6.51525e+11 1.04807e+10
 1e+07 7.6011e+11 1.20388e+10
 1.1e+07 8.71055e+11 1.35925e+10
 1.2e+07 9.83818e+11 1.514e+10
 1.3e+07 1.09799e+12 1.66786e+10
 1.4e+07 1.21322e+12 1.82061e+10
 1.5e+07 1.32926e+12 1.97223e+10
 1.6e+07 1.4459e+12 2.12261e+10
 1.7e+07 1.56301e+12 2.27194e+10
 1.8e+07 1.68047e+12 2.42107e+10
 1.9e+07 1.79823e+12 2.57103e+10
 2e+07 1.91622e+12 2.7221e+10
 2e+07 1.91534e+12 2.70254e+10
 4e+07 4.27191e+12 5.72586e+10
 6e+07 6.62344e+12 8.81817e+10
 8e+07 8.95389e+12 1.10978e+11
 1e+08 1.12681e+13 1.38049e+11
 1.2e+08 1.35891e+13 1.69135e+11
 1.4e+08 1.59157e+13 1.9724e+11
 1.6e+08 1.82052e+13 2.22927e+11
 1.8e+08 2.04307e+13 2.46905e+11
 2e+08 2.26498e+13 2.71075e+11
 2.2e+08 2.48699e+13 2.99723e+11
 2.4e+08 2.71251e+13 3.32829e+11
 2.6e+08 2.93779e+13 3.68232e+11
 2.8e+08 3.1596e+13 4.04801e+11
 3e+08 3.38126e+13 4.42936e+11
 3.2e+08 3.60105e+13 4.74797e+11
 3.4e+08 3.82049e+13 5.04314e+11
 3.6e+08 4.03448e+13 5.2873e+11
 3.8e+08 4.24364e+13 5.5896e+11
 4e+08 4.45854e+13 5.89442e+11
 4e+08 4.22312e+13 5.49014e+11
 8e+08 8.03346e+13 5.9967e+11
