Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 784524 -784524 784524
 100000 3.12569e+06 -3.12569e+06 3.12569e+06
 150000 7.00503e+06 -7.00503e+06 7.00503e+06
 200000 1.24046e+07 -1.24046e+07 1.24046e+07
 250000 1.93067e+07 -1.93067e+07 1.93067e+07
 300000 2.7694e+07 -2.7694e+07 2.7694e+07
 350000 3.75494e+07 -3.75494e+07 3.75494e+07
 400000 4.8856e+07 -4.8856e+07 4.8856e+07
 450000 6.15969e+07 -6.15969e+07 6.15969e+07
 500000 7.57552e+07 -7.57552e+07 7.57552e+07
 550000 9.13144e+07 -9.13144e+07 9.13144e+07
 600000 1.08258e+08 -1.08258e+08 1.08258e+08
 650000 1.26568e+08 -1.26568e+08 1.26568e+08
 700000 1.46229e+08 -1.46229e+08 1.46229e+08
 750000 1.67224e+08 -1.67224e+08 1.67224e+08
 800000 1.89537e+08 -1.89537e+08 1.89537e+08
 850000 2.13152e+08 -2.13152e+08 2.13152e+08
 900000 2.38055e+08 -2.38055e+08 2.38055e+08
 950000 2.64229e+08 -2.64229e+08 2.64229e+08
 1e+06 2.9166e+08 -2.9166e+08 2.9166e+08
 1e+06 2.91594e+08 -2.91594e+08 2.91594e+08
 2e+06 1.08024e+09 -1.08024e+09 1.08024e+09
 3e+06 2.25205e+09 -2.25205e+09 2.25205e+09
 4e+06 3.71202e+09 -3.71202e+09 3.71202e+09
 5e+06 5.39145e+09 -5.39145e+09 5.39145e+09
 6e+06 7.23966e+09 -7.23966e+09 7.23966e+09
 7e+06 9.21152e+09 -9.21152e+09 9.21152e+09
 8e+06 1.12662e+10 -1.12662e+10 1.12662e+10
 9e+06 1.33713e+10 -1.33713e+10 1.33713e+10
 1e+07 1.55024e+10 -1.55024e+10 1.55024e+10
 1.1e+07 1.76494e+10 -1.76494e+10 1.76494e+10
 1.2e+07 1.98086e+10 -1.98086e+10 1.98086e+10
 1.3e+07 2.19818e+10 -2.19818e+10 2.19818e+10
 1.4e+07 2.41721e+10 -2.41721e+10 2.41721e+10
 1.5e+07 2.63776e+10 -2.63776e+10 2.63776e+10
 1.6e+07 2.85945e+10 -2.85945e+10 2.85945e+10
 1.7e+07 3.08208e+10 -3.08208e+10 3.08208e+10
 1.8e+07 3.3057e+10 -3.3057e+10 3.3057e+10
 1.9e+07 3.53062e+10 -3.53062e+10 3.53062e+10
 2e+07 3.75776e+10 -3.75776e+10 3.75776e+10
 2e+07 3.77006e+10 -3.77006e+10 3.77006e+10
 4e+07 8.88656e+10 -8.88656e+10 8.88656e+10
 6e+07 1.45259e+11 -1.45259e+11 1.45259e+11
 8e+07 1.86356e+11 -1.86356e+11 1.86356e+11
 1e+08 2.32061e+11 -2.32061e+11 2.32061e+11
 1.2e+08 2.86942e+11 -2.86942e+11 2.86942e+11
 1.4e+08 3.3509e+11 -3.3509e+11 3.3509e+11
 1.6e+08 3.78758e+11 -3.78758e+11 3.78758e+11
 1.8e+08 4.18135e+11 -4.18135e+11 4.18135e+11
 2e+08 4.63836e+11 -4.63836e+11 4.63836e+11
 2.2e+08 5.17447e+11 -5.17447e+11 5.17447e+11
 2.4e+08 5.8224e+11 -5.8224e+11 5.8224e+11
 2.6e+08 6.58712e+11 -6.58712e+11 6.58712e+11
 2.8e+08 7.30561e+11 -7.30561e+11 7.30561e+11
 3e+08 8.02501e+11 -8.02501e+11 8.02501e+11
 3.2e+08 8.6514e+11 -8.6514e+11 8.6514e+11
 3.4e+08 9.19146e+11 -9.19146e+11 9.19146e+11
 3.6e+08 9.60868e+11 -9.60868e+11 9.60868e+11
 3.8e+08 1.00441e+12 -1.00441e+12 1.00441e+12
 4e+08 1.04792e+12 -1.04792e+12 1.04792e+12
 4e+08 1.06033e+12 -1.06033e+12 1.06033e+12
 8e+08 4.45204e+11 -4.45204e+11 4.45204e+11
