Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.40458e+07 -1.40458e+07 1.40458e+07
 100000 5.60371e+07 -5.60371e+07 5.60371e+07
 150000 1.25757e+08 -1.25757e+08 1.25757e+08
 200000 2.22988e+08 -2.22988e+08 2.22988e+08
 250000 3.4751e+08 -3.4751e+08 3.4751e+08
 300000 4.99102e+08 -4.99102e+08 4.99102e+08
 350000 6.77545e+08 -6.77545e+08 6.77545e+08
 400000 8.82618e+08 -8.82618e+08 8.82618e+08
 450000 1.1141e+09 -1.1141e+09 1.1141e+09
 500000 1.37178e+09 -1.37178e+09 1.37178e+09
 550000 1.65543e+09 -1.65543e+09 1.65543e+09
 600000 1.96484e+09 -1.96484e+09 1.96484e+09
 650000 2.29979e+09 -2.29979e+09 2.29979e+09
 700000 2.66011e+09 -2.66011e+09 2.66011e+09
 750000 3.04558e+09 -3.04558e+09 3.04558e+09
 800000 3.45602e+09 -3.45602e+09 3.45602e+09
 850000 3.89122e+09 -3.89122e+09 3.89122e+09
 900000 4.35098e+09 -4.35098e+09 4.35098e+09
 950000 4.83513e+09 -4.83513e+09 4.83513e+09
 1e+06 5.34346e+09 -5.34346e+09 5.34346e+09
 1e+06 5.34933e+09 -5.34933e+09 5.34933e+09
 2e+06 2.03269e+10 -2.03269e+10 2.03269e+10
 3e+06 4.34408e+10 -4.34408e+10 4.34408e+10
 4e+06 7.33615e+10 -7.33615e+10 7.33615e+10
 5e+06 1.09063e+11 -1.09063e+11 1.09063e+11
 6e+06 1.49831e+11 -1.49831e+11 1.49831e+11
 7e+06 1.95047e+11 -1.95047e+11 1.95047e+11
 8e+06 2.44166e+11 -2.44166e+11 2.44166e+11
 9e+06 2.96745e+11 -2.96745e+11 2.96745e+11
 1e+07 3.5233e+11 -3.5233e+11 3.5233e+11
 1.1e+07 4.10602e+11 -4.10602e+11 4.10602e+11
 1.2e+07 4.71438e+11 -4.71438e+11 4.71438e+11
 1.3e+07 5.34593e+11 -5.34593e+11 5.34593e+11
 1.4e+07 5.99972e+11 -5.99972e+11 5.99972e+11
 1.5e+07 6.6754e+11 -6.6754e+11 6.6754e+11
 1.6e+07 7.37224e+11 -7.37224e+11 7.37224e+11
 1.7e+07 8.09035e+11 -8.09035e+11 8.09035e+11
 1.8e+07 8.83032e+11 -8.83032e+11 8.83032e+11
 1.9e+07 9.59191e+11 -9.59191e+11 9.59191e+11
 2e+07 1.03737e+12 -1.03737e+12 1.03737e+12
 2e+07 1.06882e+12 -1.06882e+12 1.06882e+12
 4e+07 2.83129e+12 -2.83129e+12 2.83129e+12
 6e+07 4.55135e+12 -4.55135e+12 4.55135e+12
 8e+07 5.92833e+12 -5.92833e+12 5.92833e+12
 1e+08 6.61516e+12 -6.61516e+12 6.61516e+12
 1.2e+08 6.66935e+12 -6.66935e+12 6.66935e+12
 1.4e+08 6.47845e+12 -6.47845e+12 6.47845e+12
 1.6e+08 6.44467e+12 -6.44467e+12 6.44467e+12
 1.8e+08 7.30455e+12 -7.30455e+12 7.30455e+12
 2e+08 8.60397e+12 -8.60397e+12 8.60397e+12
 2.2e+08 9.79629e+12 -9.79629e+12 9.79629e+12
 2.4e+08 1.17909e+13 -1.17909e+13 1.17909e+13
 2.6e+08 1.40662e+13 -1.40662e+13 1.40662e+13
 2.8e+08 1.64355e+13 -1.64355e+13 1.64355e+13
 3e+08 1.88582e+13 -1.88582e+13 1.88582e+13
 3.2e+08 2.08191e+13 -2.08191e+13 2.08191e+13
 3.4e+08 2.15689e+13 -2.15689e+13 2.15689e+13
 3.6e+08 2.23042e+13 -2.23042e+13 2.23042e+13
 3.8e+08 2.13727e+13 -2.13727e+13 2.13727e+13
 4e+08 2.10169e+13 -2.10169e+13 2.10169e+13
 4e+08 2.81143e+13 -2.81143e+13 2.81143e+13
