Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.32093e+13 1.47141e+13 1.37692e+13 1.45871e+13 1.60705e+13 1.4131e+13 1.49295e+13 1.45167e+13 1.76627e+09
 100000 5.0504e+13 5.64548e+13 5.2719e+13 5.57799e+13 6.17986e+13 5.40704e+13 5.72163e+13 5.56201e+13 3.61558e+11
 150000 1.09179e+14 1.22366e+14 1.14048e+14 1.20543e+14 1.34228e+14 1.17018e+14 1.2393e+14 1.20437e+14 3.63233e+11
 200000 1.86992e+14 2.09979e+14 1.95405e+14 2.06388e+14 2.30963e+14 2.00701e+14 2.12684e+14 2.06594e+14 3.6569e+11
 250000 2.82073e+14 3.17299e+14 2.94856e+14 3.11313e+14 3.50066e+14 3.03332e+14 3.2157e+14 3.12173e+14 3.67931e+11
 300000 3.92884e+14 4.42727e+14 4.10817e+14 4.33687e+14 4.89939e+14 4.23368e+14 4.48998e+14 4.35589e+14 3.69175e+11
 350000 5.18167e+14 5.84864e+14 5.41906e+14 5.72099e+14 6.49176e+14 5.59454e+14 5.93576e+14 5.75471e+14 3.70931e+11
 400000 6.56861e+14 7.4247e+14 6.86911e+14 7.25423e+14 8.26576e+14 7.1056e+14 7.54187e+14 7.30678e+14 3.72655e+11
 450000 8.07977e+14 9.14416e+14 8.44764e+14 8.92588e+14 1.0211e+15 8.75951e+14 9.29881e+14 9.00216e+14 3.74872e+11
 500000 9.70609e+14 1.09975e+15 1.01454e+15 1.07276e+15 1.23196e+15 1.05497e+15 1.1199e+15 1.08326e+15 3.77102e+11
 550000 1.144e+15 1.29773e+15 1.19554e+15 1.26526e+15 1.45849e+15 1.24701e+15 1.32359e+15 1.27912e+15 3.79322e+11
 600000 1.32751e+15 1.50777e+15 1.38729e+15 1.46954e+15 1.70009e+15 1.45158e+15 1.5404e+15 1.48725e+15 3.81642e+11
 650000 1.52057e+15 1.72931e+15 1.58936e+15 1.68511e+15 1.95611e+15 1.66822e+15 1.76981e+15 1.70712e+15 3.83206e+11
 700000 1.72271e+15 1.9619e+15 1.80139e+15 1.91146e+15 2.22607e+15 1.89659e+15 2.01137e+15 1.93829e+15 3.8488e+11
 750000 1.93365e+15 2.20516e+15 2.02308e+15 2.1481e+15 2.50954e+15 2.13633e+15 2.26465e+15 2.18038e+15 3.87346e+11
 800000 2.15325e+15 2.45886e+15 2.25425e+15 2.39458e+15 2.80615e+15 2.38698e+15 2.52923e+15 2.43305e+15 3.90349e+11
 850000 2.38134e+15 2.72284e+15 2.4947e+15 2.65061e+15 3.11551e+15 2.64823e+15 2.80478e+15 2.69605e+15 3.93098e+11
 900000 2.61779e+15 2.99688e+15 2.7443e+15 2.916e+15 3.4374e+15 2.91974e+15 3.09105e+15 2.96916e+15 3.95088e+11
 950000 2.86251e+15 3.28075e+15 3.00294e+15 3.19055e+15 3.77162e+15 3.20125e+15 3.3878e+15 3.25218e+15 3.97049e+11
 1e+06 3.11535e+15 3.57415e+15 3.27055e+15 3.47406e+15 4.11784e+15 3.49265e+15 3.69485e+15 3.54491e+15 3.98993e+11
 1e+06 3.11638e+15 3.55087e+15 3.2313e+15 3.45584e+15 4.1985e+15 3.45724e+15 3.70386e+15 3.54213e+15 3.81731e+10
 2e+06 9.47507e+15 1.11181e+16 1.02401e+16 1.07785e+16 1.33308e+16 1.09841e+16 1.16978e+16 1.11298e+16 8.80203e+10
 3e+06 1.78527e+16 2.1238e+16 1.94193e+16 2.07778e+16 2.61703e+16 2.11287e+16 2.26922e+16 2.14167e+16 1.4274e+11
 4e+06 2.79877e+16 3.34709e+16 3.00032e+16 3.29529e+16 4.18903e+16 3.32831e+16 3.60421e+16 3.38202e+16 1.97608e+11
 5e+06 3.93419e+16 4.71376e+16 4.17012e+16 4.70817e+16 6.01054e+16 4.69565e+16 5.13812e+16 4.79195e+16 2.50977e+11
 6e+06 5.15074e+16 6.21413e+16 5.45146e+16 6.3019e+16 8.01148e+16 6.17678e+16 6.83005e+16 6.34021e+16 3.04837e+11
 7e+06 6.42043e+16 7.83863e+16 6.82457e+16 8.06427e+16 1.01755e+17 7.74138e+16 8.66037e+16 8.00737e+16 3.56254e+11
 8e+06 7.74666e+16 9.58842e+16 8.3025e+16 1.00022e+17 1.24724e+17 9.36568e+16 1.06134e+17 9.78641e+16 4.07277e+11
 9e+06 9.11761e+16 1.14455e+17 9.89483e+16 1.20739e+17 1.48752e+17 1.09929e+17 1.26473e+17 1.16495e+17 4.61772e+11
 1e+07 1.05306e+17 1.33787e+17 1.15697e+17 1.42627e+17 1.73799e+17 1.26015e+17 1.4748e+17 1.35793e+17 5.17455e+11
 1.1e+07 1.19745e+17 1.53625e+17 1.32825e+17 1.65513e+17 1.99541e+17 1.41334e+17 1.68796e+17 1.55437e+17 5.76421e+11
 1.2e+07 1.34404e+17 1.73602e+17 1.50299e+17 1.89592e+17 2.25436e+17 1.56187e+17 1.90405e+17 1.7535e+17 6.34123e+11
 1.3e+07 1.48753e+17 1.93866e+17 1.67931e+17 2.14725e+17 2.51399e+17 1.70693e+17 2.12272e+17 1.95437e+17 6.86262e+11
 1.4e+07 1.62925e+17 2.14502e+17 1.85634e+17 2.40544e+17 2.7719e+17 1.84703e+17 2.34146e+17 2.15562e+17 7.40627e+11
 1.5e+07 1.76879e+17 2.35296e+17 2.03518e+17 2.67086e+17 3.03068e+17 1.9864e+17 2.56265e+17 2.35851e+17 7.92317e+11
 1.6e+07 1.90423e+17 2.56582e+17 2.21829e+17 2.94662e+17 3.29108e+17 2.12533e+17 2.78768e+17 2.56438e+17 8.45479e+11
 1.7e+07 2.04102e+17 2.78502e+17 2.41179e+17 3.23081e+17 3.5511e+17 2.2596e+17 3.01383e+17 2.77335e+17 8.95745e+11
 1.8e+07 2.17873e+17 3.00945e+17 2.61647e+17 3.52006e+17 3.80883e+17 2.38765e+17 3.23884e+17 2.98393e+17 9.43341e+11
 1.9e+07 2.31408e+17 3.24188e+17 2.83086e+17 3.81073e+17 4.06977e+17 2.51084e+17 3.46378e+17 3.19651e+17 9.8768e+11
 2e+07 2.44804e+17 3.47896e+17 3.0524e+17 4.10722e+17 4.33575e+17 2.6332e+17 3.69206e+17 3.41249e+17 1.03673e+12
 2e+07 2.76907e+17 3.51124e+17 3.24472e+17 4.21176e+17 4.90439e+17 2.83431e+17 3.98348e+17 3.66009e+17 9.44508e+11
 4e+07 5.50218e+17 9.40382e+17 8.70213e+17 1.20057e+18 1.08339e+18 5.80516e+17 9.54825e+17 8.8767e+17 1.78632e+12
 6e+07 7.20247e+17 1.55275e+18 1.67751e+18 1.89831e+18 1.34821e+18 9.37209e+17 1.39458e+18 1.36348e+18 2.06792e+12
 8e+07 9.16684e+17 2.18676e+18 2.64748e+18 2.26933e+18 1.54097e+18 1.2985e+18 1.70293e+18 1.78855e+18 2.51632e+12
 1e+08 1.01366e+18 2.822e+18 3.68491e+18 2.57699e+18 2.10205e+18 1.80526e+18 2.16143e+18 2.2996e+18 3.00206e+12
 1.2e+08 1.08703e+18 3.77256e+18 4.84048e+18 3.21447e+18 2.87104e+18 2.3895e+18 2.825e+18 2.98835e+18 3.37163e+12
 1.4e+08 1.10484e+18 5.02539e+18 6.31496e+18 3.33464e+18 2.77209e+18 2.55996e+18 2.8889e+18 3.3927e+18 2.86972e+12
 1.6e+08 1.22929e+18 6.69116e+18 7.51541e+18 3.03769e+18 2.35321e+18 2.77427e+18 2.72172e+18 3.69115e+18 2.80126e+12
 1.8e+08 1.52186e+18 8.51702e+18 8.72933e+18 2.81899e+18 2.5334e+18 2.59807e+18 2.65015e+18 4.09252e+18 3.4843e+12
 2e+08 1.82923e+18 9.73528e+18 9.85502e+18 2.79181e+18 2.95676e+18 2.56495e+18 2.77117e+18 4.51864e+18 3.02271e+12
 2.2e+08 1.71277e+18 1.05154e+19 1.01909e+19 3.43868e+18 3.13349e+18 2.64693e+18 3.07303e+18 4.83303e+18 2.42891e+12
 2.4e+08 1.68757e+18 1.12085e+19 1.00112e+19 4.40719e+18 3.06871e+18 2.97519e+18 3.4837e+18 5.14451e+18 2.1233e+12
 2.6e+08 1.64214e+18 1.23816e+19 9.83678e+18 5.4374e+18 3.23083e+18 3.20034e+18 3.95619e+18 5.55511e+18 2.0879e+12
 2.8e+08 1.25331e+18 1.4313e+19 9.9231e+18 6.21214e+18 3.27014e+18 3.82558e+18 4.43595e+18 6.06016e+18 1.75843e+12
 3e+08 1.43759e+18 1.69438e+19 1.14938e+19 7.66873e+18 3.02109e+18 5.01562e+18 5.23514e+18 7.12444e+18 1.00825e+12
