Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.36449e-15
 100000 3.43425e-15
 150000 5.71342e-15
 200000 8.10541e-15
 250000 1.05648e-14
 300000 1.3085e-14
 350000 1.56692e-14
 400000 1.83251e-14
 450000 2.10497e-14
 500000 2.3849e-14
 550000 2.67231e-14
 600000 2.96752e-14
 650000 3.26839e-14
 700000 3.57578e-14
 750000 3.88947e-14
 800000 4.20982e-14
 850000 4.53799e-14
 900000 4.87243e-14
 950000 5.21274e-14
 1e+06 5.55929e-14
 1e+06 5.62634e-14
 2e+06 1.38465e-13
 3e+06 2.46429e-13
 4e+06 3.77964e-13
 5e+06 5.34288e-13
 6e+06 7.13645e-13
 7e+06 9.17895e-13
 8e+06 1.1466e-12
 9e+06 1.39938e-12
 1e+07 1.67601e-12
 1.1e+07 1.9765e-12
 1.2e+07 2.30196e-12
 1.3e+07 2.64878e-12
 1.4e+07 3.02023e-12
 1.5e+07 3.41616e-12
 1.6e+07 3.83599e-12
 1.7e+07 4.28094e-12
 1.8e+07 4.75142e-12
 1.9e+07 5.24707e-12
 2e+07 5.76627e-12
 2e+07 5.77227e-12
 4e+07 2.10789e-11
 6e+07 4.54946e-11
 8e+07 7.85602e-11
 1e+08 1.1979e-10
 1.2e+08 1.69242e-10
 1.4e+08 2.27256e-10
 1.6e+08 2.9304e-10
 1.8e+08 3.66603e-10
 2e+08 4.48577e-10
 2.2e+08 5.3938e-10
 2.4e+08 6.38095e-10
 2.6e+08 7.44173e-10
 2.8e+08 8.57844e-10
 3e+08 9.78391e-10
 3.2e+08 1.10655e-09
 3.4e+08 1.24126e-09
 3.6e+08 1.38238e-09
 3.8e+08 1.5314e-09
 4e+08 1.68819e-09
 4e+08 1.77042e-09
 8e+08 6.23678e-09
 1.2e+09 1.35574e-08
 1.6e+09 2.37013e-08
 2e+09 3.48523e-08
