Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.62088e+08
 100000 1.44035e+09
 150000 3.22295e+09
 200000 5.69823e+09
 250000 8.85472e+09
 300000 1.26812e+10
 350000 1.71665e+10
 400000 2.22998e+10
 450000 2.80704e+10
 500000 3.44677e+10
 550000 4.14813e+10
 600000 4.91012e+10
 650000 5.73172e+10
 700000 6.61195e+10
 750000 7.54984e+10
 800000 8.54444e+10
 850000 9.59482e+10
 900000 1.07e+11
 950000 1.18592e+11
 1e+06 1.30715e+11
 1e+06 1.30718e+11
 2e+06 4.72112e+11
 3e+06 9.64611e+11
 4e+06 1.56551e+12
 5e+06 2.24421e+12
 6e+06 2.97874e+12
 7e+06 3.75341e+12
 8e+06 4.55693e+12
 9e+06 5.38123e+12
 1e+07 6.22047e+12
 1.1e+07 7.07054e+12
 1.2e+07 7.92843e+12
 1.3e+07 8.79192e+12
 1.4e+07 9.6594e+12
 1.5e+07 1.05297e+13
 1.6e+07 1.14019e+13
 1.7e+07 1.22756e+13
 1.8e+07 1.31503e+13
 1.9e+07 1.40259e+13
 2e+07 1.49021e+13
 2e+07 1.48976e+13
 4e+07 3.25049e+13
 6e+07 5.01303e+13
 8e+07 6.77071e+13
 1e+08 8.52773e+13
 1.2e+08 1.02865e+14
 1.4e+08 1.20383e+14
 1.6e+08 1.3793e+14
 1.8e+08 1.55422e+14
 2e+08 1.72912e+14
 2.2e+08 1.90372e+14
 2.4e+08 2.07843e+14
 2.6e+08 2.2532e+14
 2.8e+08 2.42761e+14
 3e+08 2.60233e+14
 3.2e+08 2.77704e+14
 3.4e+08 2.95219e+14
 3.6e+08 3.12717e+14
 3.8e+08 3.30183e+14
 4e+08 3.47756e+14
 4e+08 3.48487e+14
 8e+08 6.95445e+14
 1.2e+09 1.03963e+15
 1.6e+09 1.39232e+15
 2e+09 1.73582e+15
