Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 45039.9 41254.3 47978.2 44757.4
 100000 179114 163965 190862 177981
 150000 400803 366695 427234 398244
 200000 708702 648032 755686 704140
 250000 1.10145e+06 1.0066e+06 1.17484e+06 1.09429e+06
 300000 1.5777e+06 1.44104e+06 1.68332e+06 1.56735e+06
 350000 2.13613e+06 1.95005e+06 2.27982e+06 2.122e+06
 400000 2.77543e+06 2.53233e+06 2.963e+06 2.75692e+06
 450000 3.49432e+06 3.18658e+06 3.73158e+06 3.47083e+06
 500000 4.29154e+06 3.91153e+06 4.58433e+06 4.26247e+06
 500000 4.29166e+06 3.90925e+06 4.58044e+06 4.26045e+06
 1e+06 1.63127e+07 1.47736e+07 1.7462e+07 1.61828e+07
 1.5e+06 3.49072e+07 3.14125e+07 3.74872e+07 3.46023e+07
 2e+06 5.90827e+07 5.28282e+07 6.36633e+07 5.85247e+07
 2.5e+06 8.80011e+07 7.81733e+07 9.519e+07 8.71215e+07
 3e+06 1.20967e+08 1.06729e+08 1.31386e+08 1.19694e+08
 3.5e+06 1.57371e+08 1.37933e+08 1.71635e+08 1.55646e+08
 4e+06 1.96668e+08 1.71325e+08 2.15317e+08 1.94437e+08
 4.5e+06 2.38365e+08 2.06533e+08 2.61858e+08 2.35585e+08
 5e+06 2.82032e+08 2.43267e+08 3.10752e+08 2.78684e+08
 5e+06 2.8079e+08 2.4301e+08 3.13031e+08 2.78944e+08
 1e+07 7.81056e+08 6.55721e+08 8.6289e+08 7.66556e+08
 1.5e+07 1.31225e+09 1.12322e+09 1.40788e+09 1.28112e+09
 2e+07 1.82487e+09 1.60462e+09 1.93976e+09 1.78975e+09
 2.5e+07 2.37324e+09 2.06476e+09 2.47341e+09 2.30381e+09
 3e+07 2.97553e+09 2.47565e+09 3.00285e+09 2.81801e+09
 3.5e+07 3.60993e+09 2.84683e+09 3.47681e+09 3.31119e+09
 4e+07 4.28691e+09 3.2299e+09 3.89511e+09 3.80398e+09
 4.5e+07 5.02976e+09 3.62713e+09 4.33289e+09 4.32992e+09
 5e+07 5.80891e+09 4.07618e+09 4.75727e+09 4.88079e+09
 5e+07 6.81999e+09 3.80655e+09 4.19894e+09 4.94183e+09
 1e+08 1.40794e+10 9.39808e+09 7.16325e+09 1.02136e+10
 1.5e+08 2.19043e+10 1.59129e+10 1.02004e+10 1.60059e+10
 2e+08 2.95954e+10 2.27249e+10 1.23471e+10 2.15558e+10
 2.5e+08 3.9841e+10 2.99582e+10 1.58924e+10 2.85639e+10
 3e+08 4.9668e+10 3.78267e+10 1.6458e+10 3.46509e+10
 3.5e+08 6.00784e+10 4.58861e+10 1.81196e+10 4.13614e+10
 4e+08 7.2122e+10 5.60421e+10 2.09384e+10 4.97009e+10
 4.5e+08 8.44921e+10 6.89544e+10 2.28737e+10 5.87734e+10
 5e+08 1.01596e+11 8.63417e+10 2.49089e+10 7.09488e+10
 5e+08 5.27813e+10 5.25706e+10 8.57796e+09 3.79766e+10
 1e+09 1.61062e+11 2.34404e+11 1.41858e+10 1.36551e+11
 1.5e+09 2.46379e+11 4.98696e+11 1.51352e+10 2.53403e+11
 2e+09 1.75877e+11 6.12322e+11 1.70672e+09 2.63302e+11
