Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.77533e+07 779842
 100000 1.50374e+08 3.09678e+06
 150000 3.36912e+08 6.91777e+06
 200000 5.96427e+08 1.22115e+07
 250000 9.27993e+08 1.8949e+07
 300000 1.33069e+09 2.71026e+07
 350000 1.80363e+09 3.66453e+07
 400000 2.3459e+09 4.75506e+07
 450000 2.95664e+09 5.97927e+07
 500000 3.63497e+09 7.33464e+07
 550000 4.38003e+09 8.8187e+07
 600000 5.19097e+09 1.04291e+08
 650000 6.06698e+09 1.21634e+08
 700000 7.00721e+09 1.40194e+08
 750000 8.01085e+09 1.59949e+08
 800000 9.07711e+09 1.80878e+08
 850000 1.02052e+10 2.02958e+08
 900000 1.13943e+10 2.2617e+08
 950000 1.26436e+10 2.50494e+08
 1e+06 1.39525e+10 2.75909e+08
 1e+06 1.39529e+10 2.75961e+08
 2e+06 5.1526e+10 9.86624e+08
 3e+06 1.07387e+11 2.00687e+09
 4e+06 1.77417e+11 3.25556e+09
 5e+06 2.58421e+11 4.67494e+09
 6e+06 3.47936e+11 6.21692e+09
 7e+06 4.44065e+11 7.84729e+09
 8e+06 5.45342e+11 9.54273e+09
 9e+06 6.50649e+11 1.12851e+10
 1e+07 7.59108e+11 1.30615e+10
 1.1e+07 8.70006e+11 1.48628e+10
 1.2e+07 9.82806e+11 1.66809e+10
 1.3e+07 1.0971e+12 1.85089e+10
 1.4e+07 1.21256e+12 2.03424e+10
 1.5e+07 1.32889e+12 2.21786e+10
 1.6e+07 1.44588e+12 2.40134e+10
 1.7e+07 1.56338e+12 2.58429e+10
 1.8e+07 1.68128e+12 2.76661e+10
 1.9e+07 1.79951e+12 2.94846e+10
 2e+07 1.91802e+12 3.12994e+10
 2e+07 1.92589e+12 3.12302e+10
 4e+07 4.31044e+12 6.63275e+10
 6e+07 6.63683e+12 1.05178e+11
 8e+07 8.95099e+12 1.46233e+11
 1e+08 1.1283e+13 1.88439e+11
 1.2e+08 1.36034e+13 2.33106e+11
 1.4e+08 1.59788e+13 2.72552e+11
 1.6e+08 1.83861e+13 3.10626e+11
 1.8e+08 2.08123e+13 3.49387e+11
 2e+08 2.32545e+13 3.89193e+11
 2.2e+08 2.57093e+13 4.25876e+11
 2.4e+08 2.82343e+13 4.64547e+11
 2.6e+08 3.07749e+13 5.07146e+11
 2.8e+08 3.32378e+13 5.57813e+11
 3e+08 3.56718e+13 6.06898e+11
 3.2e+08 3.80818e+13 6.58019e+11
 3.4e+08 4.05487e+13 7.05335e+11
 3.6e+08 4.30651e+13 7.50132e+11
 3.8e+08 4.55631e+13 7.97475e+11
 4e+08 4.81008e+13 8.45308e+11
 4e+08 4.87552e+13 1.06444e+12
 8e+08 9.85846e+13 2.46037e+12
