Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.22139e+13 1.2353e+13 1.34721e+13 1.26679e+13 1.17769e+13 1.27353e+13 1.23934e+13 1.25079e+13 1.98462e+08
 100000 4.85321e+13 4.90868e+13 5.35629e+13 5.0349e+13 4.67857e+13 5.06188e+13 4.92512e+13 4.97083e+13 8.2371e+10
 150000 1.08511e+14 1.09758e+14 1.19836e+14 1.12605e+14 1.04592e+14 1.13216e+14 1.10138e+14 1.11163e+14 8.25907e+10
 200000 1.91706e+14 1.93919e+14 2.11854e+14 1.99008e+14 1.84775e+14 2.00101e+14 1.94628e+14 1.96441e+14 8.28027e+10
 250000 2.97679e+14 3.01127e+14 3.29183e+14 3.09147e+14 2.86932e+14 3.10858e+14 3.02312e+14 3.05119e+14 8.30203e+10
 300000 4.25995e+14 4.30945e+14 4.71399e+14 4.42622e+14 4.10673e+14 4.45086e+14 4.32794e+14 4.36788e+14 8.32407e+10
 350000 5.76233e+14 5.8295e+14 6.38085e+14 5.99045e+14 5.55614e+14 6.02387e+14 5.85682e+14 5.91045e+14 8.34551e+10
 400000 7.47984e+14 7.56724e+14 8.28837e+14 7.78024e+14 7.21376e+14 7.82362e+14 7.60588e+14 7.67492e+14 8.36829e+10
 450000 9.40854e+14 9.51862e+14 1.04326e+15 9.7918e+14 9.07584e+14 9.84616e+14 9.57127e+14 9.65739e+14 8.39071e+10
 500000 1.15445e+15 1.16797e+15 1.28095e+15 1.20214e+15 1.11387e+15 1.20877e+15 1.17493e+15 1.18541e+15 8.41246e+10
 550000 1.38839e+15 1.40468e+15 1.54155e+15 1.44656e+15 1.33988e+15 1.45444e+15 1.41363e+15 1.42612e+15 8.43969e+10
 600000 1.64233e+15 1.66162e+15 1.82468e+15 1.71206e+15 1.58527e+15 1.72127e+15 1.67287e+15 1.68754e+15 8.46135e+10
 650000 1.9159e+15 1.93845e+15 2.12999e+15 1.99829e+15 1.84971e+15 2.00891e+15 1.9523e+15 1.96929e+15 8.48316e+10
 700000 2.20879e+15 2.23484e+15 2.45714e+15 2.3049e+15 2.13285e+15 2.31701e+15 2.25158e+15 2.27105e+15 8.50548e+10
 750000 2.52066e+15 2.55047e+15 2.80578e+15 2.63152e+15 2.43439e+15 2.64521e+15 2.57037e+15 2.59248e+15 8.52793e+10
 800000 2.8512e+15 2.88502e+15 3.17557e+15 2.97782e+15 2.754e+15 2.9932e+15 2.90834e+15 2.93324e+15 8.54968e+10
 850000 3.20009e+15 3.23816e+15 3.56618e+15 3.34344e+15 3.09139e+15 3.36063e+15 3.26515e+15 3.29302e+15 8.57171e+10
 900000 3.56703e+15 3.60959e+15 3.97727e+15 3.72805e+15 3.44622e+15 3.74721e+15 3.64049e+15 3.67148e+15 8.59436e+10
 950000 3.9517e+15 3.99899e+15 4.40853e+15 4.13132e+15 3.81821e+15 4.15262e+15 4.03405e+15 4.06833e+15 8.61673e+10
 1e+06 4.3538e+15 4.40608e+15 4.85966e+15 4.55292e+15 4.20704e+15 4.57657e+15 4.44551e+15 4.48324e+15 8.64107e+10
 1e+06 4.36233e+15 4.40063e+15 4.86005e+15 4.56422e+15 4.21579e+15 4.56874e+15 4.44958e+15 4.48615e+15 4.31291e+09
 2e+06 1.56394e+16 1.58296e+16 1.76277e+16 1.64174e+16 1.51169e+16 1.64648e+16 1.59997e+16 1.6146e+16 8.84383e+09
 3e+06 3.17741e+16 3.23494e+16 3.63017e+16 3.35074e+16 3.08643e+16 3.34866e+16 3.26194e+16 3.29617e+16 1.32114e+10
 4e+06 5.11222e+16 5.25861e+16 5.94734e+16 5.44676e+16 5.02437e+16 5.38903e+16 5.28672e+16 5.34779e+16 1.7338e+10
 5e+06 7.25065e+16 7.58052e+16 8.62853e+16 7.82694e+16 7.24415e+16 7.63994e+16 7.57034e+16 7.67017e+16 2.17076e+10
 6e+06 9.51898e+16 1.01374e+17 1.1611e+17 1.0418e+17 9.69297e+16 1.00129e+17 1.00413e+17 1.01938e+17 2.58924e+10
 7e+06 1.18726e+17 1.28733e+17 1.48353e+17 1.31582e+17 1.23332e+17 1.24253e+17 1.26389e+17 1.28608e+17 2.97995e+10
 8e+06 1.42927e+17 1.57444e+17 1.82649e+17 1.59936e+17 1.51291e+17 1.48237e+17 1.53154e+17 1.56295e+17 3.36791e+10
 9e+06 1.67639e+17 1.87342e+17 2.1873e+17 1.88877e+17 1.8042e+17 1.71868e+17 1.80388e+17 1.84728e+17 3.77266e+10
 1e+07 1.92731e+17 2.1828e+17 2.56437e+17 2.1832e+17 2.10313e+17 1.95079e+17 2.07904e+17 2.13736e+17 4.16001e+10
 1.1e+07 2.1796e+17 2.50158e+17 2.95551e+17 2.48299e+17 2.40594e+17 2.17935e+17 2.35609e+17 2.43188e+17 4.57455e+10
 1.2e+07 2.42855e+17 2.82793e+17 3.35686e+17 2.78714e+17 2.70914e+17 2.4066e+17 2.6343e+17 2.72902e+17 4.95417e+10
 1.3e+07 2.67129e+17 3.16209e+17 3.76559e+17 3.09239e+17 3.0098e+17 2.6351e+17 2.91243e+17 3.02732e+17 5.35892e+10
 1.4e+07 2.90791e+17 3.50409e+17 4.18134e+17 3.39454e+17 3.30519e+17 2.86581e+17 3.18852e+17 3.32555e+17 5.73585e+10
 1.5e+07 3.13913e+17 3.85505e+17 4.60397e+17 3.69105e+17 3.59426e+17 3.0975e+17 3.46094e+17 3.62298e+17 6.08184e+10
 1.6e+07 3.36686e+17 4.21427e+17 5.0348e+17 3.98186e+17 3.87664e+17 3.3296e+17 3.72937e+17 3.91974e+17 6.42917e+10
 1.7e+07 3.59237e+17 4.58e+17 5.47583e+17 4.26519e+17 4.15323e+17 3.56107e+17 3.99316e+17 4.21566e+17 6.80803e+10
 1.8e+07 3.81592e+17 4.94955e+17 5.92786e+17 4.54142e+17 4.424e+17 3.79138e+17 4.25227e+17 4.51047e+17 7.21982e+10
 1.9e+07 4.03596e+17 5.32027e+17 6.39099e+17 4.8115e+17 4.68976e+17 4.0199e+17 4.50705e+17 4.80386e+17 7.63841e+10
 2e+07 4.2523e+17 5.69026e+17 6.86354e+17 5.07713e+17 4.95034e+17 4.24575e+17 4.75774e+17 5.09546e+17 8.05659e+10
 2e+07 4.35346e+17 5.66761e+17 6.86738e+17 5.1504e+17 4.57034e+17 4.1852e+17 4.63531e+17 5.03298e+17 8.01455e+10
 4e+07 7.5583e+17 1.31069e+18 1.53482e+18 1.08574e+18 9.60189e+17 8.15734e+17 9.53886e+17 1.05251e+18 1.75611e+11
 6e+07 1.10104e+18 1.9478e+18 2.35533e+18 1.73437e+18 1.6496e+18 1.23023e+18 1.53807e+18 1.6434e+18 2.74213e+11
