Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 95250.9 88467.5 94393.9 92704.1
 100000 379415 352319 375962 369232
 150000 850354 789464 842536 827451
 200000 1.50595e+06 1.39784e+06 1.49192e+06 1.46524e+06
 250000 2.34411e+06 2.17543e+06 2.32195e+06 2.2805e+06
 300000 3.36282e+06 3.12028e+06 3.33048e+06 3.27119e+06
 350000 4.56008e+06 4.23044e+06 4.51541e+06 4.43531e+06
 400000 5.93389e+06 5.50398e+06 5.8747e+06 5.77086e+06
 450000 7.48221e+06 6.93893e+06 7.40635e+06 7.27583e+06
 500000 9.20302e+06 8.53337e+06 9.10836e+06 8.94825e+06
 500000 9.19988e+06 8.542e+06 9.10604e+06 8.94931e+06
 1e+06 3.54628e+07 3.28712e+07 3.5078e+07 3.44707e+07
 1.5e+06 7.69113e+07 7.12812e+07 7.61064e+07 7.47663e+07
 2e+06 1.31861e+08 1.22352e+08 1.30656e+08 1.28289e+08
 2.5e+06 1.98787e+08 1.84789e+08 1.97538e+08 1.93705e+08
 3e+06 2.76336e+08 2.57355e+08 2.75737e+08 2.6981e+08
 3.5e+06 3.63256e+08 3.38919e+08 3.64216e+08 3.55464e+08
 4e+06 4.58495e+08 4.28518e+08 4.6199e+08 4.49668e+08
 4.5e+06 5.61044e+08 5.2538e+08 5.68081e+08 5.51502e+08
 5e+06 6.70042e+08 6.28857e+08 6.81599e+08 6.60166e+08
 5e+06 6.76862e+08 6.29513e+08 6.9211e+08 6.66162e+08
 1e+07 2.01579e+09 1.92861e+09 2.10479e+09 2.0164e+09
 1.5e+07 3.68328e+09 3.40547e+09 3.74081e+09 3.60985e+09
 2e+07 5.49148e+09 4.84469e+09 5.42847e+09 5.25488e+09
 2.5e+07 7.32583e+09 6.20737e+09 7.06559e+09 6.86626e+09
 3e+07 9.17845e+09 7.5308e+09 8.56024e+09 8.42316e+09
 3.5e+07 1.10075e+10 8.8301e+09 9.90193e+09 9.91316e+09
 4e+07 1.27968e+10 1.01675e+10 1.10779e+10 1.13474e+10
 4.5e+07 1.46153e+10 1.14829e+10 1.21392e+10 1.27458e+10
 5e+07 1.65196e+10 1.27459e+10 1.30732e+10 1.41129e+10
 5e+07 1.89623e+10 1.27388e+10 1.29198e+10 1.48737e+10
 1e+08 4.15007e+10 1.51038e+10 2.41027e+10 2.69024e+10
 1.5e+08 5.75519e+10 2.51408e+10 3.98569e+10 4.08499e+10
 2e+08 6.12464e+10 3.50789e+10 6.07615e+10 5.23623e+10
 2.5e+08 7.95508e+10 4.47671e+10 8.84629e+10 7.09269e+10
 3e+08 1.13379e+11 6.60658e+10 1.23278e+11 1.00908e+11
 3.5e+08 1.50003e+11 6.65135e+10 1.68022e+11 1.28179e+11
 4e+08 1.67102e+11 8.43663e+10 2.19061e+11 1.56843e+11
 4.5e+08 1.73391e+11 8.63987e+10 2.76254e+11 1.78681e+11
 5e+08 1.77219e+11 9.22577e+10 3.38082e+11 2.0252e+11
 5e+08 1.12045e+11 1.65624e+11 1.60429e+11 1.46033e+11
 1e+09 3.88071e+09 7.72888e+10 5.85707e+11 2.22292e+11
