Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.62015e+08
 100000 1.44006e+09
 150000 3.22226e+09
 200000 5.69697e+09
 250000 8.85272e+09
 300000 1.26782e+10
 350000 1.71624e+10
 400000 2.22944e+10
 450000 2.80634e+10
 500000 3.4459e+10
 550000 4.14707e+10
 600000 4.90883e+10
 650000 5.73019e+10
 700000 6.61016e+10
 750000 7.54777e+10
 800000 8.54207e+10
 850000 9.59212e+10
 900000 1.0697e+11
 950000 1.18558e+11
 1e+06 1.30676e+11
 1e+06 1.30686e+11
 2e+06 4.71941e+11
 3e+06 9.64181e+11
 4e+06 1.56477e+12
 5e+06 2.24316e+12
 6e+06 2.97743e+12
 7e+06 3.75183e+12
 8e+06 4.55507e+12
 9e+06 5.379e+12
 1e+07 6.2178e+12
 1.1e+07 7.06727e+12
 1.2e+07 7.9244e+12
 1.3e+07 8.78704e+12
 1.4e+07 9.65369e+12
 1.5e+07 1.05232e+13
 1.6e+07 1.13948e+13
 1.7e+07 1.22679e+13
 1.8e+07 1.3142e+13
 1.9e+07 1.40169e+13
 2e+07 1.48924e+13
 2e+07 1.48658e+13
 4e+07 3.23762e+13
 6e+07 4.98628e+13
 8e+07 6.73178e+13
 1e+08 8.46615e+13
 1.2e+08 1.0202e+14
 1.4e+08 1.19456e+14
 1.6e+08 1.36866e+14
 1.8e+08 1.54226e+14
 2e+08 1.71519e+14
 2.2e+08 1.88835e+14
 2.4e+08 2.06112e+14
 2.6e+08 2.23368e+14
 2.8e+08 2.40665e+14
 3e+08 2.57983e+14
 3.2e+08 2.75266e+14
 3.4e+08 2.92579e+14
 3.6e+08 3.09931e+14
 3.8e+08 3.27288e+14
 4e+08 3.44643e+14
 4e+08 3.46959e+14
 8e+08 6.90623e+14
 1.2e+09 1.03279e+15
 1.6e+09 1.37676e+15
 2e+09 1.70429e+15
