# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 42000.6 0.957165 7048.53 0.991969 6.8513e-05
200000 41947.9 -0.10402 7039.87 1.00137 6.92847e-05
300000 41563.4 -0.129556 6975.35 0.988775 6.90288e-05
400000 41621.4 -0.058504 6985.06 1.00252 6.99185e-05
500000 41607.2 -0.0301039 6982.68 0.995274 6.94144e-05
600000 42003.7 -0.0908053 7049.23 0.991144 6.85125e-05
700000 41553.8 -0.0503582 6973.71 0.999661 6.98191e-05
800000 42090.7 -0.204993 7063.85 1.00526 6.93203e-05
900000 41330.4 -0.0618273 6936.23 0.978739 6.87313e-05
1000000 41335.7 -0.155199 6937.13 0.986809 6.92787e-05
1100000 41868.3 -0.0107042 7026.5 1.00103 6.94091e-05
1200000 40900.7 0.227872 6864.06 0.982291 6.9698e-05
1300000 41578.2 0.160674 6977.78 0.99309 6.93326e-05
1400000 40986.7 -0.186753 6878.56 0.973245 6.89043e-05
1500000 42202.4 -0.228548 7082.6 1.0168 6.98913e-05
1600000 42423.6 1.79759 7119.37 1.02387 7.00271e-05
1700000 41442.2 -0.159899 6955 0.997642 6.98705e-05
1800000 41538.2 -0.154187 6971.12 0.985591 6.88738e-05
1900000 42158.8 -0.0829863 7075.26 1.00909 6.94819e-05
2000000 41599.1 -0.106924 6981.33 1.00371 7.00351e-05
2100000 41551.5 -0.038255 6973.33 1.01628 7.09749e-05
2200000 41958.8 -0.0861218 7041.69 0.990685 6.85447e-05
2300000 41585 -0.0618534 6978.96 0.989276 6.9015e-05
2400000 41993.1 0.0746145 7047.42 1.02347 7.07358e-05
2500000 42390.7 0.417744 7114.09 1.0208 6.98795e-05
2600000 41676.3 -0.0646778 6994.27 0.998676 6.95315e-05
2700000 41365.9 -0.00929722 6942.17 0.99252 6.96431e-05
2800000 41916.4 0.211299 7034.53 1.0051 6.96056e-05
2900000 41858.5 -0.0363189 7024.85 1.00239 6.94999e-05
3000000 41158.7 0.392947 6907.34 0.985357 6.94872e-05
3100000 41570 -0.0265888 6976.44 1.0086 7.04085e-05
3200000 41944.6 -0.088856 7039.3 1.01261 7.00469e-05
3300000 41409.9 -0.14496 6949.57 0.999621 7.00811e-05
3400000 41551.3 -0.0453885 6973.3 1.0145 7.0875e-05
3500000 41831.7 -0.0829463 7020.35 0.999066 6.93028e-05
3600000 41578 -0.0859451 6977.78 0.989427 6.90717e-05
3700000 41910.2 4.307 7032.8 0.996817 6.90316e-05
3800000 41983 -0.148293 7045.77 1.00279 6.93251e-05
3900000 41483.6 -0.0587432 6961.93 0.996336 6.97159e-05
4000000 41580.8 -0.0981421 6978.25 0.994086 6.93709e-05
4100000 41906.7 2.35736 7032.53 0.99546 6.89385e-05
4200000 41375.2 -0.0391089 6943.74 0.99223 6.95986e-05
4300000 41743.3 -0.172009 7005.54 1.01246 7.03912e-05
4400000 41354.4 -0.0718826 6940.25 0.998343 7.00662e-05
4500000 42070.2 -0.0852678 7060.38 0.998665 6.89146e-05
4600000 41749.6 -0.113327 7006.59 0.986226 6.85599e-05
4700000 41366.9 -0.0605771 6942.34 0.986074 6.91848e-05
4800000 41851.2 -0.152907 7023.65 0.995588 6.90363e-05
4900000 41529.6 -0.0597538 6969.66 0.997943 6.97675e-05
5000000 42053.5 -0.0654081 7057.58 0.994322 6.86461e-05
5100000 41625.7 -0.135385 6985.79 0.995263 6.94016e-05
5200000 41522.4 0.128339 6968.41 0.998269 6.97752e-05
5300000 41627.5 -0.0561717 6986.09 0.990558 6.90484e-05
5400000 41477.9 -0.0842435 6960.98 1.0108 7.07234e-05
5500000 41731.7 -0.0404894 7003.56 1.00405 6.98228e-05
5600000 41266.3 -0.0406061 6925.46 0.976235 6.86598e-05
5700000 40902.4 -0.0860155 6864.41 0.977188 6.93607e-05
5800000 41801.8 -0.0306877 7015.33 1.0033 6.9668e-05
5900000 41639.3 -0.0172735 6988.07 1.00778 7.02753e-05
6000000 41211.2 -0.117227 6916.22 0.982281 6.91679e-05
6100000 41919.5 -0.0700216 7035.08 1.00493 6.9577e-05
6200000 41552.3 0.00426233 6973.45 0.998389 6.97419e-05
6300000 42270.6 -0.148343 7094.02 1.02545 7.04201e-05
6400000 42011.9 -0.0762606 7050.61 1.01188 6.98959e-05
6500000 41828.8 -0.0910823 7019.87 1.00359 6.96263e-05
6600000 41544.1 -0.201007 6972.11 1.00701 7.0362e-05
6700000 41630.8 -0.119573 6986.64 1.01291 7.06255e-05
6800000 41896.8 -0.070281 7031.27 1.0015 6.93722e-05
6900000 41681.8 -0.0610646 6995.2 0.997855 6.94749e-05
7000000 42116.6 -0.124887 7068.17 1.01705 7.00988e-05
7100000 41314.2 0.683279 6933.37 0.992181 6.97084e-05
7200000 41480.7 -0.0351885 6961.44 0.991626 6.93787e-05
7300000 42033.6 0.130037 7054.21 1.01127 6.98225e-05
7400000 41937.8 -0.0511967 7038.15 0.992291 6.86717e-05
7500000 41904.3 -0.0790902 7032.53 1.00829 6.98306e-05
7600000 41469.4 -0.126823 6959.56 0.992992 6.94753e-05
7700000 41358.9 -0.056912 6941.01 0.995703 6.98813e-05
7800000 41318.3 -0.0442471 6934.19 0.986363 6.9273e-05
