Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.42889e-15
 100000 3.66388e-15
 150000 6.20965e-15
 200000 8.96689e-15
 250000 1.18948e-14
 300000 1.49668e-14
 350000 1.81901e-14
 400000 2.15622e-14
 450000 2.50852e-14
 500000 2.87502e-14
 550000 3.25626e-14
 600000 3.65257e-14
 650000 4.06222e-14
 700000 4.48508e-14
 750000 4.92081e-14
 800000 5.36902e-14
 850000 5.83101e-14
 900000 6.30779e-14
 950000 6.8007e-14
 1e+06 7.30916e-14
 1e+06 7.33403e-14
 2e+06 2.0583e-13
 3e+06 3.96205e-13
 4e+06 6.45556e-13
 5e+06 9.52489e-13
 6e+06 1.31826e-12
 7e+06 1.74372e-12
 8e+06 2.22563e-12
 9e+06 2.76396e-12
 1e+07 3.3588e-12
 1.1e+07 4.01164e-12
 1.2e+07 4.72305e-12
 1.3e+07 5.49098e-12
 1.4e+07 6.31534e-12
 1.5e+07 7.19699e-12
 1.6e+07 8.13632e-12
 1.7e+07 9.13415e-12
 1.8e+07 1.01892e-11
 1.9e+07 1.13015e-11
 2e+07 1.24719e-11
 2e+07 1.25282e-11
 4e+07 4.77192e-11
 6e+07 1.06147e-10
 8e+07 1.87406e-10
 1e+08 2.91429e-10
 1.2e+08 4.1856e-10
 1.4e+08 5.68707e-10
 1.6e+08 7.41712e-10
 1.8e+08 9.37814e-10
 2e+08 1.15589e-09
 2.2e+08 1.39768e-09
 2.4e+08 1.662e-09
 2.6e+08 1.94967e-09
 2.8e+08 2.25874e-09
 3e+08 2.59059e-09
 3.2e+08 2.9461e-09
 3.4e+08 3.32423e-09
 3.6e+08 3.72549e-09
 3.8e+08 4.14985e-09
 4e+08 4.59426e-09
 4e+08 4.33067e-09
 8e+08 1.67826e-08
 1.2e+09 3.55976e-08
 1.6e+09 6.04895e-08
 2e+09 8.83792e-08
