Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.31454e+07 -1.31454e+07 1.31454e+07
 100000 5.24221e+07 -5.24221e+07 5.24221e+07
 150000 1.17593e+08 -1.17593e+08 1.17593e+08
 200000 2.08419e+08 -2.08419e+08 2.08419e+08
 250000 3.24664e+08 -3.24664e+08 3.24664e+08
 300000 4.66095e+08 -4.66095e+08 4.66095e+08
 350000 6.32483e+08 -6.32483e+08 6.32483e+08
 400000 8.23599e+08 -8.23599e+08 8.23599e+08
 450000 1.03922e+09 -1.03922e+09 1.03922e+09
 500000 1.27911e+09 -1.27911e+09 1.27911e+09
 550000 1.54305e+09 -1.54305e+09 1.54305e+09
 600000 1.83081e+09 -1.83081e+09 1.83081e+09
 650000 2.14216e+09 -2.14216e+09 2.14216e+09
 700000 2.47688e+09 -2.47688e+09 2.47688e+09
 750000 2.83475e+09 -2.83475e+09 2.83475e+09
 800000 3.21555e+09 -3.21555e+09 3.21555e+09
 850000 3.61907e+09 -3.61907e+09 3.61907e+09
 900000 4.04509e+09 -4.04509e+09 4.04509e+09
 950000 4.4934e+09 -4.4934e+09 4.4934e+09
 1e+06 4.96379e+09 -4.96379e+09 4.96379e+09
 1e+06 4.96108e+09 -4.96108e+09 4.96108e+09
 2e+06 1.87086e+10 -1.87086e+10 1.87086e+10
 3e+06 3.97424e+10 -3.97424e+10 3.97424e+10
 4e+06 6.67425e+10 -6.67425e+10 6.67425e+10
 5e+06 9.85931e+10 -9.85931e+10 9.85931e+10
 6e+06 1.34388e+11 -1.34388e+11 1.34388e+11
 7e+06 1.73358e+11 -1.73358e+11 1.73358e+11
 8e+06 2.14753e+11 -2.14753e+11 2.14753e+11
 9e+06 2.58009e+11 -2.58009e+11 2.58009e+11
 1e+07 3.02613e+11 -3.02613e+11 3.02613e+11
 1.1e+07 3.48122e+11 -3.48122e+11 3.48122e+11
 1.2e+07 3.94245e+11 -3.94245e+11 3.94245e+11
 1.3e+07 4.40709e+11 -4.40709e+11 4.40709e+11
 1.4e+07 4.87383e+11 -4.87383e+11 4.87383e+11
 1.5e+07 5.34264e+11 -5.34264e+11 5.34264e+11
 1.6e+07 5.81243e+11 -5.81243e+11 5.81243e+11
 1.7e+07 6.28384e+11 -6.28384e+11 6.28384e+11
 1.8e+07 6.75855e+11 -6.75855e+11 6.75855e+11
 1.9e+07 7.23636e+11 -7.23636e+11 7.23636e+11
 2e+07 7.71724e+11 -7.71724e+11 7.71724e+11
 2e+07 8.379e+11 -8.379e+11 8.379e+11
 4e+07 1.97725e+12 -1.97725e+12 1.97725e+12
 6e+07 3.20081e+12 -3.20081e+12 3.20081e+12
 8e+07 4.39977e+12 -4.39977e+12 4.39977e+12
 1e+08 4.94458e+12 -4.94458e+12 4.94458e+12
 1.2e+08 5.24737e+12 -5.24737e+12 5.24737e+12
 1.4e+08 5.0667e+12 -5.0667e+12 5.0667e+12
 1.6e+08 5.06359e+12 -5.06359e+12 5.06359e+12
 1.8e+08 5.37149e+12 -5.37149e+12 5.37149e+12
 2e+08 5.97303e+12 -5.97303e+12 5.97303e+12
 2.2e+08 6.76079e+12 -6.76079e+12 6.76079e+12
 2.4e+08 7.58355e+12 -7.58355e+12 7.58355e+12
 2.6e+08 8.21923e+12 -8.21923e+12 8.21923e+12
 2.8e+08 8.37702e+12 -8.37702e+12 8.37702e+12
 3e+08 8.27119e+12 -8.27119e+12 8.27119e+12
 3.2e+08 7.6158e+12 -7.6158e+12 7.6158e+12
 3.4e+08 7.34633e+12 -7.34633e+12 7.34633e+12
 3.6e+08 6.88847e+12 -6.88847e+12 6.88847e+12
 3.8e+08 6.57185e+12 -6.57185e+12 6.57185e+12
 4e+08 6.62731e+12 -6.62731e+12 6.62731e+12
 4e+08 3.8082e+12 -3.8082e+12 3.8082e+12
