# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 7143.96 706.916 14493.3 0.990232
200000 7143.95 715.201 14474.6 0.989822
300000 7143.94 711.972 14481.8 0.989968
400000 7143.97 707.207 14492.6 0.990226
500000 7143.92 718.742 14466.5 0.989673
600000 7143.96 720.881 14461.8 0.989383
700000 7143.95 705.598 14496.2 0.990327
800000 7143.95 710.045 14486.2 0.989873
900000 7143.93 725.363 14451.7 0.98936
1000000 7143.95 724.899 14452.7 0.989355
1100000 7143.91 718.508 14467 0.989694
1200000 7143.95 712.821 14479.9 0.989893
1300000 7143.96 723.718 14455.4 0.989653
1400000 7143.95 715.518 14473.9 0.989724
1500000 7143.96 704.547 14498.6 0.990429
1600000 7143.94 728.269 14445.1 0.98934
1700000 7143.96 719.565 14464.8 0.989594
1800000 7143.96 710.803 14484.5 0.989771
1900000 7143.97 710.654 14484.9 0.990285
2000000 7143.94 730.833 14439.3 0.989267
2100000 7143.96 717.071 14470.4 0.989618
2200000 7143.93 717.192 14470 0.98985
2300000 7143.97 723.359 14456.3 0.98976
2400000 7143.96 705.205 14497.1 0.989886
2500000 7143.97 701.661 14505.1 0.990222
2600000 7143.96 698.563 14512.1 0.990305
2700000 7143.95 698.727 14511.7 0.990453
2800000 7143.96 706.593 14494 0.99015
2900000 7143.96 717.522 14469.4 0.989547
3000000 7143.95 717.207 14470 0.989822
3100000 7143.94 710.926 14484.2 0.989852
3200000 7143.98 719.902 14464.1 0.989389
3300000 7143.92 731.296 14438.3 0.989091
3400000 7143.94 711.536 14482.8 0.989857
3500000 7143.95 709.887 14486.5 0.990265
3600000 7143.96 708.566 14489.5 0.990157
3700000 7143.97 700.52 14507.7 0.99044
3800000 7143.91 712.425 14480.7 0.989589
3900000 7143.96 711.639 14482.6 0.989745
4000000 7143.95 716.14 14472.5 0.989672
4100000 7143.95 709.387 14487.7 0.989851
4200000 7143.97 701.68 14505.1 0.990115
4300000 7143.96 717.22 14470 0.989768
4400000 7143.94 711.686 14482.5 0.98963
4500000 7143.96 719.183 14465.6 0.989518
4600000 7143.95 716.46 14471.8 0.989795
4700000 7143.94 706.612 14493.9 0.99016
4800000 7143.94 717.59 14469.2 0.989829
4900000 7143.93 724.309 14454 0.989343
5000000 7143.95 703.733 14500.4 0.990189
5100000 7143.96 724.16 14454.4 0.989221
5200000 7143.95 730.951 14439.1 0.98895
5300000 7143.94 724.612 14453.4 0.989522
5400000 7143.97 705.233 14497.1 0.990004
5500000 7143.95 706.22 14494.8 0.990326
5600000 7143.96 703.755 14500.4 0.990043
5700000 7143.95 709.517 14487.4 0.990085
5800000 7143.94 715.483 14473.9 0.98968
5900000 7143.95 724.582 14453.5 0.989441
6000000 7143.96 703.709 14500.5 0.990259
6100000 7143.94 712.713 14480.2 0.989887
6200000 7143.95 715.876 14473.1 0.98977
6300000 7143.97 712.752 14480.1 0.990003
6400000 7143.95 692.618 14525.4 0.990697
6500000 7143.96 720.315 14463.1 0.989669
6600000 7143.97 709.862 14486.6 0.990346
6700000 7143.94 720.092 14463.6 0.989493
6800000 7143.99 714.711 14475.8 0.989655
6900000 7143.93 711.954 14481.8 0.991038
7000000 7143.93 708.041 14490.7 0.989949
7100000 7143.95 716.998 14470.5 0.989554
7200000 7143.95 710.496 14485.2 0.990031
7300000 7143.97 716.047 14472.7 0.989467
7400000 7143.97 719.279 14465.4 0.989497
7500000 7143.95 727.593 14446.7 0.989392
7600000 7143.95 732.811 14434.9 0.989108
7700000 7143.94 707.713 14491.4 0.990063
7800000 7143.95 719.393 14465.1 0.989836
7900000 7143.96 725.04 14452.4 0.989273
8000000 7143.95 707.601 14491.7 0.989908
8100000 7143.95 731.93 14436.9 0.988965
8200000 7143.97 703.105 14501.9 0.990258
8300000 7143.96 709.938 14486.4 0.990177
8400000 7143.95 720.493 14462.7 0.98954
8500000 7143.93 714.863 14475.3 0.989786
8600000 7143.95 723.656 14455.5 0.989571
8700000 7143.93 711.524 14482.8 0.989947
8800000 7143.94 710.415 14485.3 0.989916
8900000 7143.97 726.363 14449.5 0.989319
9000000 7143.97 713.868 14477.6 0.989549
9100000 7143.96 707.132 14492.8 0.990082
9200000 7143.96 720.496 14462.7 0.989538
9300000 7143.95 697.2 14515.1 0.990465
9400000 7143.95 712.807 14480 0.989573
9500000 7143.93 724.67 14453.2 0.989466
9600000 7143.95 705.976 14495.3 0.990173
9700000 7143.94 725.481 14451.4 0.989477
9800000 7143.96 725.061 14452.4 0.989341
9900000 7143.97 714.757 14475.6 0.98982
10000000 7143.95 734.803 14430.4 0.988807
10100000 7143.96 711.901 14482 0.989954
10200000 7143.96 705.299 14496.9 0.990357
10300000 7143.94 721.66 14460 0.989657
10400000 7143.97 699.812 14509.3 0.990433
10500000 7143.98 692.825 14525 0.990712
10600000 7143.97 698.452 14512.3 0.990431
10700000 7143.96 716.353 14472 0.989708
10800000 7143.96 708.864 14488.9 0.990243
10900000 7143.96 709.754 14486.9 0.989972
11000000 7143.96 709.925 14486.5 0.989805
11100000 7143.97 708.259 14490.2 0.990167
11200000 7143.94 716.225 14472.3 0.989567
11300000 7143.96 724.178 14454.4 0.989519
11400000 7143.93 713.77 14477.8 0.989557
11500000 7143.95 741.751 14414.8 0.988498
11600000 7143.94 718.075 14468.1 0.98957
11700000 7143.98 704.041 14499.8 0.9903
11800000 7143.97 707.493 14492 0.990042
11900000 7143.96 723.028 14457 0.989412
12000000 7143.95 709.092 14488.3 0.989849
12100000 7143.96 692.499 14525.7 0.990759
12200000 7143.95 719.016 14466 0.989474
12300000 7143.96 731.301 14438.4 0.98881
12400000 7143.93 717.086 14470.3 0.98957
12500000 7143.93 723.327 14456.2 0.989744
12600000 7143.94 707.529 14491.8 0.98995
12700000 7143.97 703.791 14500.3 0.990094
12800000 7143.97 722.561 14458 0.989206
12900000 7143.94 708.715 14489.1 0.989892
13000000 7143.94 711.15 14483.7 0.990041
13100000 7143.92 721.924 14459.4 0.989621
13200000 7143.98 718.954 14466.2 0.989467
13300000 7143.96 712.025 14481.8 0.989994
13400000 7143.97 723.375 14456.2 0.989502
13500000 7143.95 718.822 14466.4 0.98924
13600000 7143.94 702.153 14503.9 0.990382
13700000 7143.97 723.42 14456.1 0.989135
13800000 7143.95 725.803 14450.7 0.988969
13900000 7143.95 724.243 14454.2 0.989382
14000000 7143.93 698.328 14512.5 0.990409
14100000 7143.96 721.576 14460.2 0.989672
14200000 7143.94 725.854 14450.6 0.988995
14300000 7143.96 710.397 14485.4 0.989927
14400000 7143.98 707.514 14491.9 0.989986
14500000 7143.94 721.561 14460.2 0.989148
14600000 7143.95 714.896 14475.3 0.989757
14700000 7143.94 724.152 14454.4 0.989402
14800000 7143.95 721.552 14460.3 0.989298
