# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 53930.9 -0.197757 9050.91 1.00078 5.38727e-05
200000 53604.7 -0.00213111 8996.13 0.989794 5.35672e-05
300000 53836.4 -0.0199963 9035.03 1.00566 5.42154e-05
400000 53864.9 -0.12343 9039.82 1.00287 5.40426e-05
500000 53805.6 -0.0932099 9029.87 0.995405 5.36856e-05
600000 53616.3 -0.0554605 8998.08 1.00163 5.42317e-05
700000 53510.9 0.299178 8980.33 0.987636 5.35573e-05
800000 52944.7 -0.00467661 8885.37 0.999585 5.47886e-05
900000 54072.7 -0.044442 9074.69 1.0128 5.43469e-05
1000000 53558.7 -0.0785179 8988.42 0.990729 5.36895e-05
1100000 53463.9 -0.0880595 8972.52 1.02363 5.55767e-05
1200000 53358 -0.0276542 8954.74 0.993828 5.40414e-05
1300000 53612.3 -0.0804561 8997.42 1.00381 5.43245e-05
1400000 53781.6 -0.064072 9025.82 1.02285 5.52052e-05
1500000 53319.8 2.36126 8947.92 1.00385 5.46164e-05
1600000 53894 -0.0699849 9044.7 1.01521 5.46824e-05
1700000 53650 -0.010234 9003.73 0.994432 5.3809e-05
1800000 53335.3 -0.100222 8950.93 1.00525 5.47235e-05
1900000 54229.1 -0.0722641 9100.93 1.00042 5.35438e-05
2000000 53833 -0.157948 9034.48 1.00737 5.43047e-05
2100000 54131.1 1.47678 9084.22 0.998681 5.35407e-05
2200000 53869.9 -0.0198918 9040.64 1.0097 5.44048e-05
2300000 53253.7 -0.051403 8937.24 0.986009 5.37316e-05
2400000 53717 2.49442 9014.56 1.0036 5.42188e-05
2500000 53983.9 0.508718 9059.68 1.02168 5.4912e-05
2600000 53722.4 -0.145115 9015.9 1.01057 5.46059e-05
2700000 53750.3 -0.0477705 9020.58 1.00746 5.43756e-05
2800000 54196.2 -0.091673 9095.42 1.01253 5.42289e-05
2900000 52915.8 -0.00977018 8880.53 0.981379 5.38194e-05
3000000 54722.1 5.35544 9182.76 1.02025 5.40945e-05
3100000 54139.8 0.883402 9085.79 1.01596 5.44638e-05
3200000 53926.3 -0.0948038 9050.13 1.01315 5.45287e-05
3300000 53625.9 5.27689 8998.81 0.995055 5.38443e-05
3400000 53680.5 -0.0746773 9008.86 1.00649 5.44154e-05
3500000 53571.1 -0.063818 8990.5 0.993378 5.38339e-05
3600000 53348.1 -0.0179996 8953.08 1.00727 5.47863e-05
3700000 54256 -0.0636149 9105.45 1.00964 5.40078e-05
3800000 53595.7 -0.0581226 8994.64 0.997975 5.40593e-05
3900000 53637.1 0.0167577 9001.56 0.999567 5.41e-05
4000000 53728.9 -0.046886 9016.98 1.00496 5.42803e-05
4100000 54192.2 -0.0321421 9094.73 1.00713 5.39408e-05
4200000 53135.4 -0.0207748 8917.38 0.982331 5.36495e-05
4300000 53975.2 -0.0595514 9058.32 1.01002 5.43098e-05
4400000 53482.4 -0.0992386 8975.62 0.995227 5.39985e-05
4500000 53586.1 -0.115815 8993.04 0.997872 5.40312e-05
4600000 53996.4 -0.107214 9061.88 1.00981 5.42801e-05
4700000 54415.4 -0.180377 9132.21 1.02087 5.44421e-05
4800000 53651 -0.0253495 9003.9 0.992772 5.37032e-05
4900000 53536.2 -0.0518446 8984.64 0.997599 5.40793e-05
5000000 53358.4 -0.0740067 8954.81 0.993798 5.40634e-05
5100000 54022.9 -0.00493152 9066.31 1.00414 5.39511e-05
5200000 52804.9 -0.0428722 8861.92 0.974975 5.36002e-05
5300000 54781.7 -0.0271534 9193.67 1.02373 5.42361e-05
5400000 53598 0.115706 8994.99 0.989281 5.35717e-05
5500000 53528.5 -0.0191877 8983.34 0.989349 5.36417e-05
5600000 53737.3 -0.0176563 9018.39 0.994483 5.37256e-05
5700000 54151.6 -0.0826696 9087.92 1.01024 5.41478e-05
5800000 53216.3 -0.025477 8930.95 0.988206 5.39032e-05
5900000 53236.2 -0.0847032 8934.3 0.989709 5.3964e-05
6000000 53549.1 3.20916 8986.25 0.999429 5.41461e-05
6100000 53458 -0.055946 8971.53 0.981464 5.32943e-05
6200000 53629.3 1.15427 9000.07 1.01137 5.47276e-05
6300000 53735.3 -0.0835346 9018.06 1.00279 5.41865e-05
