Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.74639e-15
 100000 4.48321e-15
 150000 7.59787e-15
 200000 1.09398e-14
 250000 1.44341e-14
 300000 1.80456e-14
 350000 2.17746e-14
 400000 2.56034e-14
 450000 2.95364e-14
 500000 3.3586e-14
 550000 3.77394e-14
 600000 4.20025e-14
 650000 4.63571e-14
 700000 5.08122e-14
 750000 5.53589e-14
 800000 5.99935e-14
 850000 6.47184e-14
 900000 6.95513e-14
 950000 7.448e-14
 1e+06 7.95183e-14
 1e+06 7.9515e-14
 2e+06 2.02651e-13
 3e+06 3.66446e-13
 4e+06 5.69057e-13
 5e+06 8.10767e-13
 6e+06 1.09211e-12
 7e+06 1.41235e-12
 8e+06 1.77217e-12
 9e+06 2.17422e-12
 1e+07 2.61515e-12
 1.1e+07 3.09656e-12
 1.2e+07 3.61632e-12
 1.3e+07 4.17617e-12
 1.4e+07 4.77545e-12
 1.5e+07 5.41377e-12
 1.6e+07 6.09365e-12
 1.7e+07 6.81226e-12
 1.8e+07 7.56936e-12
 1.9e+07 8.36462e-12
 2e+07 9.19628e-12
 2e+07 9.28118e-12
 4e+07 3.42266e-11
 6e+07 7.43493e-11
 8e+07 1.29087e-10
 1e+08 1.98595e-10
 1.2e+08 2.81699e-10
 1.4e+08 3.79031e-10
 1.6e+08 4.89482e-10
 1.8e+08 6.1234e-10
 2e+08 7.45962e-10
 2.2e+08 8.91813e-10
 2.4e+08 1.04911e-09
 2.6e+08 1.21646e-09
 2.8e+08 1.39383e-09
 3e+08 1.58135e-09
 3.2e+08 1.7784e-09
 3.4e+08 1.98534e-09
 3.6e+08 2.19979e-09
 3.8e+08 2.42167e-09
 4e+08 2.65333e-09
 4e+08 3.06679e-09
 8e+08 9.87115e-09
 1.2e+09 1.7774e-08
 1.6e+09 3.16756e-08
 2e+09 5.49875e-08
