Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.38545e+07 -1.38545e+07 1.38545e+07
 100000 5.52683e+07 -5.52683e+07 5.52683e+07
 150000 1.2402e+08 -1.2402e+08 1.2402e+08
 200000 2.19889e+08 -2.19889e+08 2.19889e+08
 250000 3.42652e+08 -3.42652e+08 3.42652e+08
 300000 4.92091e+08 -4.92091e+08 4.92091e+08
 350000 6.67984e+08 -6.67984e+08 6.67984e+08
 400000 8.70113e+08 -8.70113e+08 8.70113e+08
 450000 1.09826e+09 -1.09826e+09 1.09826e+09
 500000 1.35221e+09 -1.35221e+09 1.35221e+09
 550000 1.63174e+09 -1.63174e+09 1.63174e+09
 600000 1.93666e+09 -1.93666e+09 1.93666e+09
 650000 2.26676e+09 -2.26676e+09 2.26676e+09
 700000 2.62182e+09 -2.62182e+09 2.62182e+09
 750000 3.00165e+09 -3.00165e+09 3.00165e+09
 800000 3.40604e+09 -3.40604e+09 3.40604e+09
 850000 3.83479e+09 -3.83479e+09 3.83479e+09
 900000 4.2877e+09 -4.2877e+09 4.2877e+09
 950000 4.76456e+09 -4.76456e+09 4.76456e+09
 1e+06 5.26518e+09 -5.26518e+09 5.26518e+09
 1e+06 5.25648e+09 -5.25648e+09 5.25648e+09
 2e+06 1.99463e+10 -1.99463e+10 1.99463e+10
 3e+06 4.26268e+10 -4.26268e+10 4.26268e+10
 4e+06 7.21269e+10 -7.21269e+10 7.21269e+10
 5e+06 1.07511e+11 -1.07511e+11 1.07511e+11
 6e+06 1.4797e+11 -1.4797e+11 1.4797e+11
 7e+06 1.927e+11 -1.927e+11 1.927e+11
 8e+06 2.40989e+11 -2.40989e+11 2.40989e+11
 9e+06 2.9223e+11 -2.9223e+11 2.9223e+11
 1e+07 3.45921e+11 -3.45921e+11 3.45921e+11
 1.1e+07 4.01715e+11 -4.01715e+11 4.01715e+11
 1.2e+07 4.59227e+11 -4.59227e+11 4.59227e+11
 1.3e+07 5.18052e+11 -5.18052e+11 5.18052e+11
 1.4e+07 5.77901e+11 -5.77901e+11 5.77901e+11
 1.5e+07 6.38453e+11 -6.38453e+11 6.38453e+11
 1.6e+07 6.99484e+11 -6.99484e+11 6.99484e+11
 1.7e+07 7.60792e+11 -7.60792e+11 7.60792e+11
 1.8e+07 8.22216e+11 -8.22216e+11 8.22216e+11
 1.9e+07 8.8362e+11 -8.8362e+11 8.8362e+11
 2e+07 9.44818e+11 -9.44818e+11 9.44818e+11
 2e+07 9.71527e+11 -9.71527e+11 9.71527e+11
 4e+07 2.0637e+12 -2.0637e+12 2.0637e+12
 6e+07 3.26106e+12 -3.26106e+12 3.26106e+12
 8e+07 4.82765e+12 -4.82765e+12 4.82765e+12
 1e+08 6.45162e+12 -6.45162e+12 6.45162e+12
 1.2e+08 7.92735e+12 -7.92735e+12 7.92735e+12
 1.4e+08 9.32772e+12 -9.32772e+12 9.32772e+12
 1.6e+08 1.01936e+13 -1.01936e+13 1.01936e+13
 1.8e+08 1.08639e+13 -1.08639e+13 1.08639e+13
 2e+08 1.1612e+13 -1.1612e+13 1.1612e+13
 2.2e+08 1.19977e+13 -1.19977e+13 1.19977e+13
 2.4e+08 1.22035e+13 -1.22035e+13 1.22035e+13
 2.6e+08 1.26549e+13 -1.26549e+13 1.26549e+13
 2.8e+08 1.27379e+13 -1.27379e+13 1.27379e+13
 3e+08 1.24384e+13 -1.24384e+13 1.24384e+13
 3.2e+08 1.22122e+13 -1.22122e+13 1.22122e+13
 3.4e+08 1.18123e+13 -1.18123e+13 1.18123e+13
 3.6e+08 1.05419e+13 -1.05419e+13 1.05419e+13
 3.8e+08 9.64914e+12 -9.64914e+12 9.64914e+12
 4e+08 8.67326e+12 -8.67326e+12 8.67326e+12
 4e+08 4.65012e+12 -4.65012e+12 4.65012e+12
