Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.07587e+07 2.2529e+07
 100000 1.22676e+08 8.67066e+07
 150000 2.75219e+08 1.87874e+08
 200000 4.87859e+08 3.21942e+08
 250000 7.60073e+08 4.85317e+08
 300000 1.09134e+09 6.74833e+08
 350000 1.48115e+09 8.87702e+08
 400000 1.929e+09 1.12145e+09
 450000 2.43438e+09 1.37389e+09
 500000 2.99679e+09 1.64307e+09
 550000 3.61573e+09 1.92726e+09
 600000 4.29072e+09 2.22493e+09
 650000 5.02127e+09 2.5347e+09
 700000 5.8069e+09 2.85534e+09
 750000 6.64713e+09 3.18576e+09
 800000 7.54148e+09 3.52502e+09
 850000 8.48949e+09 3.87226e+09
 900000 9.49069e+09 4.2267e+09
 950000 1.05446e+10 4.58767e+09
 1e+06 1.16508e+10 4.95453e+09
 1e+06 1.1648e+10 4.95543e+09
 2e+06 4.40751e+10 1.2987e+10
 3e+06 9.39551e+10 2.15049e+10
 4e+06 1.58497e+11 3.0162e+10
 5e+06 2.3534e+11 3.88944e+10
 6e+06 3.22481e+11 4.76868e+10
 7e+06 4.18271e+11 5.65718e+10
 8e+06 5.21323e+11 6.55517e+10
 9e+06 6.30448e+11 7.45495e+10
 1e+07 7.44616e+11 8.35708e+10
 1.1e+07 8.62936e+11 9.26118e+10
 1.2e+07 9.84674e+11 1.01668e+11
 1.3e+07 1.10922e+12 1.10736e+11
 1.4e+07 1.23603e+12 1.19796e+11
 1.5e+07 1.36468e+12 1.28851e+11
 1.6e+07 1.49477e+12 1.37972e+11
 1.7e+07 1.62596e+12 1.47119e+11
 1.8e+07 1.75798e+12 1.56294e+11
 1.9e+07 1.89062e+12 1.65481e+11
 2e+07 2.0237e+12 1.74655e+11
 2e+07 2.03232e+12 1.74652e+11
 4e+07 4.69023e+12 3.50444e+11
 6e+07 7.30323e+12 5.26629e+11
 8e+07 9.96758e+12 7.08287e+11
 1e+08 1.26061e+13 8.92035e+11
 1.2e+08 1.53559e+13 1.06811e+12
 1.4e+08 1.82047e+13 1.23436e+12
 1.6e+08 2.10615e+13 1.40121e+12
 1.8e+08 2.38569e+13 1.55739e+12
 2e+08 2.6616e+13 1.71813e+12
 2.2e+08 2.93516e+13 1.87025e+12
 2.4e+08 3.2177e+13 2.02569e+12
 2.6e+08 3.49987e+13 2.18538e+12
 2.8e+08 3.76544e+13 2.33022e+12
 3e+08 4.02288e+13 2.46866e+12
 3.2e+08 4.28593e+13 2.61413e+12
 3.4e+08 4.56435e+13 2.7639e+12
 3.6e+08 4.85262e+13 2.89739e+12
 3.8e+08 5.12077e+13 3.03024e+12
 4e+08 5.38413e+13 3.1685e+12
 4e+08 4.75339e+13 2.87927e+12
