Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.79433e-15
 100000 4.62333e-15
 150000 7.8172e-15
 200000 1.12294e-14
 250000 1.47938e-14
 300000 1.85023e-14
 350000 2.23291e-14
 400000 2.62483e-14
 450000 3.02488e-14
 500000 3.43307e-14
 550000 3.85124e-14
 600000 4.27808e-14
 650000 4.71329e-14
 700000 5.15752e-14
 750000 5.61145e-14
 800000 6.07687e-14
 850000 6.55506e-14
 900000 7.04303e-14
 950000 7.54046e-14
 1e+06 8.04796e-14
 1e+06 8.00429e-14
 2e+06 2.01822e-13
 3e+06 3.65493e-13
 4e+06 5.70342e-13
 5e+06 8.14032e-13
 6e+06 1.09512e-12
 7e+06 1.41404e-12
 8e+06 1.77327e-12
 9e+06 2.17443e-12
 1e+07 2.61413e-12
 1.1e+07 3.09557e-12
 1.2e+07 3.61609e-12
 1.3e+07 4.17721e-12
 1.4e+07 4.77983e-12
 1.5e+07 5.42355e-12
 1.6e+07 6.10614e-12
 1.7e+07 6.83023e-12
 1.8e+07 7.59346e-12
 1.9e+07 8.39942e-12
 2e+07 9.24643e-12
 2e+07 9.30156e-12
 4e+07 3.45431e-11
 6e+07 7.46852e-11
 8e+07 1.29364e-10
 1e+08 1.97922e-10
 1.2e+08 2.80692e-10
 1.4e+08 3.76793e-10
 1.6e+08 4.84881e-10
 1.8e+08 6.05723e-10
 2e+08 7.37742e-10
 2.2e+08 8.8046e-10
 2.4e+08 1.0349e-09
 2.6e+08 1.2006e-09
 2.8e+08 1.37675e-09
 3e+08 1.5634e-09
 3.2e+08 1.76278e-09
 3.4e+08 1.97373e-09
 3.6e+08 2.19725e-09
 3.8e+08 2.42889e-09
 4e+08 2.66942e-09
 4e+08 3.058e-09
 8e+08 1.05054e-08
 1.2e+09 2.21964e-08
 1.6e+09 3.83078e-08
 2e+09 6.44236e-08
