# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 53381.4 -0.104754 8958.67 1.00661 5.47313e-05
200000 54452.3 -0.0587292 9138.39 0.991813 5.28653e-05
300000 53454.7 -0.0990112 8970.97 0.998813 5.4225e-05
400000 53329.2 -0.0523205 8949.91 0.99414 5.40998e-05
500000 53534.4 1.01527 8984.16 0.993659 5.38677e-05
600000 53379.3 -0.0251939 8958.31 1.00534 5.46643e-05
700000 53860.8 -0.000955861 9039.11 0.998134 5.37815e-05
800000 54366.1 -0.0789554 9123.92 1.00876 5.3855e-05
900000 53188.3 -0.0153874 8926.25 0.999503 5.45537e-05
1000000 54095.7 -0.0103589 9078.53 1.00805 5.409e-05
1100000 54072.3 -0.0569558 9074.62 1.00429 5.39109e-05
1200000 53787.4 -0.00448957 9026.8 1.00836 5.44059e-05
1300000 53502 2.08586 8978.55 1.00561 5.45492e-05
1400000 54142.9 -0.00698727 9086.45 1.01945 5.46583e-05
1500000 53450.4 -0.0388008 8970.24 1.0106 5.48752e-05
1600000 53859.2 0.0720675 9038.83 1.00563 5.4184e-05
1700000 53382.9 0.0488637 8958.89 1.00034 5.4375e-05
1800000 53717.3 0.250838 9014.99 1.00557 5.43159e-05
1900000 53293.6 -0.0578237 8943.94 0.982355 5.35005e-05
2000000 53709.8 0.419695 9013.69 0.991663 5.3576e-05
2100000 53523.2 -0.0240746 8982.45 0.987846 5.35676e-05
2200000 53999.3 -0.0662057 9062.37 1.00764 5.41507e-05
2300000 53339.1 -0.0219448 8951.55 0.991565 5.39497e-05
2400000 53894.3 -0.0198986 9044.74 1.0267 5.52935e-05
2500000 53774.2 -0.000443235 9024.58 1.00294 5.41348e-05
2600000 52754.1 0.291888 8853.33 0.9873 5.43131e-05
2700000 53523.4 -0.0440714 8982.49 0.98882 5.36154e-05
2800000 53467.4 -0.0891256 8973.11 0.985381 5.34788e-05
2900000 54276.7 -0.0934989 9108.93 1.01066 5.40383e-05
3000000 52952.2 -0.0503332 8886.64 0.999813 5.47982e-05
3100000 54682.8 -0.0374297 9177.07 1.00168 5.31441e-05
3200000 53715.7 -0.0223319 9014.76 0.991909 5.3612e-05
3300000 53833.6 -0.0293506 9034.55 1.0135 5.46423e-05
3400000 53914.7 -0.0760399 9048.17 1.00432 5.40565e-05
3500000 53445 3.1626 8968.8 0.995872 5.40614e-05
3600000 52949.6 -0.0160336 8886.2 0.977399 5.35758e-05
3700000 53631.8 -0.0129441 9000.69 0.992533 5.37237e-05
3800000 53882.5 -0.111108 9042.77 0.994993 5.35968e-05
3900000 53461.7 -0.0570235 8972.15 1.0074 5.46975e-05
4000000 53304.9 0.0108996 8945.81 0.98919 5.387e-05
4100000 53168.3 -0.0348699 8922.9 0.992381 5.41766e-05
4200000 53186.2 -0.029173 8925.9 0.996833 5.44107e-05
4300000 53922.8 -0.067921 9049.53 1.01253 5.44954e-05
4400000 53610.8 -0.0850475 8997.17 1.00386 5.43461e-05
4500000 54264.9 -0.123711 9106.96 1.01389 5.42372e-05
4600000 53502.9 -0.00671096 8979.04 1.00493 5.45228e-05
4700000 53418.8 -0.0633078 8964.95 0.989081 5.3736e-05
4800000 53881.6 -0.0330522 9042.6 0.995153 5.3605e-05
4900000 53830.3 -0.0998432 9034.01 1.00347 5.41265e-05
5000000 52551.7 2.02967 8819.07 0.980752 5.41515e-05
5100000 54023.7 -0.0345922 9066.46 1.01306 5.4417e-05
5200000 53063.9 -0.00695407 8905.38 0.988563 5.407e-05
5300000 53793.6 0.0118865 9027.83 1.00455 5.41865e-05
5400000 53136.8 0.149276 8917.58 0.979978 5.35138e-05
5500000 53647 -0.125775 9003.24 1.00575 5.44122e-05
5600000 53324.7 -0.0303794 8949.14 0.985897 5.36414e-05
5700000 53651.8 1.18399 9003.84 1.00716 5.44713e-05
5800000 54033.6 1.09664 9067.93 0.99877 5.36436e-05
5900000 53455.4 -0.0157264 8971.08 0.986625 5.35722e-05
6000000 53623.7 -0.0847843 8999.33 1.01235 5.47691e-05
6100000 53787.9 -0.0560023 9026.88 0.989093 5.33634e-05
6200000 53587.6 -0.0970638 8993.28 0.98839 5.35443e-05
6300000 52956.9 -0.093027 8887.42 0.997047 5.46323e-05
6400000 54420.4 0.188496 9133 1.01417 5.40923e-05
6500000 53078 -0.168397 8907.77 0.98504 5.38447e-05
6600000 53258.8 -0.0886039 8938.09 0.985783 5.37202e-05
6700000 53789.3 -0.00523865 9027.11 0.992231 5.35368e-05
6800000 53637.8 -0.00899275 9001.69 0.99753 5.3975e-05
6900000 53908.3 -0.0860449 9047.1 1.02339 5.50861e-05
7000000 53951.5 0.377317 9054.27 1.01518 5.46122e-05
7100000 53646.1 -0.0852558 9003.09 1.00351 5.42926e-05
7200000 53544.9 -0.060057 8986.11 0.985955 5.34405e-05
7300000 54118.7 -0.0291658 9082.39 1.0205 5.47359e-05
7400000 54612.3 -0.120988 9165.25 1.00521 5.34375e-05
7500000 53732.5 -0.087308 9017.6 1.00734 5.4407e-05
7600000 53821.4 -0.0748391 9032.52 0.987014 5.32271e-05
7700000 53407.6 0.0654868 8963.03 1.00053 5.43736e-05
7800000 53759.6 -0.0654469 9022.14 0.995194 5.37301e-05
7900000 54149 2.75689 9087.02 1.01201 5.42367e-05
8000000 53609.4 -0.0543298 8996.93 0.993424 5.38022e-05
8100000 53445 -0.0252732 8969.33 1.00597 5.46148e-05
8200000 53314.6 -0.0389676 8947.44 0.994263 5.41266e-05
8300000 53937.4 -0.132018 9051.99 1.01776 5.47894e-05
8400000 54068.2 -0.0464091 9073.93 1.00695 5.4054e-05
8500000 53322.9 -0.0185841 8948.84 0.991049 5.39356e-05
8600000 53800.1 -0.104246 9028.94 1.00136 5.4014e-05
