Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 71803.9 83240.7 75104.4 76716.3
 100000 285753 331508 298961 305407
 150000 639864 742818 669596 684093
 200000 1.13218e+06 1.31516e+06 1.18505e+06 1.2108e+06
 250000 1.76077e+06 2.04656e+06 1.84338e+06 1.88357e+06
 300000 2.52376e+06 2.93506e+06 2.64271e+06 2.70051e+06
 350000 3.41926e+06 3.97878e+06 3.58114e+06 3.65973e+06
 400000 4.44544e+06 5.17582e+06 4.65684e+06 4.75937e+06
 450000 5.60048e+06 6.52432e+06 5.86803e+06 5.99761e+06
 500000 6.88258e+06 8.02246e+06 7.21293e+06 7.37265e+06
 500000 6.8844e+06 8.02144e+06 7.21387e+06 7.37324e+06
 1e+06 2.63075e+07 3.08529e+07 2.76366e+07 2.82657e+07
 1.5e+06 5.66059e+07 6.68735e+07 5.96058e+07 6.10284e+07
 2e+06 9.63258e+07 1.14692e+08 1.01648e+08 1.04222e+08
 2.5e+06 1.44221e+08 1.7309e+08 1.5248e+08 1.56597e+08
 3e+06 1.99224e+08 2.40881e+08 2.10941e+08 2.17015e+08
 3.5e+06 2.60431e+08 3.16984e+08 2.76019e+08 2.84478e+08
 4e+06 3.27037e+08 4.00492e+08 3.46857e+08 3.58129e+08
 4.5e+06 3.98373e+08 4.90614e+08 4.22749e+08 4.37245e+08
 5e+06 4.73868e+08 5.8664e+08 5.03106e+08 5.21205e+08
 5e+06 4.72633e+08 5.91225e+08 4.98784e+08 5.20881e+08
 1e+07 1.39618e+09 1.75125e+09 1.45946e+09 1.53563e+09
 1.5e+07 2.45461e+09 3.06197e+09 2.61158e+09 2.70939e+09
 2e+07 3.47021e+09 4.31839e+09 3.87834e+09 3.88898e+09
 2.5e+07 4.40035e+09 5.54483e+09 5.21074e+09 5.05197e+09
 3e+07 5.32026e+09 6.80082e+09 6.53786e+09 6.21965e+09
 3.5e+07 6.27529e+09 8.06402e+09 7.81708e+09 7.38546e+09
 4e+07 7.2962e+09 9.3335e+09 9.0314e+09 8.5537e+09
 4.5e+07 8.31989e+09 1.05008e+10 1.01948e+10 9.67181e+09
 5e+07 9.31911e+09 1.15204e+10 1.13119e+10 1.07171e+10
 5e+07 9.5887e+09 8.72513e+09 9.75147e+09 9.3551e+09
 1e+08 1.86032e+10 1.78703e+10 1.91658e+10 1.85465e+10
 1.5e+08 2.72032e+10 2.10904e+10 3.0387e+10 2.62269e+10
 2e+08 3.87623e+10 2.09799e+10 3.68502e+10 3.21975e+10
 2.5e+08 4.94119e+10 2.19039e+10 4.8924e+10 4.00799e+10
 3e+08 6.49799e+10 2.72182e+10 5.82502e+10 5.01494e+10
 3.5e+08 8.42603e+10 3.2381e+10 6.98001e+10 6.21471e+10
 4e+08 1.01593e+11 3.75843e+10 8.75442e+10 7.5574e+10
 4.5e+08 1.20317e+11 3.62955e+10 1.07001e+11 8.78712e+10
 5e+08 1.42337e+11 3.43556e+10 1.24034e+11 1.00242e+11
 5e+08 1.29607e+11 1.65352e+10 2.19066e+11 1.21736e+11
 1e+09 5.19352e+11 9.0655e+09 2.52539e+11 2.60319e+11
 1.5e+09 1.09211e+12 2.20335e+10 8.02892e+10 3.98146e+11
 2e+09 1.30784e+12 1.62211e+10 5.23163e+10 4.58791e+11
