Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.77881e+07 1.22011e+07
 100000 1.50666e+08 4.73048e+07
 150000 3.3791e+08 1.03218e+08
 200000 5.98802e+08 1.78062e+08
 250000 9.32631e+08 2.70146e+08
 300000 1.33869e+09 3.77947e+08
 350000 1.81629e+09 5.00085e+08
 400000 2.36474e+09 6.35314e+08
 450000 2.98335e+09 7.8251e+08
 500000 3.67144e+09 9.40656e+08
 550000 4.42835e+09 1.10883e+09
 600000 5.25341e+09 1.2862e+09
 650000 6.14597e+09 1.472e+09
 700000 7.10536e+09 1.66554e+09
 750000 8.13095e+09 1.8662e+09
 800000 9.22209e+09 2.07339e+09
 850000 1.03782e+10 2.28659e+09
 900000 1.15985e+10 2.50532e+09
 950000 1.28826e+10 2.72914e+09
 1e+06 1.42297e+10 2.95766e+09
 1e+06 1.42292e+10 2.95248e+09
 2e+06 5.35183e+10 8.1205e+09
 3e+06 1.13453e+11 1.37661e+10
 4e+06 1.90386e+11 1.95691e+10
 5e+06 2.81314e+11 2.54555e+10
 6e+06 3.83772e+11 3.13916e+10
 7e+06 4.95722e+11 3.73542e+10
 8e+06 6.15467e+11 4.33111e+10
 9e+06 7.41604e+11 4.92774e+10
 1e+07 8.72999e+11 5.52405e+10
 1.1e+07 1.00872e+12 6.11963e+10
 1.2e+07 1.14802e+12 6.71634e+10
 1.3e+07 1.29026e+12 7.31465e+10
 1.4e+07 1.43492e+12 7.91476e+10
 1.5e+07 1.58159e+12 8.51595e+10
 1.6e+07 1.72993e+12 9.11643e+10
 1.7e+07 1.87967e+12 9.71532e+10
 1.8e+07 2.03056e+12 1.03132e+11
 1.9e+07 2.18238e+12 1.09092e+11
 2e+07 2.33499e+12 1.1505e+11
 2e+07 2.33942e+12 1.14847e+11
 4e+07 5.45996e+12 2.36567e+11
 6e+07 8.59575e+12 3.58694e+11
 8e+07 1.17189e+13 4.75262e+11
 1e+08 1.48711e+13 5.96128e+11
 1.2e+08 1.80017e+13 7.19623e+11
 1.4e+08 2.12331e+13 8.49167e+11
 1.6e+08 2.45012e+13 9.86302e+11
 1.8e+08 2.78102e+13 1.1181e+12
 2e+08 3.11637e+13 1.25187e+12
 2.2e+08 3.44965e+13 1.38579e+12
 2.4e+08 3.78037e+13 1.52553e+12
 2.6e+08 4.11998e+13 1.66357e+12
 2.8e+08 4.46474e+13 1.79988e+12
 3e+08 4.8183e+13 1.93633e+12
 3.2e+08 5.18142e+13 2.07373e+12
 3.4e+08 5.54248e+13 2.20841e+12
 3.6e+08 5.89593e+13 2.33946e+12
 3.8e+08 6.25365e+13 2.466e+12
 4e+08 6.61439e+13 2.58415e+12
 4e+08 7.14268e+13 2.46441e+12
 8e+08 1.35789e+14 4.71599e+12
