Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 8.44226e+06 -8.44226e+06 8.44226e+06
 100000 3.36456e+07 -3.36456e+07 3.36456e+07
 150000 7.54272e+07 -7.54272e+07 7.54272e+07
 200000 1.33608e+08 -1.33608e+08 1.33608e+08
 250000 2.08008e+08 -2.08008e+08 2.08008e+08
 300000 2.98449e+08 -2.98449e+08 2.98449e+08
 350000 4.04753e+08 -4.04753e+08 4.04753e+08
 400000 5.26742e+08 -5.26742e+08 5.26742e+08
 450000 6.64243e+08 -6.64243e+08 6.64243e+08
 500000 8.17082e+08 -8.17082e+08 8.17082e+08
 550000 9.85092e+08 -9.85092e+08 9.85092e+08
 600000 1.16811e+09 -1.16811e+09 1.16811e+09
 650000 1.36596e+09 -1.36596e+09 1.36596e+09
 700000 1.57848e+09 -1.57848e+09 1.57848e+09
 750000 1.8055e+09 -1.8055e+09 1.8055e+09
 800000 2.04687e+09 -2.04687e+09 2.04687e+09
 850000 2.30241e+09 -2.30241e+09 2.30241e+09
 900000 2.57198e+09 -2.57198e+09 2.57198e+09
 950000 2.85539e+09 -2.85539e+09 2.85539e+09
 1e+06 3.1525e+09 -3.1525e+09 3.1525e+09
 1e+06 3.15056e+09 -3.15056e+09 3.15056e+09
 2e+06 1.17347e+10 -1.17347e+10 1.17347e+10
 3e+06 2.46239e+10 -2.46239e+10 2.46239e+10
 4e+06 4.09041e+10 -4.09041e+10 4.09041e+10
 5e+06 5.98499e+10 -5.98499e+10 5.98499e+10
 6e+06 8.08897e+10 -8.08897e+10 8.08897e+10
 7e+06 1.03616e+11 -1.03616e+11 1.03616e+11
 8e+06 1.27696e+11 -1.27696e+11 1.27696e+11
 9e+06 1.52878e+11 -1.52878e+11 1.52878e+11
 1e+07 1.78955e+11 -1.78955e+11 1.78955e+11
 1.1e+07 2.05708e+11 -2.05708e+11 2.05708e+11
 1.2e+07 2.33001e+11 -2.33001e+11 2.33001e+11
 1.3e+07 2.60763e+11 -2.60763e+11 2.60763e+11
 1.4e+07 2.88922e+11 -2.88922e+11 2.88922e+11
 1.5e+07 3.17434e+11 -3.17434e+11 3.17434e+11
 1.6e+07 3.46271e+11 -3.46271e+11 3.46271e+11
 1.7e+07 3.75436e+11 -3.75436e+11 3.75436e+11
 1.8e+07 4.04934e+11 -4.04934e+11 4.04934e+11
 1.9e+07 4.34761e+11 -4.34761e+11 4.34761e+11
 2e+07 4.64877e+11 -4.64877e+11 4.64877e+11
 2e+07 4.73821e+11 -4.73821e+11 4.73821e+11
 4e+07 1.15755e+12 -1.15755e+12 1.15755e+12
 6e+07 1.79953e+12 -1.79953e+12 1.79953e+12
 8e+07 2.42008e+12 -2.42008e+12 2.42008e+12
 1e+08 3.05267e+12 -3.05267e+12 3.05267e+12
 1.2e+08 3.65121e+12 -3.65121e+12 3.65121e+12
 1.4e+08 4.34415e+12 -4.34415e+12 4.34415e+12
 1.6e+08 5.15525e+12 -5.15525e+12 5.15525e+12
 1.8e+08 5.94191e+12 -5.94191e+12 5.94191e+12
 2e+08 6.67159e+12 -6.67159e+12 6.67159e+12
 2.2e+08 7.34167e+12 -7.34167e+12 7.34167e+12
 2.4e+08 7.99883e+12 -7.99883e+12 7.99883e+12
 2.6e+08 8.62964e+12 -8.62964e+12 8.62964e+12
 2.8e+08 9.36065e+12 -9.36065e+12 9.36065e+12
 3e+08 1.01272e+13 -1.01272e+13 1.01272e+13
 3.2e+08 1.09937e+13 -1.09937e+13 1.09937e+13
 3.4e+08 1.17297e+13 -1.17297e+13 1.17297e+13
 3.6e+08 1.23916e+13 -1.23916e+13 1.23916e+13
 3.8e+08 1.27759e+13 -1.27759e+13 1.27759e+13
 4e+08 1.30821e+13 -1.30821e+13 1.30821e+13
 4e+08 9.05297e+12 -9.05297e+12 9.05297e+12
 8e+08 2.33413e+13 -2.33413e+13 2.33413e+13
