Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.26368e+07 -1.26368e+07 1.26368e+07
 100000 5.0405e+07 -5.0405e+07 5.0405e+07
 150000 1.13093e+08 -1.13093e+08 1.13093e+08
 200000 2.00494e+08 -2.00494e+08 2.00494e+08
 250000 3.12402e+08 -3.12402e+08 3.12402e+08
 300000 4.48618e+08 -4.48618e+08 4.48618e+08
 350000 6.08944e+08 -6.08944e+08 6.08944e+08
 400000 7.93187e+08 -7.93187e+08 7.93187e+08
 450000 1.00115e+09 -1.00115e+09 1.00115e+09
 500000 1.23265e+09 -1.23265e+09 1.23265e+09
 550000 1.4875e+09 -1.4875e+09 1.4875e+09
 600000 1.76551e+09 -1.76551e+09 1.76551e+09
 650000 2.0665e+09 -2.0665e+09 2.0665e+09
 700000 2.39028e+09 -2.39028e+09 2.39028e+09
 750000 2.73667e+09 -2.73667e+09 2.73667e+09
 800000 3.10549e+09 -3.10549e+09 3.10549e+09
 850000 3.49657e+09 -3.49657e+09 3.49657e+09
 900000 3.90971e+09 -3.90971e+09 3.90971e+09
 950000 4.34477e+09 -4.34477e+09 4.34477e+09
 1e+06 4.80155e+09 -4.80155e+09 4.80155e+09
 1e+06 4.79982e+09 -4.79982e+09 4.79982e+09
 2e+06 1.82408e+10 -1.82408e+10 1.82408e+10
 3e+06 3.90628e+10 -3.90628e+10 3.90628e+10
 4e+06 6.61242e+10 -6.61242e+10 6.61242e+10
 5e+06 9.8365e+10 -9.8365e+10 9.8365e+10
 6e+06 1.34864e+11 -1.34864e+11 1.34864e+11
 7e+06 1.74852e+11 -1.74852e+11 1.74852e+11
 8e+06 2.17573e+11 -2.17573e+11 2.17573e+11
 9e+06 2.62471e+11 -2.62471e+11 2.62471e+11
 1e+07 3.09026e+11 -3.09026e+11 3.09026e+11
 1.1e+07 3.56925e+11 -3.56925e+11 3.56925e+11
 1.2e+07 4.05863e+11 -4.05863e+11 4.05863e+11
 1.3e+07 4.5548e+11 -4.5548e+11 4.5548e+11
 1.4e+07 5.05589e+11 -5.05589e+11 5.05589e+11
 1.5e+07 5.56047e+11 -5.56047e+11 5.56047e+11
 1.6e+07 6.06747e+11 -6.06747e+11 6.06747e+11
 1.7e+07 6.57669e+11 -6.57669e+11 6.57669e+11
 1.8e+07 7.0869e+11 -7.0869e+11 7.0869e+11
 1.9e+07 7.59751e+11 -7.59751e+11 7.59751e+11
 2e+07 8.10841e+11 -8.10841e+11 8.10841e+11
 2e+07 8.25082e+11 -8.25082e+11 8.25082e+11
 4e+07 1.92195e+12 -1.92195e+12 1.92195e+12
 6e+07 2.90166e+12 -2.90166e+12 2.90166e+12
 8e+07 4.02661e+12 -4.02661e+12 4.02661e+12
 1e+08 5.53429e+12 -5.53429e+12 5.53429e+12
 1.2e+08 7.0001e+12 -7.0001e+12 7.0001e+12
 1.4e+08 8.49493e+12 -8.49493e+12 8.49493e+12
 1.6e+08 1.01393e+13 -1.01393e+13 1.01393e+13
 1.8e+08 1.20154e+13 -1.20154e+13 1.20154e+13
 2e+08 1.38796e+13 -1.38796e+13 1.38796e+13
 2.2e+08 1.58386e+13 -1.58386e+13 1.58386e+13
 2.4e+08 1.76222e+13 -1.76222e+13 1.76222e+13
 2.6e+08 1.96531e+13 -1.96531e+13 1.96531e+13
 2.8e+08 2.20346e+13 -2.20346e+13 2.20346e+13
 3e+08 2.47308e+13 -2.47308e+13 2.47308e+13
 3.2e+08 2.75854e+13 -2.75854e+13 2.75854e+13
 3.4e+08 3.07033e+13 -3.07033e+13 3.07033e+13
 3.6e+08 3.38074e+13 -3.38074e+13 3.38074e+13
 3.8e+08 3.69814e+13 -3.69814e+13 3.69814e+13
 4e+08 3.99757e+13 -3.99757e+13 3.99757e+13
 4e+08 5.02332e+13 -5.02332e+13 5.02332e+13
 8e+08 5.51681e+13 -5.51681e+13 5.51681e+13
