Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.52015e+07 1.65392e+07
 100000 1.40371e+08 6.39053e+07
 150000 3.14858e+08 1.38987e+08
 200000 5.58022e+08 2.39016e+08
 250000 8.69225e+08 3.61529e+08
 300000 1.24784e+09 5.04328e+08
 350000 1.69323e+09 6.6545e+08
 400000 2.2048e+09 8.43137e+08
 450000 2.78191e+09 1.03581e+09
 500000 3.42398e+09 1.24205e+09
 550000 4.1304e+09 1.46058e+09
 600000 4.90058e+09 1.69025e+09
 650000 5.73394e+09 1.93003e+09
 700000 6.62988e+09 2.17902e+09
 750000 7.58785e+09 2.43636e+09
 800000 8.60727e+09 2.70131e+09
 850000 9.68757e+09 2.97318e+09
 900000 1.08282e+10 3.25139e+09
 950000 1.20286e+10 3.53537e+09
 1e+06 1.32882e+10 3.82464e+09
 1e+06 1.32871e+10 3.82146e+09
 2e+06 5.01163e+10 1.02466e+10
 3e+06 1.06534e+11 1.71843e+10
 4e+06 1.79257e+11 2.4287e+10
 5e+06 2.65555e+11 3.14673e+10
 6e+06 3.63155e+11 3.87132e+10
 7e+06 4.70172e+11 4.60366e+10
 8e+06 5.85025e+11 5.34282e+10
 9e+06 7.06399e+11 6.08803e+10
 1e+07 8.33196e+11 6.83649e+10
 1.1e+07 9.64508e+11 7.58626e+10
 1.2e+07 1.09961e+12 8.34078e+10
 1.3e+07 1.23789e+12 9.09943e+10
 1.4e+07 1.37883e+12 9.86181e+10
 1.5e+07 1.52201e+12 1.06261e+11
 1.6e+07 1.66704e+12 1.13879e+11
 1.7e+07 1.81357e+12 1.21485e+11
 1.8e+07 1.96133e+12 1.29091e+11
 1.9e+07 2.11007e+12 1.36695e+11
 2e+07 2.2596e+12 1.44331e+11
 2e+07 2.25804e+12 1.44774e+11
 4e+07 5.31717e+12 2.99202e+11
 6e+07 8.43446e+12 4.50237e+11
 8e+07 1.15493e+13 6.04793e+11
 1e+08 1.46695e+13 7.69038e+11
 1.2e+08 1.77943e+13 9.28961e+11
 1.4e+08 2.09296e+13 1.08776e+12
 1.6e+08 2.40372e+13 1.24589e+12
 1.8e+08 2.70406e+13 1.40974e+12
 2e+08 3.00244e+13 1.57348e+12
 2.2e+08 3.3012e+13 1.7371e+12
 2.4e+08 3.60071e+13 1.89813e+12
 2.6e+08 3.89258e+13 2.06625e+12
 2.8e+08 4.18182e+13 2.24335e+12
 3e+08 4.47689e+13 2.42951e+12
 3.2e+08 4.76208e+13 2.61846e+12
 3.4e+08 5.03969e+13 2.82108e+12
 3.6e+08 5.32533e+13 3.03465e+12
 3.8e+08 5.61252e+13 3.24102e+12
 4e+08 5.91005e+13 3.44789e+12
 4e+08 5.86849e+13 3.68092e+12
 8e+08 1.24673e+14 6.87634e+12
