Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 158991 179537 161273 166600
 100000 627414 709433 636522 657790
 150000 1.39454e+06 1.57881e+06 1.4151e+06 1.46281e+06
 200000 2.45075e+06 2.77797e+06 2.48737e+06 2.57203e+06
 250000 3.78712e+06 4.29814e+06 3.84458e+06 3.97661e+06
 300000 5.39539e+06 6.13157e+06 5.47842e+06 5.66846e+06
 350000 7.26798e+06 8.2714e+06 7.38128e+06 7.64022e+06
 400000 9.39798e+06 1.07113e+07 9.54602e+06 9.88509e+06
 450000 1.17789e+07 1.34454e+07 1.19661e+07 1.23968e+07
 500000 1.4405e+07 1.64684e+07 1.46353e+07 1.51695e+07
 500000 1.44026e+07 1.64725e+07 1.46501e+07 1.51751e+07
 1e+06 5.31323e+07 6.1625e+07 5.38954e+07 5.62175e+07
 1.5e+06 1.12331e+08 1.31628e+08 1.13246e+08 1.19068e+08
 2e+06 1.89695e+08 2.23745e+08 1.9025e+08 2.0123e+08
 2.5e+06 2.83233e+08 3.36011e+08 2.8312e+08 3.00788e+08
 3e+06 3.91469e+08 4.66915e+08 3.90173e+08 4.16186e+08
 3.5e+06 5.13005e+08 6.15414e+08 5.10196e+08 5.46205e+08
 4e+06 6.46219e+08 7.80536e+08 6.42257e+08 6.89671e+08
 4.5e+06 7.89637e+08 9.61088e+08 7.85093e+08 8.45273e+08
 5e+06 9.42199e+08 1.15569e+09 9.37561e+08 1.01182e+09
 5e+06 9.53939e+08 1.15464e+09 9.2833e+08 1.0123e+09
 1e+07 2.84138e+09 3.70028e+09 2.79496e+09 3.11221e+09
 1.5e+07 4.94705e+09 6.85772e+09 4.94193e+09 5.58223e+09
 2e+07 6.85813e+09 1.03001e+10 7.24046e+09 8.13289e+09
 2.5e+07 8.71755e+09 1.3894e+10 9.47742e+09 1.06963e+10
 3e+07 1.0552e+10 1.7509e+10 1.15058e+10 1.31889e+10
 3.5e+07 1.25361e+10 2.10721e+10 1.31276e+10 1.55786e+10
 4e+07 1.48294e+10 2.45887e+10 1.43901e+10 1.79361e+10
 4.5e+07 1.73032e+10 2.81688e+10 1.55217e+10 2.03312e+10
 5e+07 2.01095e+10 3.17483e+10 1.65766e+10 2.28115e+10
 5e+07 2.0805e+10 3.27364e+10 1.87473e+10 2.40962e+10
 1e+08 6.09345e+10 6.45167e+10 3.06529e+10 5.20347e+10
 1.5e+08 9.54808e+10 8.33099e+10 3.54882e+10 7.14263e+10
 2e+08 1.1357e+11 1.3638e+11 5.598e+10 1.01977e+11
 2.5e+08 1.10731e+11 1.90543e+11 6.31423e+10 1.21472e+11
 3e+08 1.19102e+11 2.25328e+11 7.16797e+10 1.38703e+11
 3.5e+08 1.65578e+11 2.89431e+11 8.20961e+10 1.79035e+11
 4e+08 2.18499e+11 3.64743e+11 8.85815e+10 2.23941e+11
 4.5e+08 2.86864e+11 4.65087e+11 9.00921e+10 2.80681e+11
 5e+08 3.58554e+11 5.57654e+11 9.79902e+10 3.38066e+11
 5e+08 8.44219e+11 2.09804e+11 2.13986e+11 4.2267e+11
