Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 25224.8 21409.6 26248.4 24294.3
 100000 100228 84965.4 104322 96505.2
 150000 224101 189758 233305 215722
 200000 395940 334900 412303 381048
 250000 614857 519527 640435 591607
 300000 879983 742791 916841 846538
 350000 1.19046e+06 1.00387e+06 1.24067e+06 1.145e+06
 400000 1.54543e+06 1.30197e+06 1.6111e+06 1.48617e+06
 450000 1.94408e+06 1.63631e+06 2.02729e+06 1.86923e+06
 500000 2.38559e+06 2.00614e+06 2.48845e+06 2.29339e+06
 500000 2.38588e+06 2.00375e+06 2.48829e+06 2.29264e+06
 1e+06 8.98865e+06 7.49792e+06 9.40344e+06 8.63e+06
 1.5e+06 1.90756e+07 1.58404e+07 2.0052e+07 1.83227e+07
 2e+06 3.20398e+07 2.65351e+07 3.38419e+07 3.08056e+07
 2.5e+06 4.74201e+07 3.91657e+07 5.02643e+07 4.56167e+07
 3e+06 6.48584e+07 5.33629e+07 6.88829e+07 6.23681e+07
 3.5e+06 8.40354e+07 6.87865e+07 8.93475e+07 8.07231e+07
 4e+06 1.04689e+08 8.51426e+07 1.11372e+08 1.00401e+08
 4.5e+06 1.26595e+08 1.02187e+08 1.34713e+08 1.21165e+08
 5e+06 1.49562e+08 1.1975e+08 1.59138e+08 1.42817e+08
 5e+06 1.49093e+08 1.16214e+08 1.59757e+08 1.41688e+08
 1e+07 4.04061e+08 3.02513e+08 4.31043e+08 3.79205e+08
 1.5e+07 6.59817e+08 4.84418e+08 7.11187e+08 6.18474e+08
 2e+07 8.91949e+08 6.65475e+08 9.89069e+08 8.48831e+08
 2.5e+07 1.11303e+09 8.443e+08 1.24489e+09 1.06741e+09
 3e+07 1.32924e+09 1.02809e+09 1.47359e+09 1.27697e+09
 3.5e+07 1.52864e+09 1.20649e+09 1.69507e+09 1.47673e+09
 4e+07 1.70925e+09 1.39182e+09 1.91619e+09 1.67242e+09
 4.5e+07 1.88225e+09 1.58012e+09 2.14882e+09 1.8704e+09
 5e+07 2.09549e+09 1.76562e+09 2.40531e+09 2.08881e+09
 5e+07 2.57426e+09 1.69852e+09 2.27535e+09 2.18271e+09
 1e+08 5.63958e+09 3.59689e+09 5.18163e+09 4.80604e+09
 1.5e+08 8.36168e+09 4.92998e+09 8.51612e+09 7.26926e+09
 2e+08 1.10576e+10 5.48178e+09 1.13222e+10 9.28722e+09
 2.5e+08 1.3116e+10 6.64979e+09 1.37525e+10 1.11728e+10
 3e+08 1.48572e+10 8.67867e+09 1.57687e+10 1.31015e+10
 3.5e+08 1.7454e+10 1.08424e+10 1.84296e+10 1.55753e+10
 4e+08 1.92453e+10 1.22935e+10 2.12842e+10 1.76077e+10
 4.5e+08 2.06956e+10 1.31639e+10 2.46118e+10 1.94905e+10
 5e+08 2.16434e+10 1.39441e+10 2.81631e+10 2.12502e+10
 5e+08 3.86101e+10 9.29833e+09 1.97654e+10 2.2558e+10
 1e+09 3.56146e+10 1.30961e+10 4.54199e+10 3.13768e+10
 1.5e+09 7.35168e+10 2.04326e+10 5.68565e+10 5.02686e+10
 2e+09 5.57322e+09 7.44556e+10 1.0747e+11 6.24997e+10
