Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.58192e+08
 100000 1.0255e+09
 150000 2.29117e+09
 200000 4.04472e+09
 250000 6.27583e+09
 300000 8.97444e+09
 350000 1.21307e+10
 400000 1.57349e+10
 450000 1.97777e+10
 500000 2.42498e+10
 550000 2.91421e+10
 600000 3.44458e+10
 650000 4.01522e+10
 700000 4.62529e+10
 750000 5.27395e+10
 800000 5.9604e+10
 850000 6.68383e+10
 900000 7.44347e+10
 950000 8.23855e+10
 1e+06 9.06833e+10
 1e+06 9.06731e+10
 2e+06 3.19304e+11
 3e+06 6.38154e+11
 4e+06 1.01606e+12
 5e+06 1.43265e+12
 6e+06 1.87456e+12
 7e+06 2.33305e+12
 8e+06 2.80241e+12
 9e+06 3.27894e+12
 1e+07 3.76018e+12
 1.1e+07 4.24455e+12
 1.2e+07 4.73096e+12
 1.3e+07 5.2187e+12
 1.4e+07 5.70731e+12
 1.5e+07 6.1965e+12
 1.6e+07 6.68613e+12
 1.7e+07 7.17612e+12
 1.8e+07 7.66639e+12
 1.9e+07 8.15686e+12
 2e+07 8.6474e+12
 2e+07 8.63906e+12
 4e+07 1.84582e+13
 6e+07 2.82236e+13
 8e+07 3.80377e+13
 1e+08 4.78477e+13
 1.2e+08 5.76749e+13
 1.4e+08 6.75293e+13
 1.6e+08 7.74185e+13
 1.8e+08 8.73049e+13
 2e+08 9.72067e+13
 2.2e+08 1.07142e+14
 2.4e+08 1.17072e+14
 2.6e+08 1.26964e+14
 2.8e+08 1.36833e+14
 3e+08 1.46631e+14
 3.2e+08 1.56477e+14
 3.4e+08 1.66314e+14
 3.6e+08 1.76186e+14
 3.8e+08 1.86079e+14
 4e+08 1.95962e+14
 4e+08 1.96008e+14
 8e+08 3.94916e+14
 1.2e+09 5.93765e+14
 1.6e+09 7.91709e+14
 2e+09 9.91478e+14
