Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 9.15902e-16
 100000 2.35298e-15
 150000 3.94051e-15
 200000 5.61592e-15
 250000 7.35158e-15
 300000 9.13693e-15
 350000 1.09702e-14
 400000 1.28514e-14
 450000 1.47747e-14
 500000 1.67435e-14
 550000 1.87539e-14
 600000 2.08103e-14
 650000 2.29156e-14
 700000 2.50739e-14
 750000 2.72816e-14
 800000 2.95455e-14
 850000 3.18631e-14
 900000 3.42323e-14
 950000 3.66524e-14
 1e+06 3.9118e-14
 1e+06 3.92286e-14
 2e+06 9.91507e-14
 3e+06 1.77807e-13
 4e+06 2.75243e-13
 5e+06 3.9303e-13
 6e+06 5.31626e-13
 7e+06 6.90008e-13
 8e+06 8.67612e-13
 9e+06 1.06431e-12
 1e+07 1.28091e-12
 1.1e+07 1.51681e-12
 1.2e+07 1.77056e-12
 1.3e+07 2.04485e-12
 1.4e+07 2.3381e-12
 1.5e+07 2.6514e-12
 1.6e+07 2.9826e-12
 1.7e+07 3.33376e-12
 1.8e+07 3.70379e-12
 1.9e+07 4.09427e-12
 2e+07 4.50486e-12
 2e+07 4.4662e-12
 4e+07 1.67619e-11
 6e+07 3.66945e-11
 8e+07 6.42659e-11
 1e+08 9.93312e-11
 1.2e+08 1.41709e-10
 1.4e+08 1.91347e-10
 1.6e+08 2.48038e-10
 1.8e+08 3.1173e-10
 2e+08 3.81802e-10
 2.2e+08 4.58145e-10
 2.4e+08 5.41109e-10
 2.6e+08 6.29968e-10
 2.8e+08 7.25188e-10
 3e+08 8.2631e-10
 3.2e+08 9.33037e-10
 3.4e+08 1.04549e-09
 3.6e+08 1.16266e-09
 3.8e+08 1.28332e-09
 4e+08 1.40831e-09
 4e+08 1.34243e-09
 8e+08 4.49041e-09
 1.2e+09 7.97308e-09
 1.6e+09 9.74856e-09
 2e+09 1.27012e-08
