# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 29533.8 0.355543 4956.4 0.990831
200000 30280.6 -0.158318 5081.83 1.01578
300000 29707.2 -0.113659 4985.59 0.996546
400000 29971.7 -0.0457126 5029.97 1.00542
500000 30103.8 0.568585 5052.02 1.00998
600000 29894.4 -0.053443 5016.99 1.00283
700000 29993.2 1.26096 5033.35 1.00635
800000 29666.4 -0.054388 4978.74 0.99518
900000 29682.8 -0.0435382 4981.48 0.995729
1000000 29841.1 -0.103741 5008.06 1.00104
