Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.09475e-15
 100000 3.01872e-15
 150000 5.4046e-15
 200000 8.18355e-15
 250000 1.13339e-14
 300000 1.48497e-14
 350000 1.87354e-14
 400000 2.29826e-14
 450000 2.75919e-14
 500000 3.25615e-14
 550000 3.78871e-14
 600000 4.35643e-14
 650000 4.95954e-14
 700000 5.59816e-14
 750000 6.27265e-14
 800000 6.98284e-14
 850000 7.72882e-14
 900000 8.51095e-14
 950000 9.329e-14
 1e+06 1.01826e-13
 1e+06 1.02541e-13
 2e+06 3.49375e-13
 3e+06 7.38719e-13
 4e+06 1.27117e-12
 5e+06 1.94643e-12
 6e+06 2.7666e-12
 7e+06 3.7316e-12
 8e+06 4.84054e-12
 9e+06 6.09302e-12
 1e+07 7.48884e-12
 1.1e+07 9.02874e-12
 1.2e+07 1.07129e-11
 1.3e+07 1.2541e-11
 1.4e+07 1.45143e-11
 1.5e+07 1.66328e-11
 1.6e+07 1.88963e-11
 1.7e+07 2.13038e-11
 1.8e+07 2.38564e-11
 1.9e+07 2.65522e-11
 2e+07 2.93921e-11
 2e+07 2.92631e-11
 4e+07 1.16167e-10
 6e+07 2.61219e-10
 8e+07 4.65022e-10
 1e+08 7.286e-10
 1.2e+08 1.05286e-09
 1.4e+08 1.43876e-09
 1.6e+08 1.8856e-09
 1.8e+08 2.39453e-09
 2e+08 2.96536e-09
 2.2e+08 3.59847e-09
 2.4e+08 4.29361e-09
 2.6e+08 5.05031e-09
 2.8e+08 5.86919e-09
 3e+08 6.74994e-09
 3.2e+08 7.69261e-09
 3.4e+08 8.69681e-09
 3.6e+08 9.76326e-09
 3.8e+08 1.08913e-08
 4e+08 1.20797e-08
 4e+08 1.12573e-08
 8e+08 4.63322e-08
 1.2e+09 1.03398e-07
 1.6e+09 1.81461e-07
 2e+09 2.67003e-07
