Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 2.2385e+06 -2.2385e+06 2.2385e+06
 100000 8.92156e+06 -8.92156e+06 8.92156e+06
 150000 2.00006e+07 -2.00006e+07 2.00006e+07
 200000 3.54273e+07 -3.54273e+07 3.54273e+07
 250000 5.51538e+07 -5.51538e+07 5.51538e+07
 300000 7.91326e+07 -7.91326e+07 7.91326e+07
 350000 1.07317e+08 -1.07317e+08 1.07317e+08
 400000 1.39661e+08 -1.39661e+08 1.39661e+08
 450000 1.76119e+08 -1.76119e+08 1.76119e+08
 500000 2.16645e+08 -2.16645e+08 2.16645e+08
 550000 2.61195e+08 -2.61195e+08 2.61195e+08
 600000 3.09723e+08 -3.09723e+08 3.09723e+08
 650000 3.62185e+08 -3.62185e+08 3.62185e+08
 700000 4.18537e+08 -4.18537e+08 4.18537e+08
 750000 4.78736e+08 -4.78736e+08 4.78736e+08
 800000 5.42738e+08 -5.42738e+08 5.42738e+08
 850000 6.105e+08 -6.105e+08 6.105e+08
 900000 6.81982e+08 -6.81982e+08 6.81982e+08
 950000 7.5714e+08 -7.5714e+08 7.5714e+08
 1e+06 8.35935e+08 -8.35935e+08 8.35935e+08
 1e+06 8.3543e+08 -8.3543e+08 8.3543e+08
 2e+06 3.11465e+09 -3.11465e+09 3.11465e+09
 3e+06 6.55139e+09 -6.55139e+09 6.55139e+09
 4e+06 1.09196e+10 -1.09196e+10 1.09196e+10
 5e+06 1.60304e+10 -1.60304e+10 1.60304e+10
 6e+06 2.173e+10 -2.173e+10 2.173e+10
 7e+06 2.78946e+10 -2.78946e+10 2.78946e+10
 8e+06 3.44223e+10 -3.44223e+10 3.44223e+10
 9e+06 4.12229e+10 -4.12229e+10 4.12229e+10
 1e+07 4.822e+10 -4.822e+10 4.822e+10
 1.1e+07 5.53531e+10 -5.53531e+10 5.53531e+10
 1.2e+07 6.25801e+10 -6.25801e+10 6.25801e+10
 1.3e+07 6.9868e+10 -6.9868e+10 6.9868e+10
 1.4e+07 7.71897e+10 -7.71897e+10 7.71897e+10
 1.5e+07 8.45169e+10 -8.45169e+10 8.45169e+10
 1.6e+07 9.18262e+10 -9.18262e+10 9.18262e+10
 1.7e+07 9.91112e+10 -9.91112e+10 9.91112e+10
 1.8e+07 1.06361e+11 -1.06361e+11 1.06361e+11
 1.9e+07 1.1357e+11 -1.1357e+11 1.1357e+11
 2e+07 1.20739e+11 -1.20739e+11 1.20739e+11
 2e+07 1.2268e+11 -1.2268e+11 1.2268e+11
 4e+07 2.78879e+11 -2.78879e+11 2.78879e+11
 6e+07 4.47985e+11 -4.47985e+11 4.47985e+11
 8e+07 6.26103e+11 -6.26103e+11 6.26103e+11
 1e+08 7.95503e+11 -7.95503e+11 7.95503e+11
 1.2e+08 9.46843e+11 -9.46843e+11 9.46843e+11
 1.4e+08 1.0941e+12 -1.0941e+12 1.0941e+12
 1.6e+08 1.23928e+12 -1.23928e+12 1.23928e+12
 1.8e+08 1.37398e+12 -1.37398e+12 1.37398e+12
 2e+08 1.49626e+12 -1.49626e+12 1.49626e+12
 2.2e+08 1.60862e+12 -1.60862e+12 1.60862e+12
 2.4e+08 1.72511e+12 -1.72511e+12 1.72511e+12
 2.6e+08 1.82651e+12 -1.82651e+12 1.82651e+12
 2.8e+08 1.93544e+12 -1.93544e+12 1.93544e+12
 3e+08 2.05213e+12 -2.05213e+12 2.05213e+12
 3.2e+08 2.15916e+12 -2.15916e+12 2.15916e+12
 3.4e+08 2.25227e+12 -2.25227e+12 2.25227e+12
 3.6e+08 2.32293e+12 -2.32293e+12 2.32293e+12
 3.8e+08 2.4155e+12 -2.4155e+12 2.4155e+12
 4e+08 2.51922e+12 -2.51922e+12 2.51922e+12
 4e+08 1.978e+12 -1.978e+12 1.978e+12
 8e+08 5.29581e+12 -5.29581e+12 5.29581e+12
 1.2e+09 1.10742e+13 -1.10742e+13 1.10742e+13
 1.6e+09 1.60205e+13 -1.60205e+13 1.60205e+13
 2e+09 2.39553e+13 -2.39553e+13 2.39553e+13
