Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 102491 108551 97896.4 102979
 100000 407928 432205 389626 409920
 150000 913578 968258 872541 918126
 200000 1.61677e+06 1.71407e+06 1.54402e+06 1.62495e+06
 250000 2.51487e+06 2.66708e+06 2.40149e+06 2.52781e+06
 300000 3.6053e+06 3.82476e+06 3.4424e+06 3.62415e+06
 350000 4.88553e+06 5.18463e+06 4.6643e+06 4.91149e+06
 400000 6.3531e+06 6.74428e+06 6.06479e+06 6.38739e+06
 450000 8.00554e+06 8.50133e+06 7.64155e+06 8.04947e+06
 500000 9.84049e+06 1.04534e+07 9.39226e+06 9.89538e+06
 500000 9.83913e+06 1.0467e+07 9.39498e+06 9.90037e+06
 1e+06 3.77432e+07 4.02246e+07 3.59973e+07 3.79884e+07
 1.5e+06 8.16049e+07 8.70791e+07 7.77e+07 8.2128e+07
 2e+06 1.39569e+08 1.4901e+08 1.32586e+08 1.40388e+08
 2.5e+06 2.10004e+08 2.24244e+08 1.99021e+08 2.1109e+08
 3e+06 2.91448e+08 3.11234e+08 2.75612e+08 2.92765e+08
 3.5e+06 3.82627e+08 4.08502e+08 3.6116e+08 3.84097e+08
 4e+06 4.82352e+08 5.14764e+08 4.54584e+08 4.839e+08
 4.5e+06 5.89556e+08 6.28901e+08 5.54894e+08 5.91117e+08
 5e+06 7.03289e+08 7.49921e+08 6.6128e+08 7.0483e+08
 5e+06 6.97251e+08 7.48618e+08 6.56742e+08 7.0087e+08
 1e+07 2.05324e+09 2.19721e+09 1.93631e+09 2.06225e+09
 1.5e+07 3.49397e+09 3.82317e+09 3.35047e+09 3.55587e+09
 2e+07 4.88548e+09 5.60124e+09 4.80965e+09 5.09879e+09
 2.5e+07 6.23139e+09 7.55926e+09 6.32931e+09 6.70665e+09
 3e+07 7.40726e+09 9.63415e+09 7.93065e+09 8.32402e+09
 3.5e+07 8.44794e+09 1.18179e+10 9.64411e+09 9.96997e+09
 4e+07 9.42326e+09 1.41043e+10 1.14759e+10 1.16678e+10
 4.5e+07 1.03087e+10 1.6338e+10 1.34493e+10 1.33654e+10
 5e+07 1.10882e+10 1.84852e+10 1.56009e+10 1.50581e+10
 5e+07 1.00705e+10 1.6955e+10 1.7765e+10 1.49301e+10
 1e+08 1.55346e+10 3.69436e+10 4.20587e+10 3.15123e+10
 1.5e+08 2.55582e+10 5.55515e+10 7.86257e+10 5.32451e+10
 2e+08 2.93542e+10 7.41498e+10 1.18962e+11 7.41552e+10
 2.5e+08 3.4313e+10 9.42912e+10 1.61793e+11 9.67991e+10
 3e+08 4.29717e+10 1.22095e+11 2.04111e+11 1.23059e+11
 3.5e+08 4.81993e+10 1.42978e+11 2.42346e+11 1.44508e+11
 4e+08 5.96395e+10 1.55015e+11 2.76609e+11 1.63755e+11
 4.5e+08 6.20937e+10 1.70099e+11 3.0535e+11 1.79181e+11
 5e+08 6.96193e+10 2.00744e+11 3.29484e+11 1.99949e+11
 5e+08 1.03379e+11 1.92983e+11 4.26327e+11 2.40896e+11
 1e+09 9.43059e+10 6.17873e+11 4.39626e+11 3.83935e+11
 1.5e+09 1.3111e+11 8.9114e+11 1.41192e+11 3.87814e+11
 2e+09 5.91104e+09 1.44197e+12 9.31964e+11 7.93281e+11
