Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.56073e+07 -1.56073e+07 1.56073e+07
 100000 6.22799e+07 -6.22799e+07 6.22799e+07
 150000 1.39791e+08 -1.39791e+08 1.39791e+08
 200000 2.47917e+08 -2.47917e+08 2.47917e+08
 250000 3.8643e+08 -3.8643e+08 3.8643e+08
 300000 5.55102e+08 -5.55102e+08 5.55102e+08
 350000 7.53707e+08 -7.53707e+08 7.53707e+08
 400000 9.82021e+08 -9.82021e+08 9.82021e+08
 450000 1.23982e+09 -1.23982e+09 1.23982e+09
 500000 1.52687e+09 -1.52687e+09 1.52687e+09
 550000 1.84295e+09 -1.84295e+09 1.84295e+09
 600000 2.18786e+09 -2.18786e+09 2.18786e+09
 650000 2.56136e+09 -2.56136e+09 2.56136e+09
 700000 2.96327e+09 -2.96327e+09 2.96327e+09
 750000 3.39336e+09 -3.39336e+09 3.39336e+09
 800000 3.85142e+09 -3.85142e+09 3.85142e+09
 850000 4.33727e+09 -4.33727e+09 4.33727e+09
 900000 4.85069e+09 -4.85069e+09 4.85069e+09
 950000 5.39151e+09 -5.39151e+09 5.39151e+09
 1e+06 5.95953e+09 -5.95953e+09 5.95953e+09
 1e+06 5.96711e+09 -5.96711e+09 5.96711e+09
 2e+06 2.27966e+10 -2.27966e+10 2.27966e+10
 3e+06 4.90728e+10 -4.90728e+10 4.90728e+10
 4e+06 8.3542e+10 -8.3542e+10 8.3542e+10
 5e+06 1.2516e+11 -1.2516e+11 1.2516e+11
 6e+06 1.73123e+11 -1.73123e+11 1.73123e+11
 7e+06 2.26768e+11 -2.26768e+11 2.26768e+11
 8e+06 2.85508e+11 -2.85508e+11 2.85508e+11
 9e+06 3.48746e+11 -3.48746e+11 3.48746e+11
 1e+07 4.16133e+11 -4.16133e+11 4.16133e+11
 1.1e+07 4.87231e+11 -4.87231e+11 4.87231e+11
 1.2e+07 5.61549e+11 -5.61549e+11 5.61549e+11
 1.3e+07 6.38709e+11 -6.38709e+11 6.38709e+11
 1.4e+07 7.18325e+11 -7.18325e+11 7.18325e+11
 1.5e+07 8.00078e+11 -8.00078e+11 8.00078e+11
 1.6e+07 8.83753e+11 -8.83753e+11 8.83753e+11
 1.7e+07 9.69226e+11 -9.69226e+11 9.69226e+11
 1.8e+07 1.05638e+12 -1.05638e+12 1.05638e+12
 1.9e+07 1.14505e+12 -1.14505e+12 1.14505e+12
 2e+07 1.23507e+12 -1.23507e+12 1.23507e+12
 2e+07 1.14638e+12 -1.14638e+12 1.14638e+12
 4e+07 3.08075e+12 -3.08075e+12 3.08075e+12
 6e+07 5.09492e+12 -5.09492e+12 5.09492e+12
 8e+07 6.98388e+12 -6.98388e+12 6.98388e+12
 1e+08 8.58887e+12 -8.58887e+12 8.58887e+12
 1.2e+08 1.02318e+13 -1.02318e+13 1.02318e+13
 1.4e+08 1.24918e+13 -1.24918e+13 1.24918e+13
 1.6e+08 1.4724e+13 -1.4724e+13 1.4724e+13
 1.8e+08 1.64086e+13 -1.64086e+13 1.64086e+13
 2e+08 1.82423e+13 -1.82423e+13 1.82423e+13
 2.2e+08 2.00045e+13 -2.00045e+13 2.00045e+13
 2.4e+08 2.18298e+13 -2.18298e+13 2.18298e+13
 2.6e+08 2.29951e+13 -2.29951e+13 2.29951e+13
 2.8e+08 2.45033e+13 -2.45033e+13 2.45033e+13
 3e+08 2.66242e+13 -2.66242e+13 2.66242e+13
 3.2e+08 2.83575e+13 -2.83575e+13 2.83575e+13
 3.4e+08 2.94106e+13 -2.94106e+13 2.94106e+13
 3.6e+08 2.66196e+13 -2.66196e+13 2.66196e+13
 3.8e+08 2.15756e+13 -2.15756e+13 2.15756e+13
 4e+08 1.77747e+13 -1.77747e+13 1.77747e+13
 4e+08 2.53103e+13 -2.53103e+13 2.53103e+13
