Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 2.3459e+07 3.30972e+07
 100000 9.35897e+07 1.26724e+08
 150000 2.10021e+08 2.73235e+08
 200000 3.72384e+08 4.66038e+08
 250000 5.80312e+08 6.99434e+08
 300000 8.33443e+08 9.68476e+08
 350000 1.13141e+09 1.26887e+09
 400000 1.47387e+09 1.59687e+09
 450000 1.86045e+09 1.94921e+09
 500000 2.29081e+09 2.32303e+09
 550000 2.76458e+09 2.71584e+09
 600000 3.28143e+09 3.12545e+09
 650000 3.84101e+09 3.54992e+09
 700000 4.44298e+09 3.98757e+09
 750000 5.087e+09 4.43689e+09
 800000 5.77273e+09 4.89654e+09
 850000 6.49983e+09 5.36537e+09
 900000 7.26799e+09 5.84235e+09
 950000 8.07686e+09 6.32657e+09
 1e+06 8.92612e+09 6.81723e+09
 1e+06 8.92331e+09 6.807e+09
 2e+06 3.39103e+10 1.73188e+10
 3e+06 7.2574e+10 2.82494e+10
 4e+06 1.22896e+11 3.92655e+10
 5e+06 1.83176e+11 5.03874e+10
 6e+06 2.51961e+11 6.16144e+10
 7e+06 3.28027e+11 7.28886e+10
 8e+06 4.10354e+11 8.42174e+10
 9e+06 4.98106e+11 9.55275e+10
 1e+07 5.90562e+11 1.06822e+11
 1.1e+07 6.8708e+11 1.18167e+11
 1.2e+07 7.87098e+11 1.2957e+11
 1.3e+07 8.90115e+11 1.41029e+11
 1.4e+07 9.9569e+11 1.52498e+11
 1.5e+07 1.10342e+12 1.6401e+11
 1.6e+07 1.21291e+12 1.75542e+11
 1.7e+07 1.32382e+12 1.87084e+11
 1.8e+07 1.43587e+12 1.98646e+11
 1.9e+07 1.54882e+12 2.10192e+11
 2e+07 1.6625e+12 2.21741e+11
 2e+07 1.6593e+12 2.21678e+11
 4e+07 4.01404e+12 4.57062e+11
 6e+07 6.36436e+12 6.84729e+11
 8e+07 8.74958e+12 9.06379e+11
 1e+08 1.109e+13 1.12771e+12
 1.2e+08 1.3453e+13 1.35459e+12
 1.4e+08 1.59653e+13 1.59415e+12
 1.6e+08 1.85354e+13 1.83088e+12
 1.8e+08 2.11018e+13 2.07441e+12
 2e+08 2.33601e+13 2.31856e+12
 2.2e+08 2.55211e+13 2.55763e+12
 2.4e+08 2.76703e+13 2.79082e+12
 2.6e+08 2.9663e+13 3.00267e+12
 2.8e+08 3.17616e+13 3.21639e+12
 3e+08 3.38813e+13 3.45286e+12
 3.2e+08 3.64306e+13 3.70081e+12
 3.4e+08 3.88759e+13 3.9301e+12
 3.6e+08 4.11881e+13 4.12032e+12
 3.8e+08 4.33916e+13 4.29436e+12
 4e+08 4.6054e+13 4.49491e+12
 4e+08 4.52496e+13 4.63956e+12
