Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.23387e-16
 100000 3.06882e-16
 150000 5.17215e-16
 200000 7.54308e-16
 250000 1.01769e-15
 300000 1.3064e-15
 350000 1.6199e-15
 400000 1.95906e-15
 450000 2.32273e-15
 500000 2.70932e-15
 550000 3.12062e-15
 600000 3.55834e-15
 650000 4.02157e-15
 700000 4.50918e-15
 750000 5.02318e-15
 800000 5.56346e-15
 850000 6.129e-15
 900000 6.72075e-15
 950000 7.33774e-15
 1e+06 7.97939e-15
 1e+06 7.98011e-15
 2e+06 2.60924e-14
 3e+06 5.44396e-14
 4e+06 9.28109e-14
 5e+06 1.41315e-13
 6e+06 1.99827e-13
 7e+06 2.6804e-13
 8e+06 3.45972e-13
 9e+06 4.33783e-13
 1e+07 5.31489e-13
 1.1e+07 6.38871e-13
 1.2e+07 7.55991e-13
 1.3e+07 8.82921e-13
 1.4e+07 1.01955e-12
 1.5e+07 1.16572e-12
 1.6e+07 1.32148e-12
 1.7e+07 1.48672e-12
 1.8e+07 1.66145e-12
 1.9e+07 1.84539e-12
 2e+07 2.03871e-12
 2e+07 2.0854e-12
 4e+07 7.95783e-12
 6e+07 1.72767e-11
 8e+07 2.9768e-11
 1e+08 4.51519e-11
 1.2e+08 6.33008e-11
 1.4e+08 8.41553e-11
 1.6e+08 1.07388e-10
 1.8e+08 1.32803e-10
 2e+08 1.60189e-10
 2.2e+08 1.89685e-10
 2.4e+08 2.20875e-10
 2.6e+08 2.53894e-10
 2.8e+08 2.88116e-10
 3e+08 3.23457e-10
 3.2e+08 3.59831e-10
 3.4e+08 3.97995e-10
 3.6e+08 4.37292e-10
 3.8e+08 4.78182e-10
 4e+08 5.2054e-10
 4e+08 5.57153e-10
 8e+08 1.26481e-09
