Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 225.01 232.737 235.657 231.135
 100000 868.203 897.885 910.579 892.222
 150000 1890.13 1954.23 1985.01 1943.12
 200000 3254.18 3364.87 3422.17 3347.08
 250000 4926.26 5097.02 5188.27 5070.52
 300000 6875.03 7121.79 7252.56 7083.13
 350000 9072.64 9412.93 9587.93 9357.83
 400000 11493.9 11946.2 12169.5 11869.9
 450000 14116.1 14699.4 14974.9 14596.8
 500000 16919.1 17652.2 17984.3 17518.5
 500000 16827.7 17578.7 18095.7 17500.7
 1e+06 51415.3 54437.8 56426.3 54093.1
 1.5e+06 90988 98638.6 102992 97539.5
 2e+06 131152 145345 153055 143184
 2.5e+06 171063 193072 204105 189413
 3e+06 211374 241272 254592 235746
 3.5e+06 252779 289327 304318 282141
 4e+06 294382 336938 353984 328434
 4.5e+06 335715 383555 403553 374274
 5e+06 376316 428409 452876 419200
 5e+06 352314 433505 449585 411801
 1e+07 745501 826912 862540 811651
 1.5e+07 1.10694e+06 1.3366e+06 1.29746e+06 1.247e+06
 2e+07 1.51739e+06 1.94377e+06 1.71892e+06 1.72669e+06
 2.5e+07 1.92177e+06 2.47315e+06 2.30884e+06 2.23458e+06
 3e+07 2.28867e+06 3.01813e+06 2.87627e+06 2.72769e+06
 3.5e+07 2.72016e+06 3.42284e+06 3.49901e+06 3.214e+06
 4e+07 3.1808e+06 3.8433e+06 4.26181e+06 3.76197e+06
 4.5e+07 3.57767e+06 4.22529e+06 4.98882e+06 4.26393e+06
 5e+07 3.93468e+06 4.59279e+06 5.78267e+06 4.77005e+06
 5e+07 4.65204e+06 6.33707e+06 6.5853e+06 5.85814e+06
 1e+08 9.88921e+06 8.73065e+06 1.4595e+07 1.10716e+07
 1.5e+08 1.64681e+07 9.15994e+06 2.33592e+07 1.63291e+07
 2e+08 2.1385e+07 1.55331e+07 2.85648e+07 2.18277e+07
 2.5e+08 2.12648e+07 1.72204e+07 3.03001e+07 2.29284e+07
 3e+08 2.15993e+07 1.42242e+07 3.013e+07 2.19845e+07
 3.5e+08 2.02064e+07 1.64017e+07 2.68465e+07 2.11515e+07
 4e+08 2.52495e+07 1.84745e+07 2.94049e+07 2.43763e+07
 4.5e+08 3.12037e+07 2.16055e+07 2.55192e+07 2.61095e+07
 5e+08 3.92647e+07 2.47053e+07 2.43341e+07 2.94347e+07
 5e+08 997680 4.6547e+07 2.3973e+07 2.38392e+07
 1e+09 208605 257598 9.46968e+07 3.1721e+07
