# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 35753.4 -0.0291209 6000.27 0.999445
200000 35753.4 -0.11076 6000.29 0.999438
300000 35753.4 -0.0670049 6000.28 0.999452
400000 35753.4 -0.055389 6000.28 0.999443
500000 35753.4 -0.122707 6000.29 0.999444
600000 35753.4 -0.0891177 6000.28 0.999453
700000 35753.4 1.6235 6000 0.99965
800000 35753.4 0.847402 6000.13 0.999573
900000 35753.4 -0.100439 6000.29 0.999441
1000000 35753.4 -0.0524872 6000.28 0.999463
