Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 30554.4 30310.2 32958.3 31274.3
 100000 121360 120398 130985 124248
 150000 271255 269133 292931 277773
 200000 479092 475395 517667 490718
 250000 743746 738086 804078 761970
 300000 1.06412e+06 1.05613e+06 1.15107e+06 1.09044e+06
 350000 1.43915e+06 1.4285e+06 1.55756e+06 1.47507e+06
 400000 1.8678e+06 1.85419e+06 2.02249e+06 1.91483e+06
 450000 2.34906e+06 2.3322e+06 2.54482e+06 2.40869e+06
 500000 2.88195e+06 2.86159e+06 3.12349e+06 2.95568e+06
 500000 2.88025e+06 2.86094e+06 3.12347e+06 2.95488e+06
 1e+06 1.08442e+07 1.07767e+07 1.18005e+07 1.11405e+07
 1.5e+06 2.29885e+07 2.2869e+07 2.51585e+07 2.3672e+07
 2e+06 3.85237e+07 3.8391e+07 4.25073e+07 3.98073e+07
 2.5e+06 5.67749e+07 5.67123e+07 6.32789e+07 5.8922e+07
 3e+06 7.71725e+07 7.73363e+07 8.70243e+07 8.0511e+07
 3.5e+06 9.92592e+07 9.98653e+07 1.13385e+08 1.0417e+08
 4e+06 1.22659e+08 1.2396e+08 1.42042e+08 1.29554e+08
 4.5e+06 1.47041e+08 1.49344e+08 1.72717e+08 1.56367e+08
 5e+06 1.72133e+08 1.75779e+08 2.05185e+08 1.84366e+08
 5e+06 1.72431e+08 1.72948e+08 2.02026e+08 1.82468e+08
 1e+07 4.38601e+08 4.60736e+08 5.82776e+08 4.94038e+08
 1.5e+07 7.28214e+08 7.56922e+08 9.95743e+08 8.2696e+08
 2e+07 1.05024e+09 1.07036e+09 1.38985e+09 1.17015e+09
 2.5e+07 1.36509e+09 1.40031e+09 1.74512e+09 1.50351e+09
 3e+07 1.66709e+09 1.72298e+09 2.09972e+09 1.82993e+09
 3.5e+07 1.94732e+09 2.0549e+09 2.43581e+09 2.14601e+09
 4e+07 2.20879e+09 2.37943e+09 2.7462e+09 2.44481e+09
 4.5e+07 2.46185e+09 2.65785e+09 3.04286e+09 2.72085e+09
 5e+07 2.70012e+09 2.90285e+09 3.34569e+09 2.98289e+09
 5e+07 2.26817e+09 2.87658e+09 3.02335e+09 2.7227e+09
 1e+08 4.8231e+09 5.15326e+09 5.86262e+09 5.27966e+09
 1.5e+08 7.68821e+09 7.17467e+09 8.59384e+09 7.8189e+09
 2e+08 1.04317e+10 9.5699e+09 1.21184e+10 1.07067e+10
 2.5e+08 1.24594e+10 1.25815e+10 1.51924e+10 1.34111e+10
 3e+08 1.43233e+10 1.46874e+10 1.91249e+10 1.60452e+10
 3.5e+08 1.56178e+10 1.70412e+10 2.13799e+10 1.8013e+10
 4e+08 1.75519e+10 2.14197e+10 2.29521e+10 2.06412e+10
 4.5e+08 1.93241e+10 2.51185e+10 2.72616e+10 2.39014e+10
 5e+08 2.04657e+10 2.99988e+10 2.95604e+10 2.6675e+10
 5e+08 2.1758e+10 2.37103e+10 1.80181e+10 2.11621e+10
 1e+09 5.43668e+10 7.10406e+10 2.26723e+10 4.93599e+10
 1.5e+09 1.13388e+11 8.12903e+10 3.6725e+09 6.6117e+10
 2e+09 1.61222e+11 1.12489e+11 8.86826e+08 9.15328e+10
